行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间
五河县,女山路,五河县城南女山路（兴浍路至兴漴路）,2.021,公路用地,划拨,,房屋和土木工程业,0,五河县建设投资有限公司,1,2018年5月19日,2018年11月30日,2019年11月30日
五河县,祥源规划一路、二路、潼河路、沱河路,五河县城关镇衡台,5.2446,公路用地,划拨,,房屋和土木工程业,0,五河县城市建设投资经营有限责任公司,1,2018年5月19日,2019年6月30日,2020年6月30日
五河县,武桥镇红色文化基地,五河县武桥镇界沟村G104西侧,1.2315,文体娱乐用地,划拨,,国家机构,0,武桥镇人民政府,1,2018年5月18日,2019年3月30日,2020年3月30日
五河县,浍南污水处理厂,五河县浍南镇皇庙村,0.3058,公共设施用地,划拨,,国家机构,0,浍南镇人民政府,1,2018年5月18日,2019年3月30日,2020年3月31日
五河县,消防队西保障性住房,五河县城南消防队西侧保障性住房,3.5219,经济适用住房用地,划拨,,房屋和土木工程业,0,五河县城市建设投资经营有限责任公司,1.002.50,2018年5月18日,2019年6月30日,2020年6月30日
五河县,兴漴路段工程,五河县城关镇花木王村及金岗村兴漴路,0.5943,公路用地,划拨,,房屋和土木工程业,0,五河县建设投资有限公司,1,2018年5月18日,2019年6月30日,2020年6月30日
五河县,城南迎路段,五河县城南新区迎风路段,0.6638,公路用地,划拨,,房屋和土木工程业,0,五河县建设投资有限公司,1,2018年5月18日,2019年3月30日,2020年3月30日
五河县,孙坪安置区东,五河县城南徐明高速西侧，孙坪安置东,0.4332,经济适用住房用地,划拨,,房屋和土木工程业,0,五河县城市建设投资经营有限责任公司,1.002.50,2018年5月18日,2019年6月30日,2020年6月30日
五河县,青年南路段,五河县城南青年南路段,0.8713,公路用地,划拨,,房屋和土木工程业,0,五河县建设投资有限公司,1,2018年5月18日,2019年3月30日,2020年3月30日
五河县,头铺镇冯刘村安置房,五河县头铺镇龙岗路东侧，工业十一路南侧,2.5998,经济适用住房用地,划拨,,国家机构,0,五河县房地产管理局,1.002.50,2018年5月18日,2019年6月30日,2020年6月30日
五河县,吴家咀文化广场,五河县城关镇吴家咀,0.0957,文体娱乐用地,划拨,,国家机构,0,城关镇人民政府,1,2018年5月18日,2019年3月30日,2020年3月30日
五河县,大志中学操场,五河县大志中学,0.3325,科教用地,划拨,,体育,0,五河县教育局,1,2018年5月18日,2018年11月30日,2019年11月30日
五河县,小圩文化广场,五河县小圩镇小圩村,0.1833,文体娱乐用地,划拨,,国家机构,0,小圩镇人民政府,1.000.00,2018年5月17日,2018年11月30日,2019年11月30日
五河县,朱顶洪山文化广场,五河县朱顶镇洪山村,0.2307,文体娱乐用地,划拨,,国家机构,0,朱顶镇人民政府,1,2018年5月17日,2018年12月31日,2019年12月31日
五河县,双庙訾湖村自来水厂,五河县双忠庙镇訾湖村,0.1118,公共设施用地,划拨,,国家机构,0,双忠庙镇人民政府,1,2018年5月17日,2019年3月31日,2020年3月31日
五河县,新集文化广场,五河县新集镇新集居委会,1.96,文体娱乐用地,划拨,,国家机构,0,新集镇人民政府,1,2018年5月17日,2018年11月30日,2019年11月30日
五河县,武桥路西小学,五河县武桥镇路西村,0.1422,科教用地,划拨,,教育业,0,武桥中心小学,1,2018年5月17日,2019年3月31日,2020年3月31日
五河县,双庙文化广场及停车场,五河县双忠庙镇双庙村,1.4479,文体娱乐用地,划拨,,国家机构,0,双忠庙镇人民政府,1.000.00,2018年5月17日,2018年9月30日,2019年9月30日
五河县,小溪镇赵庄文化广场,五河县小溪镇赵庄村,0.4279,文体娱乐用地,划拨,,国家机构,0,小溪镇人民政府,1,2018年5月17日,2018年9月30日,2019年9月30日
五河县,司法局矫正中心,五河县城关镇环城西路西侧,0.5735,机关团体用地,划拨,,国家机构,0,五河县司法局,1,2018年5月14日,2019年3月30日,2020年3月30日
五河县,大新污水处理厂,五河县大新镇大新村,0.1941,公共设施用地,划拨,,国家机构,0,大新镇人民政府,1,2018年5月14日,2019年3月30日,2020年3月30日
五河县,小圩污水处理厂,五河县小圩镇小圩村,0.1325,公共设施用地,划拨,,国家机构,0,小圩镇人民政府,1,2018年5月14日,2019年3月30日,2020年3月30日
五河县,蒋庄小学,五河县小溪镇蒋庄村,0.2908,科教用地,划拨,,教育业,0,小溪中心小学,1,2018年5月14日,2019年3月30日,2020年3月30日
五河县,武桥小学操场,五河县武桥镇武桥村,0.7781,科教用地,划拨,,教育业,0,武桥中心小学,1,2018年5月14日,2019年3月30日,2020年3月30日
蚌埠市本级,高新路（天河路-禹会路）道路工程,高新路（天河路-禹会路）,3.2799,街巷用地,划拨,,工程准备,,蚌埠高新区建设发展有限公司,1,2018年5月14日,2018年6月30日,2019年12月30日
五河县,刘集小学,五河县东刘集镇刘集村,0.5985,科教用地,划拨,,教育业,0,东刘集中心小学,1,2018年5月14日,2019年3月30日,2020年3月30日
五河县,城关镇淮五河道局管理用房,五河县城关镇淮五村,0.3845,机关团体用地,划拨,,国家机构,0,五河县淮河河道管理局,1,2018年5月14日,2019年3月30日,2020年3月30日
五河县,五河县新汽车站,五河县城关镇王洼社区新汽车站,0.728,公路用地,划拨,,国家机构,0,五河县交通运输局,1,2018年5月14日,2018年11月30日,2019年11月30日
五河县,祥源小学,五河县城关镇祥源小学,2.8172,科教用地,划拨,,房屋和土木工程业,0,五河县城市建设投资经营有限责任公司,1,2018年5月14日,2019年3月31日,2020年3月30日
五河县,新集污水处理厂,五河县新集镇新集居委会,0.2654,公共设施用地,划拨,,国家机构,0,新集镇人民政府,1,2018年5月14日,2019年3月30日,2020年3月30日
五河县,旧县山后凌安置区,五河县城关镇旧县社区山后凌,7.0415,经济适用住房用地,划拨,,房屋和土木工程业,0,五河县城市建设投资经营有限责任公司,1.002.50,2018年5月14日,2019年3月30日,2021年3月30日
固镇县,固镇县文化馆、图书馆和档案馆项目二期,南城区津浦路西侧、规划馆南侧,0.74753,文体娱乐用地,划拨,,房屋和土木工程业,,固镇县新型城镇化建设投资有限公司,0.580.58,2018年5月14日,2018年5月29日,2019年5月29日
蚌埠市本级,高新区商业用地,高新区汽车城内,0.766738,其他商服用地,挂牌出让,40,商务服务业,1210,蚌埠市涌源汽车销售服务有限公司,1.001.20,2018年5月11日,2019年1月27日,2019年4月27日
蚌埠市本级,龙子湖区工业项目,龙子湖区LS2路以东、LH1路以南,9.012678,工业用地,挂牌出让,50,制造业,2307,蚌埠市高铁工贸园区投资发展有限公司,1.000.00,2018年5月11日,2018年10月27日,2020年4月27日
蚌埠市本级,蚌山区商住用地,蚌山区中山街东侧、胜利路北侧,1.50874,其他普通商品住房用地,挂牌出让,70年,房地产业,5950,蚌埠市中盛建设发展有限责任公司,1.002.20,2018年5月11日,2019年1月27日,2021年1月27日
蚌埠市本级,商住用地,高新区山香路西侧、Y-14路北侧,1.2784,其他普通商品住房用地,挂牌出让,70年,房地产业,3080,蚌埠高新投资集团有限公司,1.002.60,2018年5月11日,2019年1月27日,2020年1月27日
固镇县,15万乳酸加工10万吨年聚乳酸项目,县经济开发区经三路西侧,3.54662,工业用地,挂牌出让,50,化学原料及化学制品制造业,298,安徽丰原生物化学股份有限公司,0.6,2018年5月9日,2019年1月10日,2020年1月10日
固镇县,15万乳酸加工10万吨年聚乳酸项目,县经济开发区经三路西侧,2.70862,工业用地,挂牌出让,50,化学原料及化学制品制造业,228,安徽丰原生物化学股份有限公司,0.6,2018年5月9日,2019年1月9日,2020年1月9日
固镇县,6000吨年泛酸钙项目,固镇县经济开发区经三路西侧,6.50377,工业用地,挂牌出让,50,农副食品加工业,547,安徽泰格生物科技有限公司,0.6,2018年5月8日,2019年1月8日,2020年1月8日
蚌埠市本级,蚌埠市禹会区人民医院综合楼项目,西至原206国道绿线、北至用地界线,3.1415,医卫慈善用地,划拨,,卫生,,蚌埠市禹会区人民医院（马城镇中心卫生院）,1,2018年5月8日,2018年6月30日,2019年6月29日
固镇县,5000吨每年发酵法氨基葡萄糖盐酸盐产业化示范项目（银创生物）,县经济开发区经三路西纬六路北,4.37072,工业用地,挂牌出让,50,化学原料及化学制品制造业,368,安徽银创生物科技股份有限公司,0.6,2018年5月7日,2019年1月6日,2020年1月6日
蚌埠市本级,居住用地,龙子湖区珠城路东侧、治淮路南侧,4.034432,其他普通商品住房用地,拍卖出让,70,房地产业,42900,蚌埠市碧信房地产开发有限公司,1.002.40,2018年5月4日,2019年1月18日,2021年7月17日
蚌埠市本级,长征南路,长征南路（姜顾路-Q-35路）,7.2639,街巷用地,划拨,,工程准备,,蚌埠高新区建设发展有限公司,1,2018年5月4日,2018年6月30日,2019年7月31日
蚌埠市本级,淮光220千伏输变电工程,蚌埠市东海大道南侧老山村西侧,0.8822,公共设施用地,划拨,,电力、热力的生产和供应业,,国网安徽省电力公司蚌埠供电公司,1,2018年5月3日,2018年7月30日,2020年5月20日
蚌埠市本级,曹山东路,曹山东路,13.5858,街巷用地,划拨,,工程准备,,蚌埠市城镇发展投资有限公司,1,2018年5月3日,2018年7月30日,2020年5月30日
怀远县,蚌埠市白莲坡粮贸有限公司,白莲坡镇白莲坡村,0.83028,工业用地,挂牌出让,50,农副食品加工业,78,蚌埠市白莲坡粮贸有限公司,1,2018年5月2日,2018年9月1日,2019年8月31日
怀远县,安徽金帝豪粮油有限公司,白莲坡镇岗庙村,0.95946,仓储用地,挂牌出让,50,仓储业,188,安徽金帝豪粮油有限公司,0.6,2018年5月2日,2018年9月1日,2019年8月31日
蚌埠市本级,禹会区美丽乡镇（村）建设一期项目-文化站,北至南湖四路，南至新华路,1.0015,科教用地,划拨,,工程准备,,蚌埠禹会建设投资有限责任公司,1.2,2018年4月27日,2018年6月20日,2018年12月30日
蚌埠市本级,禹会区美丽乡镇（村）建设一期项目-消防站（一期）,东至老206国道绿线、北至新华路,0.2056,公共设施用地,划拨,,工程准备,,蚌埠禹会建设投资有限责任公司,0.8,2018年4月27日,2018年6月10日,2018年12月30日
蚌埠市本级,通邮路（龙湖路-善水路）道路工程,通邮路（龙湖路-善水路）,0.6143,街巷用地,划拨,,工程准备,0,蚌埠恒泰建设发展有限公司,0.001.00,2018年4月19日,2018年5月18日,2018年10月30日
蚌埠市本级,规划H-2路（兴华路—秦集路）,H-2路（兴华路—秦集路）,1.4772,街巷用地,划拨,,工程准备,0,禹会区工业园区（工业集中区）管理委员会,0.001.00,2018年4月19日,2018年5月30日,2018年12月30日
蚌埠市本级,规划H-1路（兴华路—秦集路）,H-1路（兴华路—秦集路）,1.2181,街巷用地,划拨,,工程准备,0,禹会区工业园区（工业集中区）管理委员会,0.001.00,2018年4月19日,2018年5月30日,2018年12月30日
蚌埠市本级,丽水街（南湖路-环湖西路）道路工程,丽水街（南湖路-环湖西路）,0.8216,街巷用地,划拨,,工程准备,,蚌埠恒泰建设发展有限公司,1,2018年4月19日,2018年6月30日,2018年11月20日
蚌埠市本级,雪华小学,雪华路以南、南湖路西侧,1.7096,科教用地,划拨,,教育业,,蚌埠市蚌山区教育和体育局,1,2018年4月18日,2018年6月20日,2020年6月10日
蚌埠市本级,吴郢新村二期,淝河路北侧、永秦路西侧,7.6788,公共租赁住房用地,划拨,,工程准备,,蚌埠河北新区发展有限责任公司,1.002.80,2018年4月18日,2018年7月30日,2020年7月30日
固镇县,房地产项目（华地49294.6）,南城区前台路西侧,4.92946,中低价位、中小套型普通商品住房用地,拍卖出让,中低价位、中小套型普通商品住房用地70年; 其他商服用地40年;,房地产业,8276.17,固镇华地融达房地产有限公司,1.002.00,2018年4月16日,2018年12月17日,2020年12月17日
固镇县,房地产项目（华地42429.8）,南城区前台路东侧,4.24298,中低价位、中小套型普通商品住房用地,拍卖出让,其他商服用地40年; 中低价位、中小套型普通商品住房用地70年;,房地产业,7123.83,固镇华地融达房地产有限公司,1.002.00,2018年4月16日,2018年12月17日,2020年12月17日
五河县,五河徽合农业发展有限公司,双忠庙镇104国道西侧,2.4926,工业用地,挂牌出让,50,农、林、牧、渔服务业,237,五河徽合农业发展有限公司,1.000.00,2018年4月13日,2018年11月10日,2019年11月10日
蚌埠市本级,G206南段（上洪三岔路口-淮南界）一级公路建设工程,G206南段（上洪三岔路口-淮南界）,150.8307,公路用地,划拨,,道路运输业,0,蚌埠市公路管理局,0.001.00,2018年4月13日,2018年5月18日,2019年5月17日
五河县,35千伏城东输变电工程项目,漴东规划一路南侧、规划三路西侧,0.3738,公共设施用地,划拨,,火力发电,32,安徽电力五河供电有限责任公司,1.000.00,2018年4月12日,2018年6月11日,2019年6月11日
蚌埠市本级,中科蚌埠皖北生态养老示范园,淝河路南侧、昌平街西侧,16.4734,医卫慈善用地,划拨,,社会保障业,,中科（蚌埠）健康城管理有限公司,1.001.80,2018年4月12日,2018年6月18日,2020年8月20日
固镇县,年产5000吨生物预混合饲料及生物饲料添加剂项目,固镇县铜陵产业园创业大道北侧,2.66667,工业用地,挂牌出让,50,农副食品加工业,225,安徽东方天合生物技术有限责任公司,1.2,2018年4月10日,2018年12月9日,2019年12月9日
固镇县,年产2.5万吨钢结构项目,固镇县铜陵产业园梨园大道北侧、磨王路南侧,2.9292,工业用地,挂牌出让,50,金属制品业,247,安徽永固钢结构有限公司,1.2,2018年4月10日,2018年12月9日,2019年12月9日
固镇县,关于年复配6000吨果葡萄糖浆项目,固镇县铜陵产业园梨园大道北侧、磨王路南侧,4.61893,工业用地,挂牌出让,50,食品制造业,388,安徽鸿昌糖业科技有限公司,1.2,2018年4月10日,2018年12月9日,2019年12月9日
蚌埠市本级,蚌埠市红塔小学项目,黄山大道南侧、G21路东侧,3.063,科教用地,划拨,,教育业,,蚌埠市龙子湖区教育和体育局,0.8,2018年4月9日,2018年7月20日,2020年4月10日
蚌埠市本级,龙子湖区二钢小学项目,凤阳路北侧、新城路东侧,1.856,科教用地,划拨,,教育业,,蚌埠市龙子湖区教育和体育局,0.8,2018年4月9日,2018年7月20日,2020年4月10日
固镇县,年产500台挤奶牛挤奶机、18000套饮水器、1000台自动喂养设备项目,铜陵产业园八号路西侧,0.15941,工业用地,挂牌出让,50,农副食品加工业,14,安徽永牧机械集团有限公司,1.2,2018年3月30日,2018年11月29日,2019年11月29日
固镇县,年产2.5万吨面粉项目,经济开发区创业园路南,1.01544,工业用地,挂牌出让,50,农副食品加工业,86,固镇县粮食局军粮供应站,1,2018年3月24日,2018年11月24日,2019年11月24日
固镇县,年产2000万只节能环保型电子变压器（唐南电子）,唐南创业园唐南加气站南侧,0.31213,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,27,蚌埠唐南电子有限公司,1.000.00,2018年3月21日,2018年11月21日,2019年11月21日
蚌埠市本级,加油加气站,蚌山区姜桥路南侧、Z-33路西侧,0.274987,批发零售用地,协议出让,40,零售业,1147,中国石化销售有限公司安徽蚌埠石油分公司,0.000.60,2018年3月20日,2018年12月20日,2019年12月19日
固镇县,旭日固镇县任桥镇华家沟一期20MW渔光互补光伏发电项目(旭日光伏),固镇县任桥镇五星村境内,0.2686,公共设施用地,挂牌出让,50,其它,35,固镇县旭日新能源科技有限公司,0.3,2018年3月16日,2018年11月16日,2019年11月16日
固镇县,维生素C及其衍生品项目,经济开发区经三路西、热电南路南,0.19814,工业用地,挂牌出让,50,化学原料及化学制品制造业,17,安徽泰格生物技术股份有限公司,0.6,2018年3月15日,2018年11月15日,2019年11月15日
固镇县,年产300吨环酸项目,经济开发区经二路西侧、杨庄路南侧,0.45085,工业用地,挂牌出让,50,化学原料及化学制品制造业,38,安徽泰格维生素实业有限公司,0.600.00,2018年3月15日,2018年11月15日,2019年11月15日
固镇县,5万吨年生物有机肥项目,经济开发区经三路西经二路东,3.79525,工业用地,挂牌出让,50,农副食品加工业,319,安徽丰原生物有机肥有限公司,0.6,2018年3月15日,2018年11月15日,2019年11月15日
固镇县,安徽泰格维生素实业有限公司研发中心项目,经济开发区经二路东侧,5.9963,工业用地,挂牌出让,50,农副食品加工业,504,安徽泰格维生素实业有限公司,0.600.00,2018年3月15日,2018年11月15日,2019年11月15日
固镇县,VC迁建项目（丰原泰格）,经济开发区经三路西、纬五路南,1.49343,工业用地,挂牌出让,50,农副食品加工业,126,安徽泰格生物技术股份有限公司,0.600.00,2018年3月15日,2018年11月15日,2019年11月15日
固镇县,年产三万吨L苹果酸项目（丰原发酵技术工程研究有限公司）,经济开发区经二路东侧、纬四路北侧,2.64538,工业用地,挂牌出让,50,化学原料及化学制品制造业,223,丰原发酵技术工程研究有限公司,0.600.00,2018年3月14日,2018年11月14日,2019年11月14日
固镇县,热电联产项目,经济开发区经三路东纬四路南,3.35318,工业用地,挂牌出让,50,农副食品加工业,282,安徽丰原集团有限公司,0.600.00,2018年3月14日,2018年11月14日,2019年11月14日
固镇县,年产30万吨年氨基酸系列产品项目,经济开发区经三路西侧、纬四路北侧,2.28371,工业用地,挂牌出让,50,化学原料及化学制品制造业,192,安徽丰原生物化学股份有限公司,0.600.00,2018年3月14日,2018年11月14日,2019年11月14日
固镇县,维生素C及其衍生品迁建项目,经济开发区经三路西侧、纬五路北侧,0.94806,工业用地,挂牌出让,50,化学原料及化学制品制造业,80,安徽泰格生物技术股份有限公司,0.600.00,2018年3月13日,2018年11月13日,2019年11月13日
固镇县,高盐废水综合利用项目,县经济开发区经三路西、纬五路北,2.51832,工业用地,挂牌出让,50,化学原料及化学制品制造业,212,安徽泰格生物技术股份有限公司,0.600.00,2018年3月13日,2018年11月13日,2019年11月13日
固镇县,安徽三星树脂科技有限公司年产5万吨树脂技改项目,县经济开发区经一路西侧、三星大道北侧,6.71308,工业用地,挂牌出让,50,化学原料及化学制品制造业,564,安徽三星树脂科技有限公司,1.000.00,2018年3月12日,2018年11月12日,2019年11月11日
蚌埠市本级,D-7路（汤河南路-学海路）,D-7路（汤河南路-学海路）,2.1764,街巷用地,划拨,,工程准备,0,蚌埠城建投资发展有限公司,0.001.00,2018年3月12日,2018年4月18日,2018年11月30日
固镇县,湖沟桂松食品项目,湖沟镇兰石居委会,0.43212,工业用地,挂牌出让,50,农、林、牧、渔服务业,37,安徽桂松农业科技有限公司,1,2018年3月8日,2018年11月8日,2019年11月7日
固镇县,肉鸭屠宰（3000万只年）及饲料生产（15万吨年）建设项目湖沟桂柳食品项目,湖沟镇兰石居委会,6.484,工业用地,挂牌出让,50,农、林、牧、渔服务业,545,蚌埠桂柳食品有限公司,1,2018年3月8日,2018年11月8日,2019年11月8日
固镇县,肉鸭屠宰（3000万只年）及饲料生产（15万吨年）建设项目湖沟桂柳食品项目(桂柳),湖沟镇兰石居委会,1.72468,工业用地,挂牌出让,50,农、林、牧、渔服务业,145,蚌埠桂柳食品有限公司,1,2018年3月8日,2018年11月8日,2019年11月7日
蚌埠市本级,中环线淮上区辅道,中环线西门渡段,1.0917,公路用地,划拨,,道路运输业,0,蚌埠市交通投资集团有限责任公司,0.001.00,2018年3月7日,2018年3月30日,2018年11月30日
蚌埠市本级,中环线龙子湖区辅道,中环线龙子湖区段,5.7322,公路用地,划拨,,道路运输业,0,蚌埠市交通投资集团有限责任公司,0.001.00,2018年3月7日,2018年3月30日,2018年11月30日
蚌埠市本级,居住用地,龙子湖区新淮路北侧、解放三路东侧。,1.349396,其他普通商品住房用地,拍卖出让,70,房地产业,12800,蚌埠汇金创融置地有限公司,1.002.10,2018年3月6日,2018年11月5日,2020年11月4日
蚌埠市本级,居住用地,蚌山区朝阳南路东侧、M—h—12路南侧。,6.346706,其他普通商品住房用地,拍卖出让,6.346706,房地产业,39000,蚌埠汇金创智置地有限公司,1.002.00,2018年3月6日,2018年11月5日,2021年5月4日
蚌埠市本级,1#、2#、3#住宅楼,华光大道525号,0.7018,公共租赁住房用地,划拨,,国家机构,0,安徽省煤田地质局,1.002.34,2018年3月6日,2018年3月30日,2018年12月30日
蚌埠市本级,居住用地,禹会区长寿路北侧、华光大道西侧,5.643916,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,7685,蚌埠禹会建设投资有限责任公司,1.002.63,2018年3月1日,2018年8月12日,2020年8月11日
怀远县,蚌埠华地融达房地产有限公司,荆山镇健康路南侧、毅德学校对面,6.685645,其他普通商品住房用地,挂牌出让,70,房地产业,24400,蚌埠华地融达房地产有限公司,1.601.80,2018年2月28日,2018年9月27日,2020年9月27日
怀远县,葛洲坝环嘉（大连）再生资源有限公司,怀远经济开发区世纪大道北侧,13.524327,工业用地,挂牌出让,50,废弃资源和废旧材料回收加工业,5510,葛洲坝环嘉（大连）再生资源有限公司,1,2018年2月27日,2018年7月26日,2020年7月26日
怀远县,怀远县海特燃气有限公司,龙亢农场S307省道南侧,1.0001,批发零售用地,挂牌出让,40,零售业,235,怀远县海特燃气有限公司,0.5,2018年2月27日,2018年6月28日,2019年6月28日
怀远县,安徽环通再生资源有限公司,怀远经济开发区凤翔路西侧,0.64608,工业用地,挂牌出让,50,废弃资源和废旧材料回收加工业,121,安徽环通再生资源有限公司,1,2018年2月27日,2018年6月28日,2019年6月28日
怀远县,安徽金德润滑科技有限公司,怀远经济开发区世纪大道南侧,1.04997,工业用地,挂牌出让,50,石油加工、炼焦及核燃料加工业,197,安徽金德润滑科技有限公司,1,2018年2月27日,2018年6月28日,2019年6月28日
蚌埠市本级,工业用地,龙子湖区胜利东路北侧、高汪路西侧,6.304578,工业用地,挂牌出让,50,造纸及纸质品业,1719,蚌埠宏峰包装材料有限公司,1.000.00,2018年2月24日,2018年8月7日,2020年2月6日
蚌埠市本级,中医医院新院区,永康街西侧、淮上大道北侧,2.2508,医卫慈善用地,划拨,,卫生,0,蚌埠市中医医院,0.701.50,2018年2月23日,2018年3月10日,2018年6月30日
五河县,房地产项目,城南新区兴县路南侧，女山路西侧,5.7313,其他普通商品住房用地,拍卖出让,商业40年 住宅70年,房地产业,19767,南京金浦东部房地产开发有限公司,1.002.20,2018年2月23日,2018年11月7日,2020年11月7日
五河县,房地产开发项目,城南新区兴县路南侧、女山路西侧,6.4092,其他普通商品住房用地,拍卖出让,住宅70  商业40,房地产业,20886,南京金浦东部房地产开发有限公司,1.002.20,2018年2月23日,2018年11月7日,2020年11月7日
五河县,房地产项目,城南新区兴县路南侧，女山路西侧,6.9104,其他普通商品住房用地,拍卖出让,商业40年 住宅70年,房地产业,21717,南京金浦东部房地产开发有限公司,1.002.20,2018年2月23日,2018年11月7日,2020年11月7日
蚌埠市本级,蚌埠综合客运站二期项目,学翰路东侧地块,3.4931,街巷用地,划拨,,城市公共交通业,,安徽省蚌埠市汽车运输集团有限公司,0.3,2018年2月22日,2018年4月25日,2019年4月30日
固镇县,关于固镇县濠城中学连城中学顾庄小学教学楼工程项目建议书的批复,固镇县连城镇连站中学东侧,0.6293,科教用地,划拨,,教育业,,固镇县连站中学,0.480.48,2018年2月7日,2018年9月7日,2019年9月7日
固镇县,固镇县城关镇第三小学,固镇县城关镇胜利路东侧、学府文苑北侧,2.67133,科教用地,划拨,,教育业,0,固镇县重点工程建设管理局,0.480.48,2018年1月28日,2018年8月26日,2019年8月26日
固镇县,固镇县公安局经济开发区派出所业务用房,固镇县经济开发区经一路东侧,0.6,公共设施用地,划拨,,国家机构,0,固镇县公安局,0.25,2018年1月28日,2018年8月26日,2019年8月26日
固镇县,固镇县公安局南城区派出所业务用房,固镇县南城区何集路南侧、谷城路东侧,0.63395,公共设施用地,划拨,,国家机构,0,固镇县公安局,0.250.25,2018年1月28日,2018年8月26日,2019年8月26日
固镇县,南城区森林派出所业务用房,南城区何集路南侧、谷城路东侧,0.10195,公共设施用地,划拨,,国家机构,0,固镇县林业局,0.680.68,2018年1月28日,2018年8月26日,2019年8月26日
蚌埠市本级,滨湖新区菜市场,铁东路西侧、公路南路南侧,0.5171,公共设施用地,划拨,,工程准备,,蚌埠经济开发区投资集团有限公司,0.35,2018年1月26日,2018年3月20日,2019年9月10日
蚌埠市本级,居住用地,蚌山区延安路东侧Z-25路南侧,5.600588,其他普通商品住房用地,挂牌出让,70,房地产业,16940,蚌埠申铁房地产开发有限公司,1.002.00,2018年1月26日,2018年9月27日,2020年9月26日
怀远县,怀远县禹泽园置业有限公司,荆山镇禹王路北侧,3.3989,其他普通商品住房用地,挂牌出让,70,房地产业,11450,怀远县禹泽园置业有限公司,1.603.39,2018年1月26日,2018年6月25日,2020年6月25日
蚌埠市本级,滨湖新区垃圾中转站（暂定名）,铁东路西侧、丽水街北侧,0.2998,公共设施用地,划拨,,工程准备,,蚌埠经济开发区投资集团有限公司,0.19,2018年1月26日,2018年3月20日,2019年9月10日
固镇县,安徽丰原农业发展有限公司标准化粮库项目,仲兴乡孟庙村碎石路北侧,2.9589,仓储用地,挂牌出让,50,仓储业,491,安徽丰原农业发展有限公司,1,2018年1月26日,2018年9月26日,2019年9月26日
蚌埠市本级,陈郢11KV输变电工程,禹会区高新路西侧、Q-6路北侧,0.5511,公共设施用地,划拨,,电力、热力的生产和供应业,0,国网安徽省电力公司蚌埠供电公司,0.000.50,2018年1月26日,2018年3月20日,2019年3月20日
固镇县,房地产项目（水安二）,南城区硫酸厂西侧,3.26796,中低价位、中小套型普通商品住房用地,挂牌出让,中低价位、中小套型普通商品住房用地70年; 其他商服用地40年;,房地产业,4906,安徽水安龙浍置业有限公司,1.002.50,2018年1月26日,2018年9月26日,2020年9月26日
固镇县,房地产项目（水安一）,南城区硫酸厂西侧,6.85262,中低价位、中小套型普通商品住房用地,挂牌出让,中低价位、中小套型普通商品住房用地70年; 其他商服用地40年;,房地产业,10280,安徽水安龙浍置业有限公司,1.001.50,2018年1月26日,2018年9月26日,2020年11月26日
固镇县,房地产项目（中旭体育馆北）,南城区体育馆北侧,2.85704,中低价位、中小套型普通商品住房用地,挂牌出让,其他商服用地40年; 中低价位、中小套型普通商品住房用地70年;,房地产业,4076,固镇碧盈房地产开发有限公司,1.002.00,2018年1月26日,2018年9月26日,2020年9月26日
固镇县,房地产项目,仲兴南北街东侧,0.50587,其他商服用地,挂牌出让,中低价位、中小套型普通商品住房用地70年; 其他商服用地40年;,房地产业,458,固镇县众顺房地产开发有限公司,1.001.50,2018年1月26日,2018年9月26日,2019年9月26日
蚌埠市本级,规划道路（长征南路-迎宾大道）道路工程,规划道路（长征南路-迎宾大道）段,3.537,街巷用地,划拨,,工程准备,,蚌埠高新区建设发展有限公司,1,2018年1月22日,2018年1月31日,2019年1月10日
蚌埠市本级,燕南路（天河路-秦集路）道路工程,燕南路（天河路-秦集路）段,6.0768,街巷用地,划拨,,工程准备,,蚌埠高新区建设发展有限公司,1,2018年1月22日,2018年3月10日,2019年8月30日
蚌埠市本级,D-3路（胜利东路-东海大道）,胜利东路-东海大道段,3.9374,街巷用地,划拨,,工程准备,,蚌埠城建投资发展有限公司,1,2018年1月18日,2018年3月20日,2018年12月28日
固镇县,正艺装饰项目,铜陵产业园规划12号路东侧,1.7238,工业用地,挂牌出让,50,木材加工及木、竹、藤、棕、草制品业,145,固镇正艺装饰材料有限公司,1,2018年1月17日,2018年9月17日,2019年9月17日
固镇县,房地产项目（3#6#地块）,东风南路东侧、大营路南侧,2.508,中低价位、中小套型普通商品住房用地,挂牌出让,中低价位、中小套型普通商品住房用地70年; 其他商服用地40年;,房地产业,5681,安徽省固镇佳联房地产开发有限公司,1.003.50,2018年1月16日,2018年9月16日,2020年9月16日
蚌埠市本级,工业用地,高新区天河路西侧、黄山大道南侧,9.863961,工业用地,挂牌出让,50,其它,2529,凯盛科技股份有限公司,1.200.00,2018年1月16日,2018年6月29日,2019年12月28日
固镇县,房地产项目,牛市巷南侧、汇金路西侧,0.26684,其他商服用地,挂牌出让,40,房地产业,605,安徽省固镇佳联房地产开发有限公司,1.001.10,2018年1月16日,2018年9月16日,2019年9月15日
