行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,,
磐安县,新城区大麦坞工业区38号（一期）,新城区大麦坞工业区38号（一期）,6.464605,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,1389.8901,浙江罗奇泰克电子有限公司/?,1.10/1.60,2017年8月29日,2017年11月29日,2019年8月29日,,
义乌市,义乌经济技术开发区后申塘地块市政配套道路工程,经济技术开发区,0.6823,公路用地,划拨,,道路运输业,0,/义乌经济技术开发区管理委员会,0.00/0.00,2017年8月29日,2018年8月29日,2020年8月29日,,
义乌市,廿三里三小新建工程,廿三里街道,3.781921,科教用地,划拨,,教育业,0,/义乌市廿三里第三小学筹建办公室,0.87/0.87,2017年8月29日,2018年8月29日,2020年8月29日,,
浦江县,浦江县南苑小学新建工程,和平路以西、文二路以北,5.2148,科教用地,划拨,,教育业,439.0825,/浦江县浦阳第四小学,0.50/1.00,2017年8月25日,2018年3月10日,2020年9月10日,,
磐安县,磐安县群团活动中心工程,磐安县安文镇岭外村（水推磨）,1.4673,文体娱乐用地,划拨,,娱乐业,,/磐安县城市建设发展有限责任公司,1.15/1.15,2017年8月24日,2017年10月24日,2019年4月24日,,
兰溪市,红星村拆迁安置5#地块,渔洲路西侧、白云路北侧,0.4822,经济适用住房用地,划拨,,房屋和土木工程业,0,/兰溪市兰江街道新农村建设发展有限公司,1.80/2.30,2017年8月23日,2017年12月23日,2018年12月23日,,
兰溪市,红星村拆迁安置4#地块,兰溪经济开发区渔洲路西侧、振兴路北侧,0.4281,经济适用住房用地,划拨,,房屋和土木工程业,,/兰溪市兰江街道新农村建设发展有限公司,1.80/2.30,2017年8月23日,2017年12月23日,2018年12月23日,,
兰溪市,红星村拆迁安置2#-2地块,兰溪经济开发区柳湾路东侧、丹溪大道北侧,0.1038,经济适用住房用地,划拨,,房屋和土木工程业,0,/兰溪市兰江街道新农村建设发展有限公司,1.80/2.50,2017年8月23日,2017年12月23日,2018年12月23日,,
兰溪市,红星村拆迁安置1#地块,兰溪经济开发区柳湾路东侧、创业大道南侧,0.2566,经济适用住房用地,划拨,,房屋和土木工程业,,/兰溪市兰江街道新农村建设发展有限公司,1.20/1.80,2017年8月23日,2017年12月23日,2018年12月23日,,
东阳市,葛玮丽,三单乡山背村,0.005,其他商服用地,拍卖出让,40,零售业,2.7,葛玮丽/?,1.50/1.80,2017年8月23日,2018年3月1日,2019年9月1日,,
东阳市,葛玮丽,三单乡山背村,0.0625,其他商服用地,拍卖出让,40,零售业,33.75,葛玮丽/?,1.50/1.80,2017年8月23日,2018年3月1日,2019年9月1日,,
东阳市,东阳市南市晗辉建材经营部,南市街道大清翰林以南,0.2634,工业用地,挂牌出让,50,水泥及石膏制品制造,160.1472,东阳市南市晗辉建材经营部/?,0.70/4.00,2017年8月23日,2018年3月1日,2019年9月1日,,
东阳市,东阳市花园华泰建材有限公司,南市街道大清翰林以西,0.3704,工业用地,挂牌出让,50,水泥及石膏制品制造,225.2032,东阳市花园华泰建材有限公司/?,0.70/4.00,2017年8月23日,2018年3月1日,2019年9月1日,,
东阳市,葛玮丽,三单乡山背村,0.12,其他商服用地,拍卖出让,40,零售业,64.8,葛玮丽/?,1.50/1.80,2017年8月23日,2018年3月1日,2019年9月1日,,
东阳市,葛玮丽,三单乡山背村,0.0113,其他商服用地,拍卖出让,40,零售业,6.102,葛玮丽/?,1.50/1.80,2017年8月23日,2018年3月1日,2019年9月1日,,
金华市本级,金华市殡仪馆进馆道路拓宽改造工程,二环北路与03省道交叉口西北角,0.1418,街巷用地,划拨,,公共设施管理业,,/金华市殡仪馆,/,2017年8月23日,2018年2月23日,2019年2月23日,,
东阳市,东阳市花园华泰建材有限公司1,南市街道官清村坑口水库以东,0.3662,工业用地,挂牌出让,50,水泥及石膏制品制造,222.6496,东阳市花园华泰建材有限公司/?,0.70/4.00,2017年8月23日,2018年3月1日,2019年9月1日,,
东阳市,东阳市燃气有限公司,孙村西边环城南路南侧,1.6865,公共设施用地,挂牌出让,50,燃气生产和供应业,1200,东阳市燃气有限公司/?,0.80/,2017年8月22日,2018年2月28日,2019年8月31日,,
金华市本级,金磐开发区新区花台路新建工程,金磐开发区新区花台路,5.9819,街巷用地,划拨,,公共设施管理业,,/金华市金磐开发区新区建设开发有限公司,/,2017年8月22日,2018年2月23日,2019年2月23日,,
东阳市,白云街道焕山经济合作社旧区改造,白云街道望江社区神山小区（焕山）,0.0812,经济适用住房用地,划拨,,基层群众自治组织,,/白云街道焕山经济合作社,1.00/2.75,2017年8月21日,2018年2月21日,2020年2月21日,,
东阳市,东阳市城市建设投资有限公司第二污水处理厂,城东街道东光行政村船头村,1.3676,公共设施用地,协议出让,50,环境管理业,721.8068,东阳市城市建设投资有限公司/?,0.07/0.07,2017年8月21日,2017年10月21日,2019年10月21日,,
东阳市,吴宁街道兴平社区井头后小区旧区改造2016A22,吴宁街道兴平社区井头后小区,0.0334,经济适用住房用地,划拨,,基层群众自治组织,0,/吴宁街道兴平社区井头后小区,1.00/1.52,2017年8月21日,2018年2月21日,2020年2月21日,,
东阳市,白云街道蓝田社区新庄小区旧区改造,白云街道珊瑚路以北、新庄小区内,0.1791,经济适用住房用地,划拨,,基层群众自治组织,,/白云街道蓝田社区新庄小区,1.00/1.56,2017年8月21日,2018年2月21日,2020年2月21日,,
东阳市,横店集团得邦照明股份有限公司,横店镇塘雅小区以南,9.6562,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,3438.1866,横店集团得邦照明股份有限公司/?,1.20/1.50,2017年8月18日,2018年2月27日,2019年8月27日,,
东阳市,横店集团家园化工有限公司,横店镇塘雅小区以南、南江名郡以西地块二,1.4149,工业用地,挂牌出让,50,化学原料及化学制品制造业,503.7893,横店集团家园化工有限公司/?,1.20/1.50,2017年8月18日,2018年2月27日,2019年8月27日,,
兰溪市,永昌街道百步街村2015-13工业用地,永昌街道百步街村,0.1218,工业用地,招标出让,50,棉、化纤纺织及印染精加工,42.021,浙江赐源纺织有限公司/?,1.20/0.00,2017年8月16日,2018年2月16日,2019年2月16日,,
浦江县,浦江县城中村（棚户区）改造一期工程仙华集聚区,仙华街道六合小区以北、351国道线以南,2.7249,经济适用住房用地,划拨,,房地产业,254.7782,/浦江县城市建设有限公司,1.82/1.82,2017年8月16日,2018年8月16日,2020年8月16日,,
浦江县,浦江县城中村（棚户区）改造一期工程文溪集聚区（B区块）,浦南街道文溪东路南侧、蒋塘村以北,6.0412,经济适用住房用地,划拨,,房地产业,554.2593,/浦江县城市建设有限公司,2.11/2.11,2017年8月16日,2018年8月16日,2020年8月16日,,
永康市,永康市古山镇隔溪畈地块,永康市古山镇隔溪畈地块,3.3193,其他商服用地,挂牌出让,40,商务服务业,6920,永康市古山农贸市场建设有限公司/?,1.00/1.90,2017年8月16日,2019年3月15日,2021年3月15日,,
浦江县,浦江上山遗址保护展示棚工程,黄宅镇渠南村、渠北村和三友村之间,0.3078,文体娱乐用地,划拨,,国家机构,39.7062,/浦江县文化广电新闻出版局,0.01/1.00,2017年8月16日,2018年2月16日,2020年8月16日,,
兰溪市,兰江街道厚仁村2016-3工业用地,兰江街道厚仁村,0.1333,工业用地,挂牌出让,50,棉、化纤纺织及印染精加工,45.9885,兰溪市一鸣织造有限公司/?,1.20/0.00,2017年8月16日,2018年2月16日,2019年2月16日,,
永康市,古山镇古山大道与环镇东路交叉口地块,古山镇古山大道与环镇东路交叉口地块,1.6692,工业用地,挂牌出让,50,金属制品业,1700,朱伟宁/?,1.30/,2017年8月16日,2019年3月15日,2021年3月15日,,
兰溪市,兰江街道厚仁村2015-2工业用地,兰江街道厚仁村,0.6667,工业用地,挂牌出让,50,棉、化纤纺织及印染精加工,230.0115,兰溪市兰鑫源纺织有限公司/?,1.20/0.00,2017年8月16日,2018年2月16日,2019年2月16日,,
义乌市,义乌经济技术开发区铜山路道路工程地块,义亭镇,16.9646,公路用地,划拨,,道路运输业,0,/义乌经济技术开发区管理委员会,0.00/0.00,2017年8月16日,2018年8月16日,2020年8月16日,,
义乌市,浙江万固房地产开发有限公司,佛堂镇佛堂大道南侧B地块,1.136141,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,21510,浙江万固房地产开发有限公司/?,2.50/2.90,2017年8月15日,2018年9月23日,2020年9月22日,,
义乌市,浙江万固房地产开发有限公司（佛堂镇佛堂大道南侧A地块）,佛堂镇佛堂大道南侧A地块,1.514243,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,20710,浙江万固房地产开发有限公司/?,1.50/1.80,2017年8月15日,2018年9月23日,2020年9月22日,,
义乌市,义乌市水处理有限责任公司,义乌市义亭污水处理厂扩建工程地块,1.64005,公共设施用地,挂牌出让,50,水的生产和供应业,795,义乌市水处理有限责任公司/?,0.00/1.00,2017年8月14日,2018年9月16日,2020年9月15日,,
义乌市,义乌市锦都房地产开发有限公司,义乌经济技术开发区文政中路2号地块,0.503804,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,8640,义乌市锦都房地产开发有限公司/?,1.50/1.75,2017年8月14日,2018年9月16日,2020年9月15日,,
义乌市,义乌市锦都房地产开发有限公司,义乌经济技术开发区文政中路1号地块,0.586955,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,11387,义乌市锦都房地产开发有限公司/?,1.50/2.00,2017年8月14日,2018年9月16日,2020年9月15日,,
磐安县,磐安县城上区块城中村改造项目（A地块）,磐安县安文镇城上村,1.5066,经济适用住房用地,划拨,,房地产业,0,/磐安县城市建设发展有限责任公司,3.15/3.15,2017年8月11日,2017年10月11日,2019年10月11日,,
东阳市,东阳市长征投资开发有限公司,绕城东路以西、纬六路以南地块一,0.828,工业用地,挂牌出让,50,木材加工及木、竹、藤、棕、草制品业,397.44,东阳市长征投资开发有限公司/?,1.00/1.50,2017年8月11日,2018年2月20日,2019年8月20日,,
磐安县,磐安县城上区块城中村改造项目（B地块）,磐安县安文镇城上村,2.4044,经济适用住房用地,划拨,,房地产业,0,/磐安县城市建设发展有限责任公司,2.45/2.45,2017年8月11日,2017年10月11日,2019年10月11日,,
永康市,象珠镇象珠一村大常山地块八,象珠镇象珠一村大常山地块八,0.3173,工业用地,挂牌出让,50,金属制品业,213,浙江和盛林业开发有限公司/?,1.30/0.00,2017年8月11日,2019年3月11日,2021年3月11日,,
浦江县,浦江县白马兰塘木制品厂以北工业地块B地块,浦江县白马兰塘木制品厂以北,0.4954,工业用地,挂牌出让,50,金属制品业,242.746,浙江玖昱科技有限公司/?,2.00/3.50,2017年8月11日,2018年3月11日,2020年9月11日,,
东阳市,东阳市海森保健品有限公司,六石街道严甽村以北B,0.2449,工业用地,挂牌出让,50,医药制造业,117.7969,东阳市海森保健品有限公司/?,1.00/1.50,2017年8月11日,2018年2月20日,2018年8月20日,,
东阳市,东阳市长征投资开发有限公司,绕城东路以西、纬六路以南地块二,0.2,工业用地,挂牌出让,50,木材加工及木、竹、藤、棕、草制品业,96,东阳市长征投资开发有限公司/?,1.00/1.50,2017年8月11日,2018年2月20日,2019年8月20日,,
义乌市,黄昌林,佛堂镇培德路双峰路商住楼4#-15地块,0.004464,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,156.24,黄昌林/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,黄昌林,佛堂镇培德路双峰路商住楼4#-14地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,151.2,黄昌林/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,王香芳,佛堂镇培德路双峰路商住楼4#-13地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,120.96,王香芳/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,王香芳,佛堂镇培德路双峰路商住楼4#-12地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,120.96,王香芳/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,王香芳,佛堂镇培德路双峰路商住楼4#-11地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,120.96,王香芳/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,叶景芳,佛堂镇培德路双峰路商住楼4#-10地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,129.6,叶景芳/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,叶景芳,佛堂镇培德路双峰路商住楼4#-9地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,129.6,叶景芳/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,毛光明,佛堂镇培德路双峰路商住楼4#-8地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,133.92,毛光明/?,1.60/6.00,2017年8月9日,2019年3月9日,2022年3月8日,,
义乌市,毛光明,佛堂镇培德路双峰路商住楼4#-7地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,133.92,毛光明/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,丁怀忠,佛堂镇培德路双峰路商住楼4#-6地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,131.76,丁怀忠/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,金贤忠,佛堂镇培德路双峰路商住楼4#-5地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,127.44,金贤忠/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,金贤忠,佛堂镇培德路双峰路商住楼4#-4地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,127.44,金贤忠/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,叶成英,佛堂镇培德路双峰路商住楼4#-3地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,136.08,叶成英/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,叶成英,佛堂镇培德路双峰路商住楼4#-2地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,136.08,叶成英/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,叶成英,佛堂镇培德路双峰路商住楼4#-1地块,0.004464,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,140.616,叶成英/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,丁怀义,佛堂镇培德路双峰路商住楼3#-15地块,0.004464,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,142.848,丁怀义/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,叶印花,佛堂镇培德路双峰路商住楼3#-14地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,123.12,叶印花/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,王巧仙,佛堂镇培德路双峰路商住楼3#-13地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,125.28,王巧仙/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,王巧仙,佛堂镇培德路双峰路商住楼3#-12地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,125.28,王巧仙/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,王江成,佛堂镇培德路双峰路商住楼3#-11地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,120.96,王江成/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,王江成,佛堂镇培德路双峰路商住楼3#-10地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,120.96,王江成/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,冯树财,佛堂镇培德路双峰路商住楼3#-9地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,118.8,冯树财/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
永康市,永康市城塘、黄棠区块D-01（A）地块一,永康市城塘、黄棠区块D-01（A）地块一,6.666645,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,45100,浙江星皓投资有限公司/?,1.00/2.75,2017年8月9日,2019年8月9日,2021年8月9日,,
义乌市,冯树财,佛堂镇培德路双峰路商住楼3#-8地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,118.8,冯树财/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
永康市,永康市城塘、黄棠区块D-01（A）地块二,永康市城塘、黄棠区块D-01（A）地块二,2.65783,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,18150,浙江星皓投资有限公司/?,1.00/2.75,2017年8月9日,2019年8月9日,2021年8月9日,,
义乌市,盛杏香,佛堂镇培德路双峰路商住楼3#-7地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,123.12,盛杏香/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,盛杏香,佛堂镇培德路双峰路商住楼3#-6地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,123.12,盛杏香/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,丁鼎高,佛堂镇培德路双峰路商住楼3#-5地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,120.96,丁鼎高/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,王林进,佛堂镇培德路双峰路商住楼3#-4地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,120.96,王林进/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,胡益明,佛堂镇培德路双峰路商住楼3#-1地块,0.004464,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,147.312,胡益明/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
永康市,永康经济开发区S17-01地块,永康经济开发区S17-01地块,0.949239,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,725,浙江鉴丰电子科技有限公司/?,1.30/0.00,2017年8月9日,2019年3月11日,2021年3月11日,,
永康市,永康经济开发区方岩拆迁安置地块14-13地块,永康经济开发区方岩拆迁安置地块14-13地块,0.233957,工业用地,挂牌出让,50,塑料制品业,183,永康市安代塑料制品厂/?,1.30/0.00,2017年8月9日,2019年3月11日,2021年3月11日,,
永康市,永康经济开发区方岩拆迁安置地块14-17地块,永康经济开发区方岩拆迁安置地块14-17地块,0.198644,工业用地,挂牌出让,50,其它,153,永康市中祥电子配件厂/?,1.30/0.00,2017年8月9日,2021年3月11日,2023年3月11日,,
永康市,永康经济开发区方岩拆迁安置地块14-14地块,永康经济开发区方岩拆迁安置地块14-14地块,0.250306,工业用地,挂牌出让,50,金属制品业,193,永康市真慕五金配件加工厂/?,1.30/0.00,2017年8月9日,2019年3月11日,2021年3月11日,,
永康市,永康经济开发区方岩拆迁安置地块14-02-01地块,永康经济开发区方拆迁安置地块14-02-01地块,0.227,工业用地,挂牌出让,50,专用设备制造业,178,永康市古山金满门机床修造厂/?,1.30/0.00,2017年8月9日,2019年3月11日,2021年3月11日,,
永康市,永康经济开发区方岩拆迁安置地块14-16地块,永康经济开发区方岩拆迁安置地块14-16地块,0.181975,工业用地,挂牌出让,50,其它,143,永康市文润模具厂/?,1.30/0.00,2017年8月9日,2019年3月11日,2021年3月11日,,
永康市,永康经济开发区方岩拆迁安置地块14-02-02地块,永康经济开发区方岩拆迁安置地块14-02-02地块,0.22,工业用地,挂牌出让,50,其它,173,永康市古山金满门机床修造厂/?,1.30/0.00,2017年8月9日,2019年3月11日,2021年3月11日,,
永康市,永康经济开发区方岩拆迁安置地块14-03-01地块,永康经济开发区方岩拆迁安置地块14-03-01地块,0.2807,工业用地,挂牌出让,50,其它,218,永康市古山金满门五金厂/?,1.30/0.00,2017年8月9日,2019年3月11日,2021年3月11日,,
永康市,永康经济开发区方岩拆迁安置地块14-03-02地块,永康经济开发区方岩拆迁安置地块14-03-02地块,0.2093,工业用地,挂牌出让,50,其它,163,永康市古山金满门五金厂/?,1.30/0.00,2017年8月9日,2019年3月11日,2021年3月11日,,
永康市,永康经济开发区方岩拆迁安置地块14-15地块,永康经济开发区方岩拆迁安置地块14-15地块,0.168593,工业用地,挂牌出让,50,金属制品业,133,永康市数顺五金配件加工厂/?,1.30/0.00,2017年8月9日,2019年3月11日,2021年3月11日,,
永康市,永康市烈桥小学迁建工程二期用地,西城街道横桥村,0.56555,科教用地,划拨,,教育业,289.8444,/永康市教育发展有限责任公司,0.60/0.60,2017年8月9日,2018年8月9日,2019年8月9日,,
义乌市,王林进（佛堂镇培德路双峰路商住楼3#-3地块）,佛堂镇培德路双峰路商住楼3#-3地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,120.96,王林进/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
义乌市,胡益明（佛堂镇培德路双峰路商住楼3#-2地块）,佛堂镇培德路双峰路商住楼3#-2地块,0.00432,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,142.56,胡益明/?,1.60/6.00,2017年8月9日,2019年3月9日,2021年3月8日,,
磐安县,磐安县原轻工机械厂地块,磐安县原轻工机械厂地块,0.8063,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,850.6465,磐安县栎程房地产开发有限公司/?,2.00/2.10,2017年8月9日,2017年11月8日,2019年11月8日,,
金华市本级,经三街（纬一路-纬三路）道路用地,新能源汽车小镇,1.4463,街巷用地,划拨,,房地产业,0,/金华融盛投资发展集团有限公司,0.00/0.00,2017年8月8日,2017年12月7日,2018年12月7日,,
金华市本级,现代大道西延道路用地,新能源汽车小镇,1.4458,街巷用地,划拨,,房地产业,0,/金华融盛投资发展集团有限公司,0.00/0.00,2017年8月8日,2017年12月7日,2018年12月7日,,
永康市,永康市人力资源市场一期用地,经济开发区,1.33,机关团体用地,划拨,,国家机构,670.9105,/永康市人力资源和社会保障局,1.34/1.34,2017年8月8日,2018年8月8日,2019年8月8日,,
武义县,白洋街道茭塘地块D,芙蓉路以北、规划二十四米路以东,3.036,工业用地,挂牌出让,50,钢压延加工,1890,浙江爱博复合材料有限公司/?,1.60/2.50,2017年8月7日,2018年11月2日,2020年11月2日,,
义乌市,义乌宏基投资有限公司,国际商贸城金融商务区一期01-20地块,0.6048,商务金融用地,挂牌出让,40,其他金融服务,1917,义乌宏基投资有限公司/?,8.00/9.00,2017年8月7日,2018年11月4日,2020年1月3日,,
义乌市,义乌经济技术开发区开发有限公司(义乌经济技术开发区绿色动力小镇社区服务中心一期),义乌经济技术开发区绿色动力小镇社区服务中心一期,0.842337,文体娱乐用地,挂牌出让,50,文化艺术业,636,义乌经济技术开发区开发有限公司/?,1.00/1.50,2017年8月7日,2018年9月5日,2020年9月4日,,
金华市本级,绍兴宾虹企业管理咨询有限公司、绍兴安地企业管理咨询有限公司位于东兴路南侧、清照路北侧住宅用地,东兴路南侧、清照路北侧,4.359751,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,55368.8377,绍兴宾虹企业管理咨询有限公司、绍兴安地企业管理咨询有限公司/?,1.40/1.50,2017年8月4日,2018年12月1日,2020年12月1日,,
义乌市,宗远明,诚信三区北侧40#-9地块,0.0036,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,162,宗远明/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
义乌市,宗远明,诚信三区北侧40#-8地块,0.0036,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,223.2,宗远明/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
义乌市,宗远明,诚信三区北侧40#-7地块,0.0036,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,223.2,宗远明/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月3日,,
义乌市,陈呈平,诚信三区北侧40#-6地块,0.0036,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,217.8,陈呈平/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
义乌市,陈呈平,诚信三区北侧40#-5地块,0.0036,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,217.8,陈呈平/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
义乌市,宗有森,诚信三区北侧40#-4地块,0.0036,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,208.8,宗有森/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
义乌市,宗有森,诚信三区北侧40#-3地块,0.0036,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,212.4,宗有森/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月3日,,
义乌市,宗有森,诚信三区北侧40#-2地块,0.0036,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,212.4,宗有森/?,1.60/6.00,2017年8月4日,2019年3月4日,2021年3月2日,,
义乌市,宗东英,诚信三区北侧40#-1地块,0.0036,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,223.2,宗东英/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
东阳市,浙江思科制冷股份有限公司,长松岗工业功能区C10-2-3,1.5535,工业用地,挂牌出让,50,家用制冷电器具制造,806.1733,浙江思科制冷股份有限公司/?,1.20/1.50,2017年8月4日,2018年2月13日,2019年8月13日,,
东阳市,东阳市佳先机械制造有限公司,歌山大里村,0.72,工业用地,挂牌出让,50,专用设备制造业,337.68,东阳市佳先机械制造有限公司/?,0.80/3.00,2017年8月4日,2018年2月13日,2019年8月13日,,
义乌市,胡永涛,诚信三区北侧39#-10地块,0.00388,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,174.6,胡永涛/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
义乌市,胡永涛,诚信三区北侧39#-9地块,0.00388,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,236.68,胡永涛/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
义乌市,胡永涛,诚信三区北侧39#-8地块,0.00388,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,236.68,胡永涛/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
义乌市,骆有阳,诚信三区北侧39#-7地块,0.00388,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,228.92,骆有阳/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
武义县,科技城同方路一期工程,武义三江口,1.0002,公路用地,划拨,,中国共产党机关,52.887,/武义科技城发展有限公司,0.00/0.00,2017年8月4日,2018年10月20日,2020年10月20日,,
义乌市,骆有阳,骆有阳,0.00388,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,228.92,骆有阳/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
义乌市,骆有阳,诚信三区北侧39#-5地块,0.00388,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,228.92,骆有阳/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
义乌市,黄荣兵,诚信三区北侧39#-4地块,0.00388,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,256.08,黄荣兵/?,1.60/6.00,2017年8月4日,2019年3月3日,2021年3月2日,,
