编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
4698,其他普通商品住房用地,盐城市,响水县,江苏中奥置业有限公司,县城淮河路南侧、东园街东侧,70,挂牌,12154,,2016,2016年4月,2016/4/19,41143,2,82286,江苏中奥置业有限公司,,,,,,,,,,,,,,2016/10/1,2019/10/1
4699,其他普通商品住房用地,盐城市,滨海县,滨海县滨海港投资开发公司,滨海港区北疏港公路北侧,70,挂牌,7776.7186,,2016,2016年4月,2016/4/19,69559.2,3,208677.6,滨海县滨海港投资开发公司,,,,,,,,,,,,,,2016/6/19,2018/6/19
4708,中低价位、中小套型普通商品住房用地,盐城市,射阳县,射阳县城建置业有限公司,建设大道北侧1号地块,70,挂牌,6545,,2016,2016年4月,2016/4/14,45225,2.2,99495,射阳县城建置业有限公司,,,,,,,,,,,,,,2017/6/14,2020/6/13
4709,中低价位、中小套型普通商品住房用地,盐城市,射阳县,射阳县城建置业有限公司,建设大道北侧2号地块,70,挂牌,6584,,2016,2016年4月,2016/4/14,45495,2.2,100089,射阳县城建置业有限公司,,,,,,,,,,,,,,2017/6/14,2020/6/13
4711,其他普通商品住房用地,盐城市,滨海县,滨海县滨海港投资开发公司,滨海港区海堤公路东侧,70,挂牌,7716.4399,,2016,2016年4月,2016/4/13,68651.6,3,205954.8,滨海县滨海港投资开发公司,,,,,,,,,,,,,,2016/6/13,2018/6/13
4721,其他普通商品住房用地,盐城市,滨海县,滨海县水务发展有限公司,滨海港区海堤公路东侧,70,挂牌,7442.4112,,2016,2016年4月,2016/4/8,66450.1,3,199350.3,滨海县水务发展有限公司,,,,,,,,,,,,,,2016/6/8,2018/6/8
4722,其他普通商品住房用地,盐城市,滨海县,滨海县水务发展有限公司,滨海港区海堤公路东侧,70,挂牌,7238.4987,,2016,2016年4月,2016/4/8,64456.8,3,193370.4,滨海县水务发展有限公司,,,,,,,,,,,,,,2016/6/8,2018/6/8
4730,其他普通商品住房用地,盐城市,滨海县,滨海县水务发展有限公司,滨海港区北疏港公路北侧,70,挂牌,4997.5414,,2016,2016年4月,2016/4/8,44581.1,3,133743.3,滨海县水务发展有限公司,,,,,,,,,,,,,,2016/6/8,2018/6/8
4731,其他普通商品住房用地,盐城市,滨海县,滨海县水务发展有限公司,滨海港区北疏港公路北侧,70,挂牌,7274.3841,,2016,2016年4月,2016/4/8,65007.9,3,195023.7,滨海县水务发展有限公司,,,,,,,,,,,,,,2016/6/8,2018/6/8
4737,其他普通商品住房用地,盐城市,滨海县,滨海县水务发展有限公司,滨海港区海堤公路东,70,挂牌,7283.95,,2016,2016年4月,2016/4/7,64631.3,3,193893.9,滨海县水务发展有限公司,,,,,,,,,,,,,,2016/6/7,2018/6/7
4738,其他普通商品住房用地,盐城市,滨海县,滨海县水务发展有限公司,滨海港区二洪口排水沟东侧,70,挂牌,5043.0366,,2016,2016年4月,2016/4/7,45188.5,3,135565.5,滨海县水务发展有限公司,,,,,,,,,,,,,,2016/6/7,2018/6/7
4739,中低价位、中小套型普通商品住房用地,盐城市,滨海县,吴以涛,滨海县通榆镇通榆居委会五组境内、迎宾东路北侧,70,挂牌,122.37,,2016,2016年4月,2016/4/6,2039.5,2,4079,吴以涛,,,,,,,,,,,,,,2016/6/6,2018/6/6
4748,廉租住房用地,盐城市,大丰市,集体土地拆迁安置房1-5#楼,大丰区大中镇泰西村二组，南翔大道南侧、康平路东侧,,划拨,0,,2016,2016年4月,2016/4/1,17762,1.5,26643,盐城市大丰区大中镇泰西村村民委员会,,,,,,,,,,,,,,2016/6/25,2017/6/25
4755,其他普通商品住房用地,盐城市,盐都区,盐城市吉达房地产开发有限公司,盐都区盐龙街道办事处跃马居委会五组,70,挂牌,4627.35,,2016,2016年3月,2016/3/28,36725,2.3,84467.5,盐城市吉达房地产开发有限公司,,,,,,,,,,,,,,2017/3/28,2019/3/28
4756,中低价位、中小套型普通商品住房用地,盐城市,滨海县,滨海县交通实业有限公司,滨海县北疏港公路北侧，丁字堆东侧,70,挂牌,7486.2704,,2016,2016年3月,2016/3/28,66841.7,3,200525.1,滨海县交通实业有限公司,,,,,,,,,,,,,,2016/5/28,2018/5/28
4757,其他普通商品住房用地,盐城市,滨海县,滨海县交通实业有限公司,滨海县滨海港区通港大道北侧,70,挂牌,7732.7041,,2016,2016年3月,2016/3/26,69103.7,3,207311.1,滨海县交通实业有限公司,,,,,,,,,,,,,,2016/5/26,2018/5/26
4808,中低价位、中小套型普通商品住房用地,盐城市,射阳县,射阳县国有资产投资有限责任公司,特庸镇丝绸大道东侧特青路北侧地块,70,挂牌,920,,2016,2016年3月,2016/3/11,14284.6,2,28569.2,射阳县国有资产投资有限责任公司,,,,,,,,,,,,,,2017/1/11,2020/1/10
4810,其他普通商品住房用地,盐城市,滨海县,滨海县水务发展有限公司,滨海县滨海港区通港大道南侧,70,挂牌,7446.9038,,2016,2016年3月,2016/3/10,66194.7,3,198584.1,滨海县水务发展有限公司,,,,,,,,,,,,,,2016/5/10,2018/5/10
4811,其他普通商品住房用地,盐城市,滨海县,滨海县水务发展有限公司,滨海县滨海港区通港大道北侧,70,挂牌,7640.102,,2016,2016年3月,2016/3/10,67731.4,3,203194.2,滨海县水务发展有限公司,,,,,,,,,,,,,,2016/5/10,2018/5/10
4840,其他普通商品住房用地,盐城市,建湖县,房地产开发,冠华路北、西塘河东侧地块（原公路站）,50,挂牌,1310,,2016,2016年3月,2016/3/4,6140,1.5,9210,建湖县交通建设发展有限公司,,,,,,,,,,,,,,2016/8/26,2018/8/26
4849,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水润泰房地产开发有限公司,开源路东侧、双园东路北侧,70,挂牌,1469,,2016,2016年3月,2016/3/1,8392,2.7,22658.4,响水润泰房地产开发有限公司,,,,,,,,,,,,,,2016/9/1,2019/9/1
4850,其他普通商品住房用地,盐城市,滨海县,滨海县永利建设有限公司,滨海县滨淮镇建东村S226西侧,70,挂牌,86.9959,,2016,2016年2月,2016/2/29,2403.2,2,4806.4,滨海县永利建设有限公司,,,,,,,,,,,,,,2016/4/29,2018/4/29
4863,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,阜宁县广发房地产开发有限公司,阜宁县东沟镇北堆村地块二,批发零售用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,177,,2016,2016年2月,2016/2/23,5314.93,1.3,6909.409,阜宁县广发房地产开发有限公司,,,,,,,,,,,,,,2016/5/12,2018/5/12
4865,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,阜宁县广发房地产开发有限公司,阜宁县东沟镇北堆村地块一,中低价位、中小套型普通商品住房用地70年，批发零售用地40年,挂牌,260,,2016,2016年2月,2016/2/23,8047.88,1.3,10462.244,阜宁县广发房地产开发有限公司,,,,,,,,,,,,,,2016/5/12,2018/5/12
4873,中低价位、中小套型普通商品住房用地,盐城市,滨海县,刘骏,滨海县通榆镇工业路延伸段北侧,70,挂牌,114.2625,,2016,2016年2月,2016/2/17,1523.5,2,3047,刘骏,,,,,,,,,,,,,,2016/4/17,2018/4/17
4874,其他普通商品住房用地,盐城市,滨海县,盐城市日顺置业有限公司,滨海县滨淮镇新岭村原水利站北侧,70,挂牌,314.0016,,2016,2016年2月,2016/2/17,3568.2,2,7136.4,盐城市日顺置业有限公司,,,,,,,,,,,,,,2016/4/18,2018/4/18
4881,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城四海置业有限公司,盐城市亭湖区新洋街道办事处盐湾村四组,70,挂牌,4583.061,,2016,2016年2月,2016/2/16,25893,1.8,46607.4,盐城四海置业有限公司,,,,,,,,,,,,,,2017/2/16,2020/2/16
4882,其他普通商品住房用地,盐城市,滨海县,滨海宏达经济发展有限公司,滨海县滨淮镇S226东侧、滨淮农场医院北侧,70,挂牌,1778.5614,,2016,2016年2月,2016/2/16,25964.4,1.8,46735.92,滨海宏达经济发展有限公司,,,,,,,,,,,,,,2016/4/16,2018/4/16
4886,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城木子置业有限公司,盐城市亭湖区新洋街道办事处圩洋村民委员会二组,70,挂牌,2845.5825,,2016,2016年2月,2016/2/16,19969,1.6,31950.4,盐城木子置业有限公司,,,,,,,,,,,,,,2017/2/16,2020/2/16
4890,中低价位、中小套型普通商品住房用地,盐城市,大丰市,江西泰森实业有限公司,黄海西路南侧、育红西路北侧,70,挂牌,4863,,2016,2016年2月,2016/2/14,33769,2,67538,江西泰森实业有限公司,,,,,,,,,,,,,,2016/8/16,2018/8/16
4898,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,阜宁县金沙湖开发投资有限公司,北京路南、向阳河东地块,批发零售用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,12500,,2016,2016年2月,2016/2/2,66417.89,3.5,232462.615,阜宁县金沙湖开发投资有限公司,,,,,,,,,,,,,,2016/4/20,2018/4/20
4914,中低价位、中小套型普通商品住房用地,盐城市,东台市,东台市城东高新技术投资发展有限公司,网界河路南、经一路东（1）,70,挂牌,12630.168,,2016,2016年1月,2016/1/28,43254,2.4,103809.6,东台市城东高新技术投资发展有限公司,,,,,,,,,,,,,,2016/12/28,2018/12/28
4915,中低价位、中小套型普通商品住房用地,盐城市,东台市,东台市城东高新技术投资发展有限公司,网界河路南、经一路东（2）,70,挂牌,12465.188,,2016,2016年1月,2016/1/28,42689,2.4,102453.6,东台市城东高新技术投资发展有限公司,,,,,,,,,,,,,,2016/12/28,2018/12/28
4916,中低价位、中小套型普通商品住房用地,盐城市,东台市,东台市城东高新技术投资发展有限公司,网界河路南、经一路东（3）,70,挂牌,16148.476,,2016,2016年1月,2016/1/28,55303,2.4,132727.2,东台市城东高新技术投资发展有限公司,,,,,,,,,,,,,,2016/12/28,2018/12/28
4917,中低价位、中小套型普通商品住房用地,盐城市,东台市,东台市城东高新技术投资发展有限公司,网界河路南、经一路东（4）,70,挂牌,13547.924,,2016,2016年1月,2016/1/28,46397,2.4,111352.8,东台市城东高新技术投资发展有限公司,,,,,,,,,,,,,,2016/12/28,2018/12/28
4924,其他普通商品住房用地,盐城市,亭湖区,恒大地产集团上海盛建置业有限公司,盐城市盐渎路北、开放大道西侧,70,挂牌,33524.712,,2016,2016年1月,2016/1/26,107451,2,214902,恒大地产集团上海盛建置业有限公司,,,,,,,,,,,,,,2017/5/26,2020/1/26
4925,其他普通商品住房用地,盐城市,盐都区,恒大地产集团上海盛建置业有限公司,盐城市聚亨路南、规划滨河路东侧,70,挂牌,14117.064,,2016,2016年1月,2016/1/26,45247,2,90494,恒大地产集团上海盛建置业有限公司,,,,,,,,,,,,,,2017/4/26,2020/4/26
4926,其他普通商品住房用地,盐城市,亭湖区,恒大地产集团上海盛建置业有限公司,盐城市盐渎路北、规划滨河路东侧,70,挂牌,33170.904,,2016,2016年1月,2016/1/26,106317,2,212634,恒大地产集团上海盛建置业有限公司,,,,,,,,,,,,,,2017/5/26,2020/1/26
4937,中低价位、中小套型普通商品住房用地,盐城市,滨海县,王皓,滨海县正红镇中心路西侧（獐沟居委会合兴组）,70,挂牌,32.0385,,2016,2016年1月,2016/1/21,689,1.6,1102.4,王皓,,,,,,,,,,,,,,2016/3/21,2018/3/21
4938,经济适用住房用地,盐城市,射阳县,江苏射阳经济开发区经济开发总公司,射阳县开发区329省道南侧、陈东大沟东侧,,划拨,21.5,,2016,2016年1月,2016/1/21,2002,2.2,4404.4,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016/6/30,2018/6/29
4939,经济适用住房用地,盐城市,射阳县,江苏射阳经济开发区经济开发总公司,射阳县开发区329省道南侧、陈东大沟东侧,,划拨,21.5,,2016,2016年1月,2016/1/21,2219,2.2,4881.8,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016/6/30,2018/6/29
4940,经济适用住房用地,盐城市,射阳县,江苏射阳经济开发区经济开发总公司,射阳县开发区329省道南侧、陈东大沟东侧,,划拨,35.5,,2016,2016年1月,2016/1/21,2445,2.2,5379,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016/6/30,2018/6/29
4941,经济适用住房用地,盐城市,大丰市,聚丰家园二期,大中镇阜丰村四组，北兴路南侧、东宁路西侧,,划拨,0,,2016,2016年1月,2016/1/21,34378,1.9,65318.2,盐城市大丰区城东新区管理委员会,,,,,,,,,,,,,,2016/7/12,2017/7/12
4942,中低价位、中小套型普通商品住房用地,盐城市,盐都区,盐城通达置业有限公司,盐城市康居路西、学海路北,70,挂牌,780.8594,,2016,2016年1月,2016/1/20,14407,2,28814,盐城通达置业有限公司,,,,,,,,,,,,,,2016/10/20,2018/10/19
4953,经济适用住房用地,盐城市,射阳县,射阳县安居经济适用住房发展中心,射阳县合德镇海悦路东侧，建设大道南侧,,划拨,0,,2016,2016年1月,2016/1/19,18683,3.1,57917.3,射阳县安居经济适用住房发展中心,,,,,,,,,,,,,,2016/6/30,2018/6/29
4954,经济适用住房用地,盐城市,射阳县,江苏射阳经济开发区经济开发总公司,射阳县开发区黄海路东侧、北三环北侧,,划拨,35.5,,2016,2016年1月,2016/1/19,2189,2.2,4815.8,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016/6/30,2018/6/29
4955,经济适用住房用地,盐城市,射阳县,江苏射阳经济开发区经济开发总公司,射阳县开发区黄海路东侧、北三环北侧,,划拨,35.5,,2016,2016年1月,2016/1/19,2263,2.2,4978.6,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016/6/30,2018/6/29
4956,经济适用住房用地,盐城市,射阳县,江苏射阳经济开发区经济开发总公司,射阳县开发区黄海路东侧、北三环北侧,,划拨,35.5,,2016,2016年1月,2016/1/19,2212,2.2,4866.4,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016/6/30,2018/6/29
4961,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,阜宁县城市投资发展有限责任公司,北京路南、施陈路东地块,中低价位、中小套型普通商品住房用地70年，批发零售用地40年,挂牌,11333,,2016,2016年1月,2016/1/15,70000,3.5,245000,阜宁县城市投资发展有限责任公司,,,,,,,,,,,,,,2016/4/6,2018/4/6
4977,经济适用住房用地,盐城市,大丰市,东方汇贤居二期拆迁安置房,大丰市大中镇春柳路西侧，大华路北侧，健康路南侧,,划拨,0,,2016,2016年1月,2016/1/11,35648,2,71296,大丰市大中镇阜南村村民委员会,,,,,,,,,,,,,,2016/7/13,2018/7/13
4978,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,高作镇西环路东侧地块,50,挂牌,260,,2016,2016年1月,2016/1/7,3090,1.5,4635,建湖县新农村建设投资有限公司,,,,,,,,,,,,,,2016/6/28,2019/6/28
4990,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,北京路北侧、经三路西侧地块,50,挂牌,2260,,2016,2016年1月,2016/1/4,20000,1.5,30000,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016/6/28,2019/6/28
4991,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,高作镇老政府地块,50,挂牌,260,,2016,2016年1月,2016/1/4,3977,1.5,5965.5,建湖县新农村建设投资有限公司,,,,,,,,,,,,,,2016/6/28,2019/6/28
4992,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,亮月路以西、规划红线以东地块,50,挂牌,820,,2016,2016年1月,2016/1/4,7409,1.5,11113.5,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016/6/28,2019/6/28
4993,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,庆丰镇唐庄水柳路东侧地块,50,挂牌,370,,2016,2016年1月,2016/1/4,4667,1.6,7467.2,建湖县新农村建设投资有限公司,,,,,,,,,,,,,,2016/6/28,2019/6/28
4994,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,上海路东、神台河滨河路北侧地块,50,挂牌,1830,,2016,2016年1月,2016/1/4,15054,1.5,22581,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016/6/28,2019/6/28
4998,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,骨架河滨河路西、神台河滨河路北侧地块,50,挂牌,680,,2016,2016年1月,2016/1/4,5299,1.5,7948.5,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016/6/28,2019/6/28
4999,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城市金大洲城镇建设发展有限公司,盐城市亭湖区盐东镇富民路西侧、向阳河南侧,70,挂牌,3314.6933,,2016,2016年1月,2016/1/4,50761,1.6,81217.6,盐城市金大洲城镇建设发展有限公司,,,,,,,,,,,,,,2016/11/4,2019/11/4
5000,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城市金大洲城镇建设发展有限公司,盐城市亭湖区盐东镇南环路南侧、富民路西侧,70,挂牌,3174.92,,2016,2016年1月,2016/1/4,53360,1.6,85376,盐城市金大洲城镇建设发展有限公司,,,,,,,,,,,,,,2016/11/4,2019/11/4
5001,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城市金大洲城镇建设发展有限公司,盐城市亭湖区盐东镇李灶居委会七组,70,挂牌,2889.0026,,2016,2016年1月,2016/1/4,44242,1.6,70787.2,盐城市金大洲城镇建设发展有限公司,,,,,,,,,,,,,,2016/11/4,2019/11/4
5007,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,沈舍路南、建宝路东侧地块,50,挂牌,3000,,2015,2015年12,2015/12/31,15333,1.5,22999.5,建湖县兴颜资产管理有限公司,,,,,,,,,,,,,,2016/6/25,2018/6/25
5008,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,颜单镇颜阳路东侧地块,50,挂牌,2600,,2015,2015年12,2015/12/31,25374,1.5,38061,建湖县兴颜资产管理有限公司,,,,,,,,,,,,,,2016/6/25,2018/6/25
5010,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水县新胜城镇建设开发有限公司,小尖204国道东侧、盛大零部件南侧,70,挂牌,357,,2015,2015年12,2015/12/31,6365,1.6,10184,响水县新胜城镇建设开发有限公司,,,,,,,,,,,,,,2016/7/1,2019/7/1
5012,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,双湖东路南侧地块,70,挂牌,10750,,2015,2015年12,2015/12/30,54405,1.5,81607.5,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2016/6/25,2018/6/25
5014,中低价位、中小套型普通商品住房用地,盐城市,东台市,卢润民,富安镇东进路北侧,40.7,挂牌,3040.29,,2015,2015年12,2015/12/29,36630,1.5,54945,卢润民,,,,,,,,,,,,,,2016/10/29,2018/10/29
5022,经济适用住房用地,盐城市,射阳县,江苏省淮海农场,淮海农场场部文化广场东侧,,划拨,0,,2015,2015年12,2015/12/29,6447.6,1.7,10960.92,江苏省淮海农场,,,,,,,,,,,,,,2016/8/12,2018/8/10
5023,中低价位、中小套型普通商品住房用地,盐城市,亭湖区,盐城市新鹏程房地产开发有限公司,盐城市亭湖区便仓镇便仓居委会六组,70,挂牌,2009.0124,,2015,2015年12,2015/12/28,32827,1.4,45957.8,盐城市新鹏程房地产开发有限公司,,,,,,,,,,,,,,2016/10/28,2019/10/28
5024,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,建港沟南侧、上海路东侧地块二,50,挂牌,4230,,2015,2015年12,2015/12/28,29196,1.5,43794,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016/6/24,2019/6/24
5025,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,冠华东路南侧、上海路西侧地块,50,挂牌,580,,2015,2015年12,2015/12/28,2967,1.5,4450.5,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2016/6/24,2019/6/24
5026,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,大润发南侧地块,50,挂牌,2600,,2015,2015年12,2015/12/28,3668,1.5,5502,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2016/6/24,2019/6/24
5027,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,颜阳路东、向阳西路北侧地块,50,挂牌,4290,,2015,2015年12,2015/12/28,32026,1.5,48039,建湖县欣盛建设投资有限公司,,,,,,,,,,,,,,2016/6/24,2019/6/24
5028,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,中医院南侧地块,50,挂牌,3500,,2015,2015年12,2015/12/28,4418,1.5,6627,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2016/6/24,2019/6/24
5029,中低价位、中小套型普通商品住房用地,盐城市,建湖县,房地产开发,颜阳路东侧地块,50,挂牌,3010,,2015,2015年12,2015/12/28,27162,1.5,40743,建湖县欣盛建设投资有限公司,,,,,,,,,,,,,,2016/6/24,2019/6/24
5037,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,阜宁县新沟村镇房屋开发有限公司,S329省道东、毓龙路北地块,批发零售用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,1449,,2015,2015年12,2015/12/23,27182.2,1.8,48927.96,阜宁县新沟村镇房屋开发有限公司,,,,,,,,,,,,,,2016/3/13,2018/3/13
5045,其他普通商品住房用地,盐城市,盐都区,盐城市赫烨新建设有限公司,盐都区张庄街道办西徐居委会三组、东徐居委会八组,70,挂牌,12472.8436,,2015,2015年12,2015/12/21,46333,1.8,83399.4,盐城市赫烨新建设有限公司,,,,,,,,,,,,,,2016/10/21,2019/10/20
5050,中低价位、中小套型普通商品住房用地,盐城市,射阳县,江苏盘源建设发展有限公司,盘湾镇盘湾小学西侧地块,70,挂牌,1333,,2015,2015年12,2015/12/18,23333,1.7,39666.1,江苏盘源建设发展有限公司,,,,,,,,,,,,,,2016/10/18,2019/10/17
5051,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,江苏开源投资发展有限公司,江苏阜宁经济开发区劳动村地块二,中低价位、中小套型普通商品住房用地70年，批发零售用地40年,挂牌,9048,,2015,2015年12,2015/12/18,40038.78,3,120116.34,江苏开源投资发展有限公司,,,,,,,,,,,,,,2016/3/8,2018/3/8
5052,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,江苏开源投资发展有限公司,江苏阜宁经济开发区劳动村地块一,中低价位、中小套型普通商品住房用地70年，批发零售用地40年,挂牌,7075,,2015,2015年12,2015/12/18,31487.82,3,94463.46,江苏开源投资发展有限公司,,,,,,,,,,,,,,2016/3/8,2018/3/8
5054,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,江苏开源投资发展有限公司,黄山路南侧地块,批发零售用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,6197,,2015,2015年12,2015/12/18,27409.08,3,82227.24,江苏开源投资发展有限公司,,,,,,,,,,,,,,2016/3/8,2018/3/8
5058,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,阜宁县新沟村镇房屋开发有限公司,阜宁县新沟镇新东村,批发零售用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,739,,2015,2015年12,2015/12/17,13333.3,1.8,23999.94,阜宁县新沟村镇房屋开发有限公司,,,,,,,,,,,,,,2016/3/7,2018/3/7
5061,其他普通商品住房用地,盐城市,滨海县,陶帅,滨海县通榆镇工业路延伸段南侧,70,挂牌,106.1214,,2015,2015年12,2015/12/16,1511.7,2,3023.4,陶帅,,,,,,,,,,,,,,2016/2/16,2018/2/16
5069,中低价位、中小套型普通商品住房用地,盐城市,东台市,东台哈马碧置业有限公司,雅居路南、经七路东,40.7,挂牌,2864.918,,2015,2015年12,2015/12/10,33313,1.6,53300.8,东台哈马碧置业有限公司,,,,,,,,,,,,,,2016/10/10,2018/10/10
5131,中低价位、中小套型普通商品住房用地,盐城市,盐都区,盐城碧桂园房地产开发有限公司,盐都区新区万胜居委会、刘朋居委会,70,挂牌,17770.95,,2015,2015年11,2015/11/27,78982,1.8,142167.6,盐城碧桂园房地产开发有限公司,,,,,,,,,,,,,,2016/9/27,2019/9/26
5201,中低价位、中小套型普通商品住房用地,盐城市,盐都区,盐城万达华府投资发展有限公司,盐都区潘黄街道办事处旭日居委会,70,挂牌,54798.66,,2015,2015年11,2015/11/13,130473,2.8,365324.4,盐城万达华府投资发展有限公司,,,,,,,,,,,,,,2016/7/6,2019/7/6
5205,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,江苏博金置业发展有限公司,阜宁现代服务园顾庄三组,中低价位、中小套型普通商品住房用地70年，批发零售用地40年,挂牌,909,,2015,2015年11,2015/11/10,12006.16,1.6,19209.856,江苏博金置业有限公司,,,,,,,,,,,,,,2016/1/30,2018/1/30
5207,中低价位、中小套型普通商品住房用地,盐城市,大丰市,大丰市裕丰城镇建设发展有限公司,新丰镇同丰村三组,70,挂牌,8601,,2015,2015年11,2015/11/10,63658,1.8,114584.4,大丰市裕丰城镇建设发展有限公司,,,,,,,,,,,,,,2016/5/11,2018/5/11
5213,其他普通商品住房用地,盐城市,建湖县,房地产开发,冠华路北侧、原麦芽厂地块,40,挂牌,5340,,2015,2015年11,2015/11/6,28376,1.3,36888.8,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2016/4/29,2018/4/29
5214,其他普通商品住房用地,盐城市,建湖县,房地产开发,明星路东侧、原玛莎加油站,40,挂牌,3760,,2015,2015年11,2015/11/6,29450,1.5,44175,建湖县近湖建设投资有限公司,,,,,,,,,,,,,,2016/4/29,2018/4/29
5215,经济适用住房用地,盐城市,东台市,港城安置区一期,弶港镇六里居委会弶六路北侧,,划拨,0,,2015,2015年11,2015/11/5,4623,1.2,5547.6,东台市海滨投资发展有限公司,,,,,,,,,,,,,,2015/12/31,2016/11/30
5220,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,阜宁县忠诚置业有限公司,阜坎路东、石字路北地块,批发零售用地40年，中低价位、中小套型普通商品住房用地70年，商务金融用地40年,挂牌,1298,,2015,2015年11,2015/11/4,12258.56,2.2,26968.832,阜宁县忠诚置业有限公司,,,,,,,,,,,,,,2016/1/24,2018/1/24
5232,中低价位、中小套型普通商品住房用地,盐城市,滨海县,昶海投资发展（上海）有限公司,滨海县界牌镇S327省道东侧,70,挂牌,1729.2,,2015,2015年10,2015/10/29,33000,1.6,52800,昶海投资发展（上海）有限公司,,,,,,,,,,,,,,2015/12/29,2017/12/29
5250,其他普通商品住房用地,盐城市,建湖县,房地产开发,恒济镇恒山路东侧地块,50,挂牌,2100,,2015,2015年10,2015/10/26,23410,1.8,42138,建湖县新农村建设投资有限公司,,,,,,,,,,,,,,2016/4/16,2019/4/16
5251,其他普通商品住房用地,盐城市,建湖县,房地产开发,上冈镇原盐城轻通机械公司地块,50,挂牌,4100,,2015,2015年10,2015/10/26,22310,2.6,58006,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2016/4/16,2019/4/16
5256,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水县港城建设发展有限公司,陈家港淮海大街北侧、银港大道西侧,70,挂牌,7735,,2015,2015年10,2015/10/22,52589,3,157767,响水县港城建设发展有限公司,,,,,,,,,,,,,,2016/4/1,2019/4/1
5257,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水县港城建设发展有限公司,陈家港淮海大街北侧、石港路东侧,70,挂牌,1636,,2015,2015年10,2015/10/22,11142,3,33426,响水县港城建设发展有限公司,,,,,,,,,,,,,,2016/4/1,2019/4/1
5259,中低价位、中小套型普通商品住房用地,盐城市,滨海县,任义俊,滨海县五汛镇汛坍路东侧(原五汛镇中心幼儿园),70,挂牌,219.4517,,2015,2015年10,2015/10/21,3056.43,1.7,5195.931,任义俊,,,,,,,,,,,,,,2015/12/21,2017/12/21
