编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
97,工业用地,盐城市,大丰市,格林豪博实业（江苏）有限公司,开发区南环路南侧、胜利河西侧,50,挂牌,651.27,,2020,2020年5月,2020/5/13,33398,2,66796,格林豪博实业（江苏）有限公司,,,,,,,,,,,,,,2021/5/12,2023/5/12
98,公路用地,盐城市,经济技术开发区,黄浦江路（东环路—黄山路）道路工程项目,盐城经济技术开发区新城街道正丰村一组,,划拨,,,2020,2020年5月,2020/5/12,9627,1,9627,江苏沿海东方市政建设股份有限公司,,,,,,,,,,,,,,2021/5/11,2023/5/11
99,工业用地,盐城市,东台市,江苏铨华锯业有限公司,老204国道西侧、八引河南侧,50,挂牌,90.144,,2020,2020年5月,2020/5/11,5008,1.2,6009.6,江苏铨华锯业有限公司,,,,,,,,,,,,,,2021/1/11,2023/1/11
100,工业用地,盐城市,东台市,东台通能电子有限公司,经八路东侧、九里沟北侧,50,挂牌,347.346,,2020,2020年5月,2020/5/11,19297,1.05,20261.85,东台通能电子有限公司,,,,,,,,,,,,,,2021/1/11,2023/1/11
101,工业用地,盐城市,东台市,东台通能电子有限公司,经八路东侧、九里沟北侧,50,挂牌,131.544,,2020,2020年5月,2020/5/11,7308,1.05,7673.4,东台通能电子有限公司,,,,,,,,,,,,,,2021/1/11,2023/1/11
102,工业用地,盐城市,东台市,东台唯佳科技有限责任公司,经八路东侧、九里沟北侧,50,挂牌,131.544,,2020,2020年5月,2020/5/11,7308,1.05,7673.4,东台唯佳科技有限责任公司,,,,,,,,,,,,,,2021/1/11,2023/1/11
103,工业用地,盐城市,东台市,东台唯佳科技有限责任公司,经八路东侧、九里沟北侧,50,挂牌,166.428,,2020,2020年5月,2020/5/11,9246,1.05,9708.3,东台唯佳科技有限责任公司,,,,,,,,,,,,,,2021/1/11,2023/1/11
104,工业用地,盐城市,东台市,江苏瀚隆家纺有限公司,梁垛镇梁垛村,43.6,挂牌,37.502,,2020,2020年5月,2020/5/11,2206,1,2206,江苏瀚隆家纺有限公司,,,,,,,,,,,,,,2021/1/11,2022/1/11
105,工业用地,盐城市,建湖县,建湖贝斯特液压机械有限公司年产5000支液压油缸项目,建阳镇马厂村三组,50,挂牌,41.656,,2020,2020年5月,2020/5/10,2032,1.2,2438.4,建湖贝斯特液压机械有限公司,,,,,,,,,,,,,,2021/5/31,2023/5/30
106,工业用地,盐城市,建湖县,建湖鼎杰仪表阀门有限公司年产40000台（套）一体化五阀组项目,建阳镇马厂村三组,50,挂牌,39.0935,,2020,2020年5月,2020/5/10,1907,1.2,2288.4,建湖鼎杰仪表阀门有限公司,,,,,,,,,,,,,,2021/5/31,2023/5/30
107,工业用地,盐城市,建湖县,盐城市钰柱机械有限公司年产2500件防喷器及2000台（套）阀门项目,建阳镇马厂村三组,50,挂牌,107.912,,2020,2020年5月,2020/5/10,5264,1.5,7896,盐城市钰柱机械有限公司,,,,,,,,,,,,,,2021/5/31,2023/5/30
108,工业用地,盐城市,建湖县,建湖顺旭机械制造有限公司年产10000台（套）石油机械配件技改项目,建阳镇马厂村三组,50,挂牌,85.772,,2020,2020年5月,2020/5/10,4184,1.5,6276,建湖顺旭机械制造有限公司,,,,,,,,,,,,,,2021/4/29,2023/4/28
109,工业用地,盐城市,建湖县,盐城汇鸿供水设备有限公司年产300台（套）生活给排水设备、300台（套）消防给排水设备及300台（套）水处理设备项目,建阳镇马厂村三组,50,挂牌,89.4005,,2020,2020年5月,2020/5/10,4361,1.5,6541.5,盐城汇鸿供水设备有限公司,,,,,,,,,,,,,,2021/5/31,2023/5/30
110,工业用地,盐城市,建湖县,盐城澳浪机械有限公司年产5万件液压管件及4万件法兰项目,建阳镇马厂村三组,50,挂牌,88.396,,2020,2020年5月,2020/5/10,4312,1.2,5174.4,盐城澳浪机械有限公司,,,,,,,,,,,,,,2021/5/31,2023/5/30
111,工业用地,盐城市,建湖县,建湖县明鑫石化机械有限公司年产15万件液压管件及2万件工程机械配件项目,建阳镇马厂村三组,50,挂牌,86.551,,2020,2020年5月,2020/5/10,4222,1.2,5066.4,建湖县明鑫石化机械有限公司,,,,,,,,,,,,,,2021/5/31,2023/5/30
112,工业用地,盐城市,建湖县,江苏恒隆酒店用品有限公司年产70万箱酒店配套用品（餐用保温器等）项目,建阳镇瓦瓷村一组,50,挂牌,376.4005,,2020,2020年5月,2020/5/10,18361,1.5,27541.5,江苏恒隆酒店用品有限公司,,,,,,,,,,,,,,2021/5/31,2023/5/30
113,工业用地,盐城市,建湖县,江苏中环重工有限公司年产100台（套）环保设备项目,建阳镇瓦瓷村二组,50,挂牌,86.592,,2020,2020年5月,2020/5/10,4224,1.5,6336,江苏中环重工有限公司,,,,,,,,,,,,,,2021/5/31,2023/5/30
114,城镇住宅用地,盐城市,东台市,公园南侧地块三,东台市人民公园南侧,70,挂牌,72282,,2020,2020年5月,2020/5/9,70000,2.3,161000,万达地产集团有限公司,,,,,,,,,,,,,,2021/9/23,2024/9/22
115,城镇住宅用地,盐城市,东台市,公园南侧地块四,东台市人民公园南侧,70,挂牌,60270,,2020,2020年5月,2020/5/9,70000,2,140000,东台市港碧房地产开发有限公司,,,,,,,,,,,,,,2021/9/23,2024/9/22
116,工业用地,盐城市,阜宁县,阜宁华尔特阀业有限公司,现代服务业园区新丰居委会,50,挂牌,250,,2020,2020年5月,2020/5/8,11482.24,2,22964.48,阜宁华尔特阀业有限公司,,,,,,,,,,,,,,2020/12/18,2022/12/18
117,工业用地,盐城市,阜宁县,盐城锦亚服饰有限公司,古河镇古河居委会,50,挂牌,167,,2020,2020年5月,2020/5/8,7954.42,2,15908.84,盐城锦亚服饰有限公司,,,,,,,,,,,,,,2020/12/18,2022/12/18
118,工业用地,盐城市,阜宁县,阜宁县联华板材有限公司,罗桥镇沿街村,50,挂牌,141,,2020,2020年5月,2020/5/8,6698.36,2,13396.72,阜宁县联华板材有限公司,,,,,,,,,,,,,,2020/12/18,2022/12/18
119,工业用地,盐城市,阜宁县,盐城市永烁服饰有限公司,古河镇古凤村,50,挂牌,141,,2020,2020年5月,2020/5/8,6690.63,2,13381.26,盐城市永烁服饰有限公司,,,,,,,,,,,,,,2020/12/18,2022/12/18
120,工业用地,盐城市,阜宁县,阜宁科达阀门有限公司,现代服务业园区新丰居委会,50,挂牌,131,,2020,2020年5月,2020/5/8,6014.97,2,12029.94,阜宁科达阀门有限公司,,,,,,,,,,,,,,2020/12/18,2022/12/18
121,工业用地,盐城市,阜宁县,阜宁县昱立建设工程有限公司,罗桥镇沿街村,50,挂牌,114,,2020,2020年5月,2020/5/8,5451.83,2,10903.66,阜宁县昱立建设工程有限公司,,,,,,,,,,,,,,2020/12/18,2022/12/18
122,工业用地,盐城市,阜宁县,阜宁辉华汽车内饰件有限公司,罗桥镇沿街村,50,挂牌,113,,2020,2020年5月,2020/5/8,5371.07,2,10742.14,阜宁辉华汽车内饰件有限公司,,,,,,,,,,,,,,2020/12/18,2022/12/18
123,工业用地,盐城市,阜宁县,江苏奥能环保设备科技有限公司,陈良镇成俊村,50,挂牌,64,,2020,2020年5月,2020/5/8,3028.04,2,6056.08,江苏奥能环保设备科技有限公司,,,,,,,,,,,,,,2020/12/18,2022/12/18
124,工业用地,盐城市,阜宁县,阜宁县好运农产品服务有限公司,罗桥镇沿街村,50,挂牌,56,,2020,2020年5月,2020/5/8,2643.93,2,5287.86,阜宁县好运农产品服务有限公司,,,,,,,,,,,,,,2020/12/18,2022/12/18
125,批发市场用地,盐城市,滨海县,盐城冠恒冷链物流仓储有限公司,滨海县S327（套坎河）北侧、西湖路西侧,40,挂牌,3044.47,,2020,2020年5月,2020/5/8,65332,1.45,94731.4,盐城冠恒冷链物流仓储有限公司,,,,,,,,,,,,,,2020/8/8,2022/8/8
126,工业用地,盐城市,建湖县,江苏正源创辉食品科技发展有限公司新上水产品深加工及保鲜项目,恒济镇东袁村二组,50,挂牌,769.16,,2020,2020年5月,2020/5/7,37520,1.2,45024,江苏正源创辉食品科技发展有限公司,,,,,,,,,,,,,,2021/5/31,2023/5/30
127,工业用地,盐城市,东台市,东台欣存宏救生设备有限公司,新街镇湃森东侧、园区北路南侧,50,挂牌,153.5872,,2020,2020年5月,2020/5/7,9088,1.1,9996.8,东台欣存宏救生设备有限公司,,,,,,,,,,,,,,2021/1/7,2022/1/7
128,其他商服用地,盐城市,响水县,响水县灌江文体产业发展有限公司,幸福路西侧、银河路南侧,40,挂牌,12627,,2020,2020年5月,2020/5/7,42073,1,42073,响水县灌江文体产业发展有限公司,,,,,,,,,,,,,,2020/12/7,2023/12/7
129,其他商服用地,盐城市,响水县,响水县灌江文体产业发展有限公司,黄响路东侧、军辉机械制造有限公司南侧,40,挂牌,1172,,2020,2020年5月,2020/5/7,7074,1,7074,响水县灌江文体产业发展有限公司,,,,,,,,,,,,,,2020/12/7,2023/12/7
130,其他商服用地,盐城市,响水县,响水县灌江文体产业发展有限公司,中心村新型社区东侧，县道304西侧,40,挂牌,989,,2020,2020年5月,2020/5/7,6002,1,6002,响水县灌江文体产业发展有限公司,,,,,,,,,,,,,,2020/12/7,2023/12/7
131,其他商服用地,盐城市,响水县,响水县灌江文体产业发展有限公司,瑞海路南侧、石港路西侧,40,挂牌,1954,,2020,2020年5月,2020/5/7,11855,1,11855,响水县灌江文体产业发展有限公司,,,,,,,,,,,,,,2020/12/7,2023/12/7
132,工业用地,盐城市,射阳县,盐城市纺织染整产业园实业开发有限公司,射阳县临海镇纺织染整区振临路西侧,50,挂牌,603.7331,,2020,2020年5月,2020/5/7,40519,2.5,101297.5,盐城市纺织染整产业园实业开发有限公司,,,,,,,,,,,,,,2021/7/8,2023/7/7
133,公路用地,盐城市,盐南高新区,中海天钻花园北侧支路,盐城市盐南高新区新都街道办事处新丰居委会,,划拨,0,,2020,2020年5月,2020/5/6,5097,1,5097,江苏省盐南高新技术产业开发区规划编研与城建服务中心,,,,,,,,,,,,,,2021/3/5,2024/3/5
134,工业用地,盐城市,射阳县,盐城申兴实业有限公司,特庸镇申兴实业有限公司北侧,50,挂牌,79.7475,,2020,2020年5月,2020/5/6,5425,2.5,13562.5,盐城申兴实业有限公司,,,,,,,,,,,,,,2021/9/10,2023/9/9
135,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块五,射阳盐场海堤公路西侧地块五,50,协议,1672.7171,,2020,2020年5月,2020/5/6,576799,1,576799,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021/5/6,2023/5/5
136,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块九,射阳盐场海堤公路西侧地块九,50,协议,4231.3146,,2020,2020年5月,2020/5/6,1459074,1,1459074,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021/5/6,2022/5/5
137,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块十,射阳盐场海堤公路西侧地块十,50,协议,52.9917,,2020,2020年5月,2020/5/6,18273,1,18273,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021/5/6,2023/5/5
138,公用设施用地,盐城市,射阳县,临农35千伏变电站改造工程,盐城市射阳县临海农场场部境内,,划拨,,,2020,2020年5月,2020/5/6,3024,1.5,4536,国网江苏省电力有限公司盐城供电分公司,,,,,,,,,,,,,,2021/4/1,2023/3/31
139,其他商服用地,盐城市,滨海县,吕庆生,县城阜东北路西侧（原滨海农业银行坎北营业所（一楼））,40,协议,13.97,,2020,2020年4月,2020/4/30,152.89,0.01,1.5289,吕庆生,,,,,,,,,,,,,,2020/4/30,2020/4/30
140,工业用地,盐城市,东台市,江苏兆祥机械科技有限公司,时堰镇工业路北侧、园区大道西侧,50,挂牌,646.1235,,2020,2020年4月,2020/4/30,37785,1,37785,江苏兆祥机械科技有限公司,,,,,,,,,,,,,,2020/12/30,2022/6/30
141,工业用地,盐城市,东台市,伟龙明馨智能科技（江苏）有限公司,东台市高新区纬二路南、经七路东,50,挂牌,1436.1725,,2020,2020年4月,2020/4/30,82067,1,82067,伟龙明馨智能科技(江苏)有限公司,,,,,,,,,,,,,,2020/12/30,2022/12/30
142,公用设施用地,盐城市,阜宁县,城南新区A地块配套设施,阜宁县阜城街道办崔湾居委会,,划拨,0,,2020,2020年4月,2020/4/30,10486.72,1.6,16778.752,阜宁县住房和城乡县设局,,,,,,,,,,,,,,2020/5/10,2022/5/10
143,城镇住宅用地,盐城市,大丰市,南京中润和骏置业有限公司,大中街道新村路南侧、双拥路东侧,70年，40年,挂牌,57740,,2020,2020年4月,2020/4/29,80752,1.8,145353.6,南京中润和骏置业有限公司,,,,,,,,,,,,,,2021/4/28,2023/4/28
144,工业用地,盐城市,东台市,江苏丹特斯科技有限公司,新街镇府前东路北侧、孜俊东侧,50,挂牌,334.62,,2020,2020年4月,2020/4/29,19800,1,19800,江苏丹特斯科技有限公司,,,,,,,,,,,,,,2020/12/29,2021/12/29
145,零售商业用地,盐城市,阜宁县,阜宁县伟业城镇建设开发有限公司,阜城街道办事处新桥村,40,挂牌,30362,,2020,2020年4月,2020/4/28,50656.71,2.5,126641.775,阜宁县伟业城镇建设开发有限公司,,,,,,,,,,,,,,2021/7/28,2023/7/28
146,工业用地,盐城市,东台市,江苏维高机械科技有限公司,梁垛镇同创路东侧、临塔路南侧,50,挂牌,357.0138,,2020,2020年4月,2020/4/28,20878,1,20878,江苏维高机械科技有限公司,,,,,,,,,,,,,,2020/12/28,2021/12/28
147,工业用地,盐城市,东台市,江苏倍斯库智能科技有限公司,梁垛镇兆丰金属东侧、临塔路南侧,50,挂牌,342,,2020,2020年4月,2020/4/28,20000,1,20000,江苏倍斯库智能科技有限公司,,,,,,,,,,,,,,2020/12/28,2021/12/28
148,工业用地,盐城市,东台市,江苏吉腾新材料科技有限公司,梁垛镇苗桥路东侧、工业大道南侧,50,挂牌,318.2994,,2020,2020年4月,2020/4/28,18614,1.1,20475.4,江苏吉腾新材料科技有限公司,,,,,,,,,,,,,,2020/12/28,2021/12/28
149,工业用地,盐城市,东台市,东台创严机械有限公司,梁垛镇同创路西侧、临塔路南侧,50,挂牌,247.3344,,2020,2020年4月,2020/4/28,14464,1,14464,东台创严机械有限公司,,,,,,,,,,,,,,2020/12/28,2021/12/28
150,工业用地,盐城市,东台市,东台兆丰金属制品制造有限公司,梁垛镇维高机械东侧、临塔路南侧,50,挂牌,285.0057,,2020,2020年4月,2020/4/28,16667,1,16667,东台兆丰金属制品制造有限公司,,,,,,,,,,,,,,2020/12/28,2021/12/28
151,工业用地,盐城市,阜宁县,阜宁倪东制冷设备制造有限公司,益林镇倪东村,50,挂牌,231,,2020,2020年4月,2020/4/27,10780.27,2,21560.54,阜宁倪东制冷设备制造有限公司,,,,,,,,,,,,,,2020/12/26,2022/12/26
152,工业用地,盐城市,阜宁县,阜宁培业机械制造有限公司,益林镇倪东村,50,挂牌,214,,2020,2020年4月,2020/4/27,10000,2,20000,阜宁培业机械制造有限公司,,,,,,,,,,,,,,2020/12/26,2022/12/26
153,工业用地,盐城市,阜宁县,阜宁县东锦复合材料厂,益林镇管计村,50,挂牌,206,,2020,2020年4月,2020/4/27,9636.75,2,19273.5,阜宁县东锦复合材料厂,,,,,,,,,,,,,,2020/12/26,2022/12/26
154,工业用地,盐城市,阜宁县,盐城荣伟门窗有限公司,现代服务业园区新丰居委会,50,挂牌,178,,2020,2020年4月,2020/4/27,8167.67,2,16335.34,盐城荣伟门窗有限公司,,,,,,,,,,,,,,2020/12/26,2022/12/26
155,工业用地,盐城市,阜宁县,阜宁嘉丽洁日用品有限公司,益林镇管计村,50,挂牌,147,,2020,2020年4月,2020/4/27,6867.37,2,13734.74,阜宁嘉丽洁日用品有限公司,,,,,,,,,,,,,,2020/12/26,2022/12/26
156,工业用地,盐城市,阜宁县,阜宁县朱昊选煤有限公司,益林镇王楼居委会,50,挂牌,140,,2020,2020年4月,2020/4/27,6556.68,2,13113.36,阜宁县朱昊选煤有限公司,,,,,,,,,,,,,,2020/12/26,2022/12/26
157,工业用地,盐城市,阜宁县,阜宁县隆之源服装厂,益林镇管计村,50,挂牌,131,,2020,2020年4月,2020/4/27,6122.19,2,12244.38,阜宁县隆之源服装厂,,,,,,,,,,,,,,2020/12/26,2022/12/26
158,工业用地,盐城市,阜宁县,江苏标东液压件有限公司,现代服务业园区新丰居委会,50,挂牌,126,,2020,2020年4月,2020/4/27,5790.4,2,11580.8,江苏标东液压件有限公司,,,,,,,,,,,,,,2020/12/26,2022/12/26
159,工业用地,盐城市,阜宁县,江苏闽中有机食品有限公司,益林镇倪东村,50,挂牌,93,,2020,2020年4月,2020/4/27,4350.45,2,8700.9,江苏闽中有机食品有限公司,,,,,,,,,,,,,,2020/12/26,2022/12/26
160,工业用地,盐城市,阜宁县,阜宁县众森货物运输有限公司,益林镇管计村,50,挂牌,89,,2020,2020年4月,2020/4/27,4162.16,2,8324.32,阜宁县众森货物运输有限公司,,,,,,,,,,,,,,2020/12/26,2022/12/26
161,工业用地,盐城市,阜宁县,阜宁县亚顺包装制品厂,益林镇管计村,50,挂牌,82,,2020,2020年4月,2020/4/27,3821.41,2,7642.82,阜宁县亚顺包装制品厂,,,,,,,,,,,,,,2020/12/26,2022/12/26
162,工业用地,盐城市,阜宁县,阜宁县鑫之雅服装厂,益林镇管计村,50,挂牌,80,,2020,2020年4月,2020/4/27,3726.8,2,7453.6,阜宁县鑫之雅服装厂,,,,,,,,,,,,,,2020/12/26,2022/12/26
163,工业用地,盐城市,阜宁县,阜宁县定格礼品包装盒加工厂,益林镇管计村,50,挂牌,78,,2020,2020年4月,2020/4/27,3649.52,2,7299.04,阜宁县定格礼品包装盒加工厂,,,,,,,,,,,,,,2020/12/26,2022/12/26
164,工业用地,盐城市,东台市,东台百海富纳智能制造有限公司,头灶镇绿佳园食品东侧、镇北路北侧,50,挂牌,312.0408,,2020,2020年4月,2020/4/27,18248,1,18248,东台百海富纳智能制造有限公司,,,,,,,,,,,,,,2020/12/27,2021/12/27
165,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块二十六,射阳盐场海堤公路西侧地块二十六,50,协议,3953.7237,,2020,2020年4月,2020/4/24,1363353,1,1363353,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021/4/24,2023/4/23
166,公用设施用地,盐城市,射阳县,新农35千伏变电站改造工程,盐城市射阳县新洋农场农科所境内,,划拨,,,2020,2020年4月,2020/4/24,2512,1.5,3768,国网江苏省电力有限公司盐城供电分公司,,,,,,,,,,,,,,2021/4/1,2023/3/31
167,公用设施用地,盐城市,射阳县,千秋110千伏变电站新建工程,盐城市射阳县千秋镇振兴居委会境内,,划拨,,,2020,2020年4月,2020/4/24,4038,1.5,6057,国网江苏省电力有限公司盐城供电分公司,,,,,,,,,,,,,,2021/4/1,2023/3/31
168,盐田,盐城市,射阳县,射阳盐场海堤公路西侧地块四,射阳盐场海堤公路西侧地块四,50,协议,2551.5592,,2020,2020年4月,2020/4/24,879848,1,879848,江苏银宝控股集团有限公司,,,,,,,,,,,,,,2021/4/24,2023/4/23
169,机关团体用地,盐城市,盐都区,同桂村党群服务中心项目,盐城市盐都区盐渎街道办事处同桂村三组,,划拨,,,2020,2020年4月,2020/4/21,2118,0.38,804.84,盐城市盐都区人民政府盐渎街道办事处,,,,,,,,,,,,,,2020/8/21,2021/8/20
170,零售商业用地,盐城市,亭湖区,盐城市黄海东路16号招商厂地块,盐城市黄海东路16号,40,协议,21390.87,,2020,2020年4月,2020/4/21,21941.6,1,21941.6,盐城市市场监督管理局,,,,,,,,,,,,,,2020/7/21,2022/7/20
171,工业用地,盐城市,阜宁县,阜宁县永达风筒布有限责任公司,东沟镇永兴居委会,50,挂牌,127,,2020,2020年4月,2020/4/20,5955.12,2,11910.24,阜宁县永达风筒布有限责任公司,,,,,,,,,,,,,,2020/12/19,2022/12/19
172,工业用地,盐城市,阜宁县,阜宁县振亚石油机械厂,陈良镇陈良居委会,50,挂牌,73,,2020,2020年4月,2020/4/20,3484.84,2,6969.68,阜宁县振亚石油机械厂,,,,,,,,,,,,,,2020/12/19,2022/12/19
173,工业用地,盐城市,阜宁县,阜宁县鲲发金属制品厂,益林镇管计村,50,挂牌,73,,2020,2020年4月,2020/4/20,3424.65,2,6849.3,阜宁县鲲发金属制品厂,,,,,,,,,,,,,,2020/12/19,2022/12/19
174,工业用地,盐城市,阜宁县,盐城市新东方阀业有限公司,现代服务业园区新丰居委会,50,挂牌,63,,2020,2020年4月,2020/4/20,2911.2,2,5822.4,盐城市新东方阀业有限公司,,,,,,,,,,,,,,2020/12/19,2022/12/19
175,工业用地,盐城市,阜宁县,阜宁新能光伏电力有限公司,陈集镇陈集居委会,50,挂牌,58,,2020,2020年4月,2020/4/20,2745.43,1.2,3294.516,阜宁新能光伏电力有限公司,,,,,,,,,,,,,,2020/12/19,2022/12/19
176,工业用地,盐城市,阜宁县,舒恒管夹制造有限公司,阜宁经济开发区光明村,50,挂牌,44,,2020,2020年4月,2020/4/20,2094.47,2,4188.94,舒恒管夹制造有限公司,,,,,,,,,,,,,,2020/12/19,2022/12/19
177,工业用地,盐城市,阜宁县,盐城市宝华机械有限公司,现代服务业园区新丰居委会,50,挂牌,26,,2020,2020年4月,2020/4/20,1209.61,2,2419.22,盐城市宝华机械有限公司,,,,,,,,,,,,,,2020/12/19,2022/12/19
178,工业用地,盐城市,阜宁县,盐城市宝华机械有限公司,现代服务业园区新丰居委会,50,挂牌,9,,2020,2020年4月,2020/4/20,412.22,2,824.44,盐城市宝华机械有限公司,,,,,,,,,,,,,,2020/12/19,2022/12/19
179,城镇住宅用地,盐城市,阜宁县,江苏冠城伟业房地产开发有限公司,阜城街道办中岗村,70年，40年,挂牌,26471,,2020,2020年4月,2020/4/20,59199,2.5,147997.5,江苏冠城伟业房地产开发有限公司,,,,,,,,,,,,,,2021/7/20,2023/7/20
180,其他商服用地,盐城市,射阳县,县城市场服务中心,县城康平路南侧、路灯管理所东侧,40,协议,446.0804,,2020,2020年4月,2020/4/20,1873.5,0.27,505.845,射阳城市建设发展集团有限公司,,,,,,,,,,,,,,2020/4/20,2020/4/20
181,文化设施用地,盐城市,东台市,时堰镇牡丹文化广场,东台市时堰镇建设南路西侧牡丹园内,,划拨,16.6274,,2020,2020年4月,2020/4/17,1947,0.01,19.47,东台市泰东工业园区发展有限公司,,,,,,,,,,,,,,2020/10/10,2021/10/10
