编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
2256,工业用地,盐城市,建湖县,盐城君朋机械有限公司年产10万根光纤跳线、500台套拉索机械设备项目,庆丰镇东乔村四组,50,挂牌,37.092,,2018,2018年4月,2018/4/2,2248,1.2,2697.6,盐城君朋机械有限公司,,,,,,,,,,,,,,2018/10/18,2020/10/17
2257,工业用地,盐城市,建湖县,盐城锐晔液压管件有限公司新上年产20万件管子及管路附件项目,上冈镇榆西村一组、大团村二组,50,挂牌,93.924,,2018,2018年4月,2018/4/2,5218,1.2,6261.6,盐城锐晔液压管件有限公司,,,,,,,,,,,,,,2018/10/18,2020/10/17
2258,工业用地,盐城市,大丰市,江苏尚远橡塑科技有限公司,盐城市大丰区港区海晶工业园内,50,挂牌,650.1,,2018,2018年4月,2018/4/2,33338,1.2,40005.6,江苏尚远橡塑科技有限公司,,,,,,,,,,,,,,2018/10/4,2020/10/4
2259,公路用地,盐城市,亭湖区,纬九路东延（天山北路-经二路）,盐城市亭湖区大洋街道办事处大星村民委员会八组，亭湖经济开发区富康社区居民委员会十组、新民经济合作社二组,,划拨,0,,2018,2018年4月,2018/4/2,16784,1,16784,盐城市亭湖区住房和城乡建设局,,,,,,,,,,,,,,2018/8/1,2020/8/1
2260,公共设施用地,盐城市,阜宁县,农产品库房,金沙湖营港村五组,,划拨,0,,2018,2018年4月,2018/4/2,1012.27,0.6,607.362,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/4/12,2019/4/12
2261,港口码头用地,盐城市,经济技术开发区,万海物流项目,盐城经济技术开发区新城街道正丰村,50,挂牌,2768.7877,,2018,2018年4月,2018/4/2,106903,1.2,128283.6,江苏万海国际物流有限公司,,,,,,,,,,,,,,2018/10/2,2020/10/2
2262,公共设施用地,盐城市,阜宁县,公共设施用地,金沙湖喻口村五组,,划拨,0,,2018,2018年4月,2018/4/1,17.85,0.2,3.57,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/4/1,2019/4/1
2263,公共设施用地,盐城市,东台市,仙湖110千伏变电站,五烈镇唐介村,,划拨,0,,2018,2018年3月,2018/3/30,5303,1,5303,国网江苏省电力公司盐城供电公司,,,,,,,,,,,,,,2018/10/30,2020/10/30
2264,公路用地,盐城市,响水县,响水城市资产投资控股集团有限公司,黄海路东侧、银河路南侧,50,挂牌,808,,2018,2018年3月,2018/3/30,33842,1,33842,响水城市资产投资控股集团有限公司,,,,,,,,,,,,,,2018/9/1,2021/8/31
2265,中低价位、中小套型普通商品住房用地,盐城市,东台市,祥生地产集团有限公司,佛教文化园东侧地块一,40.7,挂牌,18935.532,,2018,2018年3月,2018/3/30,63756,1.2,76507.2,祥生地产集团有限公司,,,,,,,,,,,,,,2019/3/1,2022/3/1
2266,中低价位、中小套型普通商品住房用地,盐城市,东台市,祥生地产集团有限公司,佛教文化园东侧地块二,40.7,挂牌,19584.565,,2018,2018年3月,2018/3/30,65065,1.2,78078,祥生地产集团有限公司,,,,,,,,,,,,,,2019/3/1,2022/3/1
2267,工业用地,盐城市,东台市,智能制造孵化园（标准厂房）项目,头灶镇高新技术园区镇北路16号,50,挂牌,626.9715,,2018,2018年3月,2018/3/30,36665,0.7,25665.5,居家乐智能制造东台有限公司,,,,,,,,,,,,,,2018/11/30,2020/5/30
2268,其他商服用地,盐城市,盐都区,新城控股集团房地产开发有限公司,盐城市开创路东、海洋路北侧,40,挂牌,14599.575,,2018,2018年3月,2018/3/29,45270,2.8,126756,新城控股集团房地产开发有限公司,,,,,,,,,,,,,,2019/4/29,2022/4/28
2269,其他普通商品住房用地,盐城市,盐都区,新城控股集团房地产开发有限公司,盐城市弘智路东、海洋路北侧,70,挂牌,30711.975,,2018,2018年3月,2018/3/29,58499,1.5,87748.5,新城控股集团房地产开发有限公司,,,,,,,,,,,,,,2019/4/29,2022/4/28
2270,工业用地,盐城市,亭湖区,江苏欧焙佳食品有限公司,盐城市亭湖经济开发区南映社区居民委员会一组,50,挂牌,742.6496,,2018,2018年3月,2018/3/28,27104,1.4,37945.6,江苏欧焙佳食品有限公司,,,,,,,,,,,,,,2018/11/28,2021/11/28
2271,商务金融用地,盐城市,盐都区,盐城市城市建设投资集团有限公司,盐城市守正路东、海阔路北侧,40,挂牌,3977.4348,,2018,2018年3月,2018/3/28,38691,1.4,54167.4,盐城市城市建设投资集团有限公司,,,,,,,,,,,,,,2019/3/21,2022/3/20
2272,工业用地,盐城市,亭湖区,盐城海瀛实业投资有限公司,盐城市亭湖区环保科技城绍林村一组,50,挂牌,563.091,,2018,2018年3月,2018/3/28,22082,1.4,30914.8,盐城海瀛实业投资有限公司,,,,,,,,,,,,,,2018/11/28,2021/11/28
2273,公共设施用地,盐城市,东台市,安丰客运站,安丰镇安东村八组,,划拨,0,,2018,2018年3月,2018/3/28,19729,0.6,11837.4,江苏盐阜公路运输集团东台有限公司,,,,,,,,,,,,,,2018/11/28,2019/11/28
2274,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建农民安置房项目,钟庄街道桥东村姜成组,,划拨,0,,2018,2018年3月,2018/3/28,6105,2.2,13431,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/11,2020/12/10
2275,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建“姜成小区”安置房项目,钟庄街道桥东村姜成组,,划拨,0,,2018,2018年3月,2018/3/28,13312,1.9,25292.8,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/11,2020/12/10
2276,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建高桥村回迁房项目,近湖街道高桥村四组,,划拨,0,,2018,2018年3月,2018/3/28,9076,1.8,16336.8,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2277,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建钟庄社区回迁房项目,钟庄街道钟南村西南组,,划拨,0,,2018,2018年3月,2018/3/28,6469,1.5,9703.5,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2278,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建团结组回迁房项目,近湖街道高桥村三组,,划拨,0,,2018,2018年3月,2018/3/28,15128,2.5,37820,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2279,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司实施新东中心村工程项目,钟庄街道新东村新东组,,划拨,0,,2018,2018年3月,2018/3/28,63910,1.5,95865,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2280,工业用地,盐城市,建湖县,建湖县申茂软基材料有限公司年产5000万米塑料排水板技改项目,冈西镇顾顶村六组,48.92,协议,25.7808,,2018,2018年3月,2018/3/28,1572,0.7,1100.4,建湖县申茂软基材料有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2281,经济适用住房用地,盐城市,建湖县,建湖县开发区建设投资有限公司新建朱墩中心村安置房项目,钟庄街道杨庄村朱墩组,,划拨,0,,2018,2018年3月,2018/3/27,29236,1.2,35083.2,建湖县开发区建设投资有限公司,,,,,,,,,,,,,,2018/12/24,2020/12/23
2282,经济适用住房用地,盐城市,建湖县,建湖县上冈镇人民政府新建冈东社区万顷良田安置房项目,上冈镇榆西村五组、九组,,划拨,0,,2018,2018年3月,2018/3/26,5127,1,5127,建湖县上冈镇人民政府,,,,,,,,,,,,,,2018/6/28,2020/6/27
2283,其他普通商品住房用地,盐城市,城南新区,中海宏洋地产（盐城）有限公司,盐城市城南新区新都街道办事处东进居委会一组,70,挂牌,116019.03,,2018,2018年3月,2018/3/26,102945,2,205890,中海宏洋地产（盐城）有限公司,,,,,,,,,,,,,,2019/2/26,2022/2/25
2284,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建拆迁安置房（复兴新村）项目,上冈镇复兴村三组,,划拨,0,,2018,2018年3月,2018/3/26,19155,1,19155,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2018/10/24,2020/10/23
2285,公共设施用地,盐城市,盐都区,新英村便民服务中心及村卫生室,盐城市盐都区郭猛镇孙英村三组,,划拨,0,,2018,2018年3月,2018/3/26,2666,0.75,1999.5,盐城市盐都区人民政府潘黄街道办事处,,,,,,,,,,,,,,2018/7/26,2020/3/25
2286,其他普通商品住房用地,盐城市,城南新区,盐城市中梁信置业有限公司,盐城市城南新区新都街道办事处东进居委会六组,70,挂牌,49639.61,,2018,2018年3月,2018/3/23,65835,2.5,164587.5,盐城市中梁信置业有限公司,,,,,,,,,,,,,,2019/2/25,2022/2/25
2287,其他商服用地,盐城市,阜宁县,刘晓红,0.2806,40,协议,468.88,,2018,2018年3月,2018/3/23,2806,1.43,4012.58,刘晓红,,,,,,,,,,,,,,2018/5/22,2018/5/23
2288,工业用地,盐城市,阜宁县,富立康,高新技术产业开发区孙郑居委会,50,挂牌,1155,,2018,2018年3月,2018/3/23,66772.23,2,133544.46,江苏富立康物流有限公司,,,,,,,,,,,,,,2018/5/23,2019/5/23
2289,工业用地,盐城市,阜宁县,卧龙汽车零部件,高新技术产业开发区孙郑居委会,50,挂牌,347,,2018,2018年3月,2018/3/23,20035.06,2,40070.12,江苏卧龙汽车零部件有限公司,,,,,,,,,,,,,,2018/5/23,2019/5/23
2290,工业用地,盐城市,响水县,响水灌江建设发展有限公司,响水县生态化工园区境内,50,挂牌,897,,2018,2018年3月,2018/3/22,52711,0.11,5798.21,响水灌江建设发展有限公司,,,,,,,,,,,,,,2018/8/1,2021/7/31
2291,工业用地,盐城市,响水县,盐城泰和化学有限公司,响水县生态化工园区境内,50,挂牌,794,,2018,2018年3月,2018/3/22,46682,0.6,28009.2,盐城泰和化学有限公司,,,,,,,,,,,,,,2018/10/1,2021/9/30
2292,工业用地,盐城市,建湖县,建湖雄翔机械有限公司年产60000台（套）汽油发电机活赛环及99000件柴油机活赛环项目,建阳镇马厂村三组,50,挂牌,108.72,,2018,2018年3月,2018/3/22,6040,1.2,7248,建湖雄翔机械有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2293,工业用地,盐城市,阜宁县,金海风电项目一,芦蒲镇芦蒲村四组,50,挂牌,8,,2018,2018年3月,2018/3/22,484,1.2,580.8,江苏金海新能源发电有限公司,,,,,,,,,,,,,,2018/5/22,2019/5/22
2294,工业用地,盐城市,阜宁县,金海风电二,芦蒲镇芦蒲居委会四组,50,挂牌,8,,2018,2018年3月,2018/3/22,484,1.2,580.8,江苏金海新能源发电有限公司,,,,,,,,,,,,,,2018/5/22,2019/5/22
2295,工业用地,盐城市,阜宁县,金海新能源,芦蒲镇芦蒲村四组,50,挂牌,15,,2018,2018年3月,2018/3/22,917.96,1.2,1101.552,江苏金海新能源发电有限公司,,,,,,,,,,,,,,2018/5/22,2019/5/22
2296,工业用地,盐城市,阜宁县,金海风电（三）,芦蒲镇芦蒲居委会四组,50,挂牌,8,,2018,2018年3月,2018/3/22,484,1.2,580.8,江苏金海新能源发电有限公司,,,,,,,,,,,,,,2018/5/22,2019/5/22
2297,工业用地,盐城市,建湖县,建湖县星宇鞋材有限公司年产300万双鞋底项目,建阳镇马厂村三组,50,挂牌,167.922,,2018,2018年3月,2018/3/22,9329,1.2,11194.8,建湖县星宇鞋材有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2298,工业用地,盐城市,建湖县,盐城骏业电梯部件有限公司,建阳镇马厂村三组,50,挂牌,86.292,,2018,2018年3月,2018/3/22,4794,1.2,5752.8,盐城骏业电梯部件有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2299,工业用地,盐城市,建湖县,盐城市依诺威石化机械制造有限公司年产50000台（套）石油机械配件项目,建阳镇西尖村二组,50,挂牌,124.938,,2018,2018年3月,2018/3/22,6941,1.2,8329.2,盐城市依诺威石化机械制造有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2300,公共设施用地,盐城市,阜宁县,市民广场用地,金沙湖喻口村五组,,划拨,0,,2018,2018年3月,2018/3/22,135.95,1,135.95,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/4/1,2019/4/1
2301,公共设施用地,盐城市,阜宁县,农工食堂,金沙湖营港村五组,,划拨,0,,2018,2018年3月,2018/3/22,1101.29,1,1101.29,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/4/1,2019/4/1
2302,公共设施用地,盐城市,阜宁县,市民广场用地,金沙湖喻口村五组,,划拨,0,,2018,2018年3月,2018/3/22,206.21,1.1,226.831,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/4/1,2019/4/1
2303,公共设施用地,盐城市,阜宁县,市民广场用地,金沙湖喻口村五组,,划拨,0,,2018,2018年3月,2018/3/22,13.6,0.2,2.72,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/4/1,2019/4/1
2304,公共设施用地,盐城市,阜宁县,农产品实验室,金沙湖营港村四组,,划拨,0,,2018,2018年3月,2018/3/22,24683.2,0.3,7404.96,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/4/1,2019/4/1
2305,公共设施用地,盐城市,阜宁县,市民广场用地,金沙湖营港村二组,,划拨,0,,2018,2018年3月,2018/3/22,748.34,0.1,74.834,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/4/1,2019/4/1
2306,工业用地,盐城市,阜宁县,洪源食品地块,罗桥镇沿河村,50,挂牌,150,,2018,2018年3月,2018/3/21,9103.26,2,18206.52,盐城洪源食品有限公司,,,,,,,,,,,,,,2018/5/10,2020/5/10
2307,批发零售用地,盐城市,阜宁县,二零四国道东地块（柳集村）,沟墩镇柳集村,40,挂牌,1296,,2018,2018年3月,2018/3/21,20513.17,5.5,112822.435,阜宁县城市投资发展有限责任公司,,,,,,,,,,,,,,2018/6/8,2020/6/8
2308,批发零售用地,盐城市,阜宁县,新东村七组、毓龙路北地块,新沟镇新胜居委会一、七组,40,挂牌,614,,2018,2018年3月,2018/3/21,7466.7,3.5,26133.45,阜宁县城市投资发展有限责任公司,,,,,,,,,,,,,,2018/6/8,2020/6/8
2309,批发零售用地,盐城市,阜宁县,北京路南、毓龙路北地块,新沟镇新胜居委会一、七组,40,挂牌,654,,2018,2018年3月,2018/3/21,7959.8,3.5,27859.3,阜宁县城市投资发展有限责任公司,,,,,,,,,,,,,,2018/6/8,2020/6/8
2310,工业用地,盐城市,阜宁县,绿瑞特环境科技项目,澳洋工业园马河村,40,挂牌,466,,2018,2018年3月,2018/3/21,26951.85,2,53903.7,江苏绿瑞特环境科技有限公司,,,,,,,,,,,,,,2018/5/10,2020/5/10
2311,公共设施用地,盐城市,阜宁县,公共设施,金沙湖喻口村五组,,划拨,0,,2018,2018年3月,2018/3/21,119.56,0.2,23.912,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/31,2019/3/31
2312,公共设施用地,盐城市,阜宁县,公共设施,金沙湖喻口村五组,,划拨,0,,2018,2018年3月,2018/3/21,4626.15,0.1,462.615,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/31,2019/3/31
2313,公共设施用地,盐城市,阜宁县,公共设施用地,金沙湖喻口村五组,,划拨,0,,2018,2018年3月,2018/3/21,16.07,0.2,3.214,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/31,2019/3/31
2314,公共设施用地,盐城市,阜宁县,公共设施用地,金沙湖营港村三组,,划拨,0,,2018,2018年3月,2018/3/21,1365.79,0.1,136.579,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/31,2019/3/31
2315,公共设施用地,盐城市,阜宁县,公共设施用地,金沙湖喻口村五组,,划拨,0,,2018,2018年3月,2018/3/21,27.78,0.2,5.556,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/31,2019/3/31
2316,公共设施用地,盐城市,阜宁县,公共设施用地,金沙湖营港村四组,,划拨,0,,2018,2018年3月,2018/3/21,25853.03,0.1,2585.303,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/31,2019/3/31
2317,公共设施用地,盐城市,阜宁县,公共厕所用地,金沙湖营港村四组,,划拨,0,,2018,2018年3月,2018/3/21,3873.04,0.1,387.304,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/31,2019/3/31
2318,工业用地,盐城市,建湖县,江苏富亚给排水科技有限公司年产60000立方米高强装配式水箱项目,建阳镇马厂村三组,50,挂牌,217.08,,2018,2018年3月,2018/3/21,12060,1.2,14472,江苏富亚给排水科技有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2319,工业用地,盐城市,建湖县,盐城欢跃食品有限公司年产250万袋藕粉圆子项目,建阳镇马厂村三组,50,挂牌,51.498,,2018,2018年3月,2018/3/21,2861,1.2,3433.2,盐城欢跃食品有限公司,,,,,,,,,,,,,,2018/12/31,2020/12/30
2320,工业用地,盐城市,滨海县,江苏辛氏钢结构工程有限公司,滨海港镇民营园,50,挂牌,141.95,,2018,2018年3月,2018/3/20,13391.7,0.7,9374.19,江苏辛氏钢构工程有限公司,,,,,,,,,,,,,,2019/3/7,2021/5/25
2321,仓储用地,盐城市,滨海县,滨海县滨海港投资开发有限公司,滨海港经济区海堤公路西侧,50,挂牌,2941.52,,2018,2018年3月,2018/3/20,123076.2,1,123076.2,滨海县滨海港投资开发有限公司,,,,,,,,,,,,,,2019/3/15,2021/4/8
2322,工业用地,盐城市,建湖县,江苏应龙光学科技有限公司防眩显示屏（AG玻璃、触摸屏盖板玻璃、贴合成品屏幕）项目,建阳镇西尖村二组、丰喜村一组、二组,50,挂牌,740.556,,2018,2018年3月,2018/3/20,61713,1.2,74055.6,江苏应龙光学科技有限公司,,,,,,,,,,,,,,2018/10/6,2020/10/5
2323,工业用地,盐城市,建湖县,江苏优特莫森机械有限公司特种高中压流体机械配件项目,建阳镇瓦瓷村二组,50,挂牌,856.134,,2018,2018年3月,2018/3/20,47563,1.2,57075.6,江苏优特莫森机械有限公司,,,,,,,,,,,,,,2018/10/6,2020/10/5
2324,公共设施用地,盐城市,阜宁县,市民广场,金沙湖喻口村五组,,划拨,0,,2018,2018年3月,2018/3/20,5714.35,0.1,571.435,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/30,2019/3/30
2325,公共设施用地,盐城市,阜宁县,公共设施,金沙湖营港村五组,,划拨,0,,2018,2018年3月,2018/3/20,837.88,0.1,83.788,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/30,2019/3/30
2326,公共设施用地,盐城市,阜宁县,公共设施用地,金沙湖营港村五组,,划拨,0,,2018,2018年3月,2018/3/20,187.35,0.2,37.47,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/30,2019/3/30
2327,其他商服用地,盐城市,建湖县,城南初中西侧、严桥路南侧地块,城南初中西侧、严桥路南侧地块,40,挂牌,38830,,2018,2018年3月,2018/3/20,75950,2,151900,常州新城房地产开发有限公司,,,,,,,,,,,,,,2019/3/15,2021/3/15
2328,工业用地,盐城市,大丰市,盐城市舒润床上用品有限公司,盐城市大丰区大中镇舒润南侧地块,50,挂牌,19.17,,2018,2018年3月,2018/3/20,983,1.5,1474.5,盐城市舒润床上用品有限公司,,,,,,,,,,,,,,2018/9/22,2020/9/22
2329,工业用地,盐城市,盐都区,江苏苏动电力有限公司,盐城市盐都区楼王镇利民居委会一、二组,50,挂牌,86,,2018,2018年3月,2018/3/20,5000,1.6,8000,江苏苏动动力有限公司,,,,,,,,,,,,,,2018/11/20,2020/11/19
2330,工业用地,盐城市,盐都区,盐城市远志农机有限公司,盐城市盐都区楼王镇利民居委会二组,50,挂牌,114.8893,,2018,2018年3月,2018/3/20,6641,1.6,10625.6,盐城市远志农机有限公司,,,,,,,,,,,,,,2018/11/20,2020/11/19
2331,工业用地,盐城市,建湖县,江苏盛恒液压机械有限公司年产8万台齿轮泵和1.5万台油缸项目,建阳镇马厂村三组,50,挂牌,191.286,,2018,2018年3月,2018/3/20,10627,1.2,12752.4,江苏盛恒液压机械有限公司,,,,,,,,,,,,,,2018/10/6,2020/10/5
2332,工业用地,盐城市,盐都区,江苏明环医疗用品有限公司,盐城市盐都区学富镇时杨居委会三组,50,挂牌,61.1064,,2018,2018年3月,2018/3/20,3772,1.6,6035.2,江苏明环医疗用品有限公司,,,,,,,,,,,,,,2019/3/19,2021/3/18
2333,港口码头用地,盐城市,盐都区,盐城市盐都区楼王村镇建设综合开发有限公司,盐城市盐都区楼王镇江庄村四组,50,挂牌,229.362,,2018,2018年3月,2018/3/20,13335,0.3,4000.5,盐城市盐都区楼王镇建设综合开发有限公司,,,,,,,,,,,,,,2019/3/19,2021/3/18
2334,机场用地,盐城市,射阳县,江苏省盐城南洋机场改扩建工程,射阳县特庸镇,,划拨,0,,2018,2018年3月,2018/3/19,7200,1,7200,射阳县特庸镇人民政府,,,,,,,,,,,,,,2018/9/18,2020/9/17
2335,工业用地,盐城市,射阳县,江苏七彩纺织染整有限公司,射阳县临海镇七彩染整有限公司北侧,50,挂牌,30.3849,,2018,2018年3月,2018/3/19,2067,2.5,5167.5,江苏七彩纺织染整有限公司,,,,,,,,,,,,,,2018/11/28,2020/11/27
2336,工业用地,盐城市,射阳县,江苏亿昌纺织有限公司,射阳县临海镇盛泰克纺织北侧2#,50,挂牌,131.4915,,2018,2018年3月,2018/3/19,8945,2.5,22362.5,江苏亿昌纺织有限公司,,,,,,,,,,,,,,2018/11/28,2020/11/27
2337,工业用地,盐城市,射阳县,上海题桥江苏纺织科技有限公司,射阳县临海镇题桥纺织西侧,50,挂牌,205.8588,,2018,2018年3月,2018/3/19,14004,2.5,35010,上海题桥江苏纺织科技有限公司,,,,,,,,,,,,,,2018/11/28,2020/11/27
2338,工业用地,盐城市,射阳县,江苏米澜纺织印染有限公司,射阳县临海镇染整区悦达众翔南侧,50,挂牌,689.8048,,2018,2018年3月,2018/3/19,46925.5,2.5,117313.75,江苏米澜纺织印染有限公司,,,,,,,,,,,,,,2018/11/28,2020/11/27
2339,工业用地,盐城市,射阳县,射阳县鼎成建设有限公司,射阳县临海镇染整园区盛泰克西侧,50,挂牌,821.0788,,2018,2018年3月,2018/3/19,55855.7,2.5,139639.25,射阳县鼎成建设有限公司,,,,,,,,,,,,,,2018/11/28,2020/11/27
2340,工业用地,盐城市,射阳县,江苏亿昌纺织有限公司,射阳县临海镇盛泰克纺织北侧1#,50,挂牌,92.2425,,2018,2018年3月,2018/3/19,6275,2.5,15687.5,江苏亿昌纺织有限公司,,,,,,,,,,,,,,2018/11/28,2020/11/27
2341,工业用地,盐城市,射阳县,江苏米澜纺织印染有限公司,射阳县临海镇染整园区悦达众翔南侧,50,挂牌,208.643,,2018,2018年3月,2018/3/19,14193.4,2.5,35483.5,江苏米澜纺织印染有限公司,,,,,,,,,,,,,,2018/11/28,2020/11/27
2342,工业用地,盐城市,射阳县,江苏浩帮重钢制造有限公司,射阳经济开发区西开发区福建路东侧,50,挂牌,511.3771,,2018,2018年3月,2018/3/19,30259,2.5,75647.5,江苏浩帮重钢制造有限公司,,,,,,,,,,,,,,2018/11/28,2020/11/27
2343,工业用地,盐城市,射阳县,江苏米澜纺织印染有限公司,射阳县临海镇染整区悦达众翔南侧,50,挂牌,318.8812,,2018,2018年3月,2018/3/19,21692.6,2.5,54231.5,江苏米澜纺织印染有限公司,,,,,,,,,,,,,,2018/11/28,2020/11/27
2344,经济适用住房用地,盐城市,射阳县,新宏安置区,江苏省射阳经济开发区新宏村村民委员会,,划拨,0,,2018,2018年3月,2018/3/19,23087,1.2,27704.4,江苏省射阳经济开发区新宏村村民委员会,,,,,,,,,,,,,,2018/9/19,2020/9/18
2345,公共设施用地,盐城市,阜宁县,公共设施,金沙湖营港村三组,,划拨,0,,2018,2018年3月,2018/3/19,1863.05,0.3,558.915,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/29,2019/3/29
2346,公共设施用地,盐城市,阜宁县,公园广场用地,金沙湖喻口村八组,,划拨,0,,2018,2018年3月,2018/3/19,46475,0.1,4647.5,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/29,2019/3/29
2347,公路用地,盐城市,东台市,富源大道东延,富安工业园区,,划拨,0,,2018,2018年3月,2018/3/19,19194,1,19194,东台市富安镇人民政府,,,,,,,,,,,,,,2018/11/19,2019/11/19
2348,公共设施用地,盐城市,阜宁县,公共设施用房,金沙湖喻口村五组,,划拨,0,,2018,2018年3月,2018/3/19,1007.33,0.2,201.466,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/29,2019/3/29
2349,公共设施用地,盐城市,阜宁县,公共设施,金沙湖营港村五组,,划拨,0,,2018,2018年3月,2018/3/19,2250.4,0.4,900.16,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/29,2019/3/29
2350,公共设施用地,盐城市,阜宁县,公共设施,金沙湖营港村五组,,划拨,0,,2018,2018年3月,2018/3/19,268.66,0.1,26.866,江苏阜农投资有限公司,,,,,,,,,,,,,,2018/3/29,2019/3/29
2351,工业用地,盐城市,大丰市,盐城大丰天州机械制造有限公司,盐城市大丰区草庙居委会三组、四组,50,挂牌,393.9,,2018,2018年3月,2018/3/19,20200,1.2,24240,盐城大丰天州机械制造有限公司,,,,,,,,,,,,,,2018/9/21,2020/9/21
2352,工业用地,盐城市,射阳县,江苏彩仑印染有限公司,射阳县临海镇欧斯曼北侧,50,挂牌,507.5028,,2018,2018年3月,2018/3/19,34524,2.5,86310,江苏彩仑印染有限公司,,,,,,,,,,,,,,2018/11/28,2020/11/27
2353,工业用地,盐城市,射阳县,江苏盛泰克纺织印染有限公司,射阳县临海镇染整区盛泰克印染有限公司西侧,50,挂牌,593.1156,,2018,2018年3月,2018/3/19,40348,2.5,100870,江苏盛泰克纺织印染有限公司,,,,,,,,,,,,,,2018/11/28,2020/11/27
2354,医卫慈善用地,盐城市,射阳县,新建陈洋敬老院,江苏省射阳经济开发区陈洋居居民委员会,,划拨,0,,2018,2018年3月,2018/3/19,10072,1.2,12086.4,陈洋敬老院,,,,,,,,,,,,,,2018/9/19,2020/9/18
2355,医卫慈善用地,盐城市,射阳县,建设新城区人民医院,兴阳路西侧、幸福大道南侧,,划拨,0,,2018,2018年3月,2018/3/19,101367.4,1.2,121640.88,射阳县国有资产有限公司,,,,,,,,,,,,,,2018/9/19,2020/9/18
2356,公共设施用地,盐城市,射阳县,新建射阳县气象业务科普中心和观测站,射阳县合德镇,,划拨,,,2018,2018年3月,2018/3/19,10163,1,10163,射阳县气象局,,,,,,,,,,,,,,2018/9/19,2020/9/18
2357,科教用地,盐城市,射阳县,新建盘湾小学二期,盘湾镇,,划拨,0,,2018,2018年3月,2018/3/19,6063,1.2,7275.6,射阳县盘湾镇人民政府,,,,,,,,,,,,,,2018/9/19,2020/9/18
2358,廉租住房用地,盐城市,射阳县,红星安置区,兴桥镇红星居委会,,划拨,0,,2018,2018年3月,2018/3/19,7787,1.2,9344.4,射阳县兴桥镇人民政府,,,,,,,,,,,,,,2018/9/19,2020/9/18
2359,经济适用住房用地,盐城市,射阳县,233省道安置区,射阳县海河镇,,划拨,0,,2018,2018年3月,2018/3/19,15727,1.2,18872.4,射阳县海河镇人民政府,,,,,,,,,,,,,,2018/9/19,2020/9/18
2360,公共设施用地,盐城市,城南新区,盐城城投智能停车场建设管理有限公司,盐城市城南新区黄海街道办事处东闸村民委员会（开放大道东、海桐路北侧）,40,挂牌,1079.064,,2018,2018年3月,2018/3/16,6423,0.86,5523.78,盐城城投智能停车场建设管理有限公司,,,,,,,,,,,,,,2018/10/16,2021/10/15
