编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,容积,率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
2460,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建拆迁安置房（大团新村）项目,上冈镇大团村五组,,划拨,,0,,2018,2018年2月,2018年2月28日,33015,1.000.00,1,1,,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2018年6月28日,2020年6月27日
2461,经济适用住房用地,盐城市,建湖县,建湖县上冈镇建设环保服务中心新建榆西村拆迁安置房项目,上冈镇榆西村五组,,划拨,,0,,2018,2018年2月,2018年2月28日,16955,1.000.00,1,1,,建湖县上冈镇建设环保服务中心,,,,,,,,,,,,,,2018年6月28日,2020年6月27日
2462,工业用地,盐城市,亭湖区,盐城市亭湖区诚意纺织设备厂,盐城市环保科技城庆丰村九组,50,挂牌出让,,271.75,,2018,2018年2月,2018年2月26日,10870,0.801.40,0.8,1.4,,盐城市亭湖区诚意纺织设备厂,,,,,,,,,,,,,,2018年10月26日,2021年10月26日
2463,工业用地,盐城市,亭湖区,盐城隆光机械有限公司,盐城市亭湖区便仓镇富民居委会五组,50,挂牌出让,,117.7238,,2018,2018年2月,2018年2月26日,5074.3,0.801.40,0.8,1.4,,盐城隆光机械有限公司,,,,,,,,,,,,,,2018年10月26日,2020年10月26日
2464,工业用地,盐城市,亭湖区,江苏兰丰环保科技有限公司,盐城市亭湖区环保科技城凤洋村民委员会二组,50,挂牌出让,,821.4881,,2018,2018年2月,2018年2月26日,32215.22,0.801.40,0.8,1.4,,江苏兰丰环保科技有限公司,,,,,,,,,,,,,,2018年10月26日,2021年10月26日
2465,工业用地,盐城市,亭湖区,盐城奕州新型材料有限公司,盐城市亭湖区环保科技城绍林村民委员会一组,50,挂牌出让,,679.983,,2018,2018年2月,2018年2月26日,26666,1.001.40,1,1.4,,盐城奕州新型材料有限公司,,,,,,,,,,,,,,2018年10月26日,2021年10月26日
2466,工业用地,盐城市,盐城市本级,光耀高端智能摄像镜头项目,盐城经济技术开发区北舍村、中舍村、蔡尖村,50,挂牌出让,,2463.9104,,2018,2018年2月,2018年2月26日,95872,0.702.00,0.7,2,,光耀光学（盐城）有限公司,,,,,,,,,,,,,,2018年8月26日,2020年8月26日
2467,工业用地,盐城市,阜宁县,中科天工电气控股有限公司,开发区光明居委会,50,协议出让,,1.8144,,2018,2018年2月,2018年2月26日,108,0.702.00,0.7,2,,中科天工电气控股有限公司,,,,,,,,,,,,,,2018年4月27日,2019年4月27日
2468,工业用地,盐城市,东台市,东台市鑫丰置业有限公司,东台市安丰镇安南工业园区,50,挂牌出让,,607.392,,2018,2018年2月,2018年2月24日,35520,0.700.00,0.7,0.7,,东台市鑫丰置业有限公司,,,,,,,,,,,,,,2018年10月24日,2019年10月24日
2469,工业用地,盐城市,射阳县,江苏南翔橡胶制品有限公司,射阳县射阳港经济开发区汉蓝西侧,50,挂牌出让,,479.7072,,2018,2018年2月,2018年2月23日,33313,0.702.50,0.7,2.5,,江苏南翔橡胶制品有限公司,,,,,,,,,,,,,,2018年10月26日,2020年10月25日
2470,中低价位、中小套型普通商品住房用地,盐城市,滨海县,上海新碧房地产开发有限公司,滨海县师苑路北侧、G204国道东侧,70,挂牌出让,,10397.906,,2018,2018年2月,2018年2月22日,18274,1.002.20,1,2.2,,上海新碧房地产开发有限公司,,,,,,,,,,,,,,2018年4月23日,2020年4月23日
2471,工业用地,盐城市,滨海县,滨海县朗科生物科技有限公司,天场海关村、农业园大关村,50,挂牌出让,,122.1,,2018,2018年2月,2018年2月20日,11740,0.700.00,0.7,0.7,,滨海县朗科生物科技有限公司,,,,,,,,,,,,,,2018年12月21日,2021年1月15日
2472,公共设施用地,盐城市,滨海县,殡仪馆,东坎镇新安村、界牌镇周庄村（陶圩河西侧）,,划拨,,0,,2018,2018年2月,2018年2月15日,133340,0.000.00,0,1,,滨海县住房和城乡建设局,,,,,,,,,,,,,,2019年2月14日,2021年3月20日
2473,其他普通商品住房用地,盐城市,盐都区,时泽军,盐龙街道办经二路东、纬五路北,70,挂牌出让,,26363.0205,,2018,2018年2月,2018年2月14日,49845,1.001.80,1,1.8,,时泽军,,,,,,,,,,,,,,2019年4月14日,2022年4月13日
2474,其他普通商品住房用地,盐城市,射阳县,射阳国投置业有限公司,清华园北侧地块,70,挂牌出让,,5470,,2018,2018年2月,2018年2月14日,12019,1.002.50,1,2.5,,射阳国投置业有限公司,,,,,,,,,,,,,,2018年12月14日,2021年12月14日
2475,其他普通商品住房用地,盐城市,射阳县,射阳国投凤凰汇置业有限公司,新城区人民医院东城地块,70,挂牌出让,,15500,,2018,2018年2月,2018年2月14日,31290.4,1.004.50,1,4.5,,射阳国投凤凰汇置业有限公司,,,,,,,,,,,,,,2018年12月14日,2021年12月14日
2476,商务金融用地,盐城市,亭湖区,黄后奎,盐城市亭湖区大洋街道大星村六组,40,挂牌出让,,1253.8681,,2018,2018年2月,2018年2月13日,5650.6,0.002.70,0,2.7,,黄后奎,,,,,,,,,,,,,,2019年2月13日,2022年2月13日
2477,工业用地,盐城市,建湖县,建湖县龙腾新型建材有限公司年产12万立方新型墙体材料项目（烧结保温砖）,芦沟镇红亮村二组,50,挂牌出让,,986.1225,,2018,2018年2月,2018年2月13日,59765,0.701.20,0.7,1.2,,建湖县龙腾新型建材有限公司,,,,,,,,,,,,,,2018年8月31日,2020年8月30日
2478,工业用地,盐城市,建湖县,建湖县坤泰纺织有限公司特种晴纶纱技改扩能项目,冈西镇嵇舍村一组,50,挂牌出让,,100.7985,,2018,2018年2月,2018年2月13日,6109,1.001.20,1,1.2,,建湖县坤泰纺织有限公司,,,,,,,,,,,,,,2018年8月31日,2020年8月30日
2479,工业用地,盐城市,建湖县,江苏华伟纺织有限公司特种纺织纱项目,冈西镇嵇舍村一组,50,挂牌出让,,98.802,,2018,2018年2月,2018年2月13日,5988,1.001.20,1,1.2,,江苏华伟纺织有限公司,,,,,,,,,,,,,,2018年8月31日,2020年8月30日
2480,工业用地,盐城市,建湖县,建湖县盛源软基材料有限公司年产800万米塑料排水板技改项目,冈西镇顾顶村六组,50,挂牌出让,,36.6135,,2018,2018年2月,2018年2月13日,2219,1.001.20,1,1.2,,建湖县盛源软基材料有限公司,,,,,,,,,,,,,,2018年8月31日,2020年8月30日
2481,其他商服用地,盐城市,东台市,东台惠民城镇化建设发展有限公司,纬七路北侧、滨河路西侧,40.7,挂牌出让,,3183.12,,2018,2018年2月,2018年2月12日,8842,1.002.30,1,2.3,,东台惠民城镇化建设发展有限公司,,,,,,,,,,,,,,2018年10月12日,2021年10月12日
2482,其他商服用地,盐城市,东台市,东台惠民城镇化建设发展有限公司,纬七路北侧、滨河路西侧,40.7,挂牌出让,,3600,,2018,2018年2月,2018年2月12日,10000,1.002.30,1,2.3,,东台惠民城镇化建设发展有限公司,,,,,,,,,,,,,,2018年10月12日,2021年10月12日
2483,其他商服用地,盐城市,东台市,东台惠民城镇化建设发展有限公司,纬七路北侧、滨河路西侧,40.7,挂牌出让,,7200,,2018,2018年2月,2018年2月12日,20000,1.002.30,1,2.3,,东台惠民城镇化建设发展有限公司,,,,,,,,,,,,,,2018年10月12日,2021年10月12日
2484,其他普通商品住房用地,盐城市,射阳县,射阳国投凤凰汇置业有限公司,千鹤湖公园西侧地块,70,挂牌出让,,22000,,2018,2018年2月,2018年2月12日,41787.7,1.003.80,1,3.8,,射阳国投凤凰汇置业有限公司,,,,,,,,,,,,,,2018年12月12日,2021年12月12日
2485,其他商服用地,盐城市,射阳县,射阳县城建置业有限公司,幸福大道南侧海都路东侧3号地块,40,挂牌出让,,9680,,2018,2018年2月,2018年2月12日,49447.3,1.002.00,1,2,,射阳县城建置业有限公司,,,,,,,,,,,,,,2018年12月12日,2021年12月12日
2486,科教用地,盐城市,射阳县,新建同心实验幼儿园项目,射阳县合德镇解放西路南侧、县人武部对面,,划拨,,0,,2018,2018年2月,2018年2月11日,8321,0.001.00,0,1,,射阳县同心小学,,,,,,,,,,,,,,2018年5月2日,2020年5月1日
2487,经济适用住房用地,盐城市,盐都区,盐城咏恒投资发展有限公司,盐都区盐龙街道办事处方向居委会,56,协议出让,,469.2408,,2018,2018年2月,2018年2月8日,1428,1.001.50,1,1.5,,盐城咏恒投资发展有限公司,,,,,,,,,,,,,,2018年5月8日,2018年6月8日
2488,工业用地,盐城市,亭湖区,奥夫食品股份有限公司,盐城市亭湖区新洋街道办事处袁河村民委员会十三组,50,挂牌出让,,923.2964,,2018,2018年2月,2018年2月7日,33332,1.001.40,1,1.4,,奥夫食品股份有限公司,,,,,,,,,,,,,,2018年10月7日,2021年10月7日
2489,工业用地,盐城市,亭湖区,盐城三林纺织品有限公司,盐城市亭湖区新兴镇同心村民委员会三组,50,挂牌出让,,377.02,,2018,2018年2月,2018年2月7日,13465,1.001.40,1,1.4,,盐城三林纺织品有限公司,,,,,,,,,,,,,,2018年10月7日,2021年10月7日
2490,工业用地,盐城市,响水县,江苏京环隆亨纸业有限公司,港电大道北侧、326省道西侧,50,挂牌出让,,55,,2018,2018年2月,2018年2月6日,3419,0.800.00,0.8,0.8,,江苏京环隆亨纸业有限公司,,,,,,,,,,,,,,2018年8月1日,2021年7月31日
2491,工业用地,盐城市,响水县,响水县灌江新城建设发展有限公司,小尖镇204国道东侧,50,挂牌出让,,8420,,2018,2018年2月,2018年2月6日,160415,0.801.20,0.8,1.2,,响水县灌江新城建设发展有限公司,,,,,,,,,,,,,,2018年8月1日,2021年7月31日
2492,工业用地,盐城市,响水县,江苏京环隆亨纸业有限公司,港电大道北侧、326省道西侧,50,挂牌出让,,29,,2018,2018年2月,2018年2月6日,1789,0.800.00,0.8,0.8,,江苏京环隆亨纸业有限公司,,,,,,,,,,,,,,2018年8月1日,2021年7月31日
2493,公共设施用地,盐城市,大丰市,洋心垃圾中转站建设项目,盐城市大丰区白驹镇王港河南侧,,划拨,,0,,2018,2018年2月,2018年2月6日,1021,0.001.00,0,1,,盐城市大丰区白驹镇人民政府,,,,,,,,,,,,,,2018年8月7日,2020年8月7日
2494,公共设施用地,盐城市,大丰市,拉网式农村环境综合整治裕华居委会生活垃圾压缩站项目,盐城市大丰区大中镇裕华居委会三组,,划拨,,0,,2018,2018年2月,2018年2月6日,5994,0.000.00,0,1,,盐城市大丰区大中镇裕华社区居民委员会,,,,,,,,,,,,,,2018年8月7日,2020年8月7日
2495,工业用地,盐城市,建湖县,盐城东森源机械管件有限公司新上年产3万件管件及2万只法兰项目,近湖街道西葛村何沟组,50,挂牌出让,,36.818,,2018,2018年2月,2018年2月5日,1796,0.701.20,0.7,1.2,,盐城东森源机械管件有限公司,,,,,,,,,,,,,,2018年8月13日,2020年8月12日
2496,工业用地,盐城市,建湖县,盐城亿通工业炉有限公司新上年产50台（套）热处理台式车电阻炉、30000件液压油缸及30000件液压油管项目,近湖街道西葛村朱墩组,50,挂牌出让,,82.4715,,2018,2018年2月,2018年2月5日,4023,0.701.20,0.7,1.2,,盐城亿通工业炉有限公司,,,,,,,,,,,,,,2018年8月13日,2020年8月12日
2497,工业用地,盐城市,建湖县,江苏苏星机械制造有限公司年产6000台（体吸式风机）农业机械设备项目,近湖街道西葛村前庄组,50,挂牌出让,,179.0265,,2018,2018年2月,2018年2月5日,8733,0.701.20,0.7,1.2,,江苏苏星机械制造有限公司,,,,,,,,,,,,,,2018年8月13日,2020年8月12日
2498,工业用地,盐城市,建湖县,建湖明轩机械有限公司年产5万台套石油多路阀项目,近湖街道西葛村一组,50,挂牌出让,,68.2445,,2018,2018年2月,2018年2月5日,3329,0.701.20,0.7,1.2,,建湖明轩机械有限公司,,,,,,,,,,,,,,2018年8月13日,2020年8月12日
2499,工业用地,盐城市,建湖县,建湖恒泽电力设备有限公司新上年产5000扇防盗门及5000套配电柜生产项目,近湖街道镇北村十五组,50,挂牌出让,,56.0265,,2018,2018年2月,2018年2月5日,2733,0.701.20,0.7,1.2,,建湖恒泽电力设备有限公司,,,,,,,,,,,,,,2018年8月13日,2020年8月12日
2500,工业用地,盐城市,大丰市,沪苏大丰产业联动集聚区开发建设有限公司,盐城市大丰区沪苏产业联动集聚区内,50,挂牌出让,,1083.8,,2018,2018年2月,2018年2月5日,55579,0.701.20,0.7,1.2,,沪苏大丰产业联动集聚区开发建设有限公司,,,,,,,,,,,,,,2018年8月7日,2020年8月7日
2501,工业用地,盐城市,射阳县,射阳县洪美食品有限公司,射阳县黄沙港镇怡美食品东侧,50,挂牌出让,,235.2441,,2018,2018年2月,2018年2月5日,16003,0.702.50,0.7,2.5,,射阳县洪美食品有限公司,,,,,,,,,,,,,,2018年10月10日,2020年10月9日
2502,工业用地,盐城市,盐都区,盐城进阳汽车配件有限公司,盐城市盐都区盐龙街道办事处跃马居委会三组,50,挂牌出让,,733.8747,,2018,2018年2月,2018年2月5日,33207,1.001.60,1,1.6,,盐城进阳汽车配件有限公司,,,,,,,,,,,,,,2018年10月5日,2020年10月4日
2503,其他普通商品住房用地,盐城市,响水县,盐城盛科达置业有限公司,珠江路南侧、北海路西侧,70,挂牌出让,,29189,,2018,2018年2月,2018年2月2日,69775,1.001.80,1,1.8,,盐城盛科达置业有限公司,,,,,,,,,,,,,,2018年8月1日,2021年7月31日
2504,其他普通商品住房用地,盐城市,响水县,陈怀英,长江东路北侧、和谐路东侧,70,挂牌出让,,10568,,2018,2018年2月,2018年2月2日,28618,1.001.60,1,1.6,,陈怀英,,,,,,,,,,,,,,2018年8月1日,2021年7月31日
2505,其他普通商品住房用地,盐城市,响水县,江苏中奥首府置业有限公司,北海路东侧、浦江路北侧,70,挂牌出让,,23200,,2018,2018年2月,2018年2月2日,64013,1.001.80,1,1.8,,江苏中奥首府置业有限公司,,,,,,,,,,,,,,2018年8月1日,2021年7月31日
2506,工业用地,盐城市,阜宁县,谊久环保科技地块,新沟镇新沟村,50,挂牌出让,,100,,2018,2018年2月,2018年2月2日,5997.23,0.702.00,0.7,2,,江苏谊久环保科技有限公司,,,,,,,,,,,,,,2018年3月16日,2020年3月15日
2507,医卫慈善用地,盐城市,东台市,南沈灶镇敬老院,东台市南沈灶镇大桥南路西侧,,划拨,,0,,2018,2018年2月,2018年2月2日,7396,0.001.20,0,1.2,,东台市南沈灶镇人民政府,,,,,,,,,,,,,,2018年2月28日,2018年6月29日
2508,公共设施用地,盐城市,射阳县,职工活动用房,临海农场四分场23大队营区,,划拨,,0,,2018,2018年2月,2018年2月2日,6024.5,0.001.00,0,1,,江苏省临海农场,,,,,,,,,,,,,,2018年5月1日,2020年4月30日
2509,工业用地,盐城市,盐城市本级,东方污水处理厂扩能工程项目,盐城经济技术开发区新城街道蔡尖社区居委会、正丰村,50,挂牌出让,,1236.8027,,2018,2018年2月,2018年2月1日,47753,0.000.50,0,0.5,,江苏东方水务有限公司,,,,,,,,,,,,,,2018年8月1日,2020年8月1日
2510,公路用地,盐城市,大丰市,江都路道路工程项目,盐城市大丰区大丰港苏四路东侧、海丰路西侧,,划拨,,0,,2018,2018年2月,2018年2月1日,12223,0.000.00,0,1,,沪苏大丰产业联动集聚区开发建设有限公司,,,,,,,,,,,,,,2018年8月2日,2020年8月2日
2511,公路用地,盐城市,大丰市,登丰路道路工程项目,盐城市大丰区大丰港苏四路东侧、海丰路西侧,,划拨,,0,,2018,2018年2月,2018年2月1日,9489,0.000.00,0,1,,沪苏大丰产业联动集聚区开发建设有限公司,,,,,,,,,,,,,,2018年8月1日,2020年8月1日
2512,经济适用住房用地,盐城市,建湖县,建湖县恒济镇人民政府新建新型农村社区项目,恒济镇孟庄居委会七组,,划拨,,0,,2018,2018年1月,2018年1月31日,15399,1.001.50,1,1.5,,建湖县恒济镇人民政府,,,,,,,,,,,,,,2018年8月27日,2020年8月26日
2513,经济适用住房用地,盐城市,建湖县,建湖县恒济镇人民政府新建新型农村社区项目,恒济镇孟庄居委会七组,,划拨,,0,,2018,2018年1月,2018年1月31日,21985,1.001.50,1,1.5,,建湖县恒济镇人民政府,,,,,,,,,,,,,,2018年8月27日,2020年8月26日
2514,住宿餐饮用地,盐城市,大丰市,武汉恩卡普汽车检测技术有限公司,大丰港经济区海洋科教城内，汽车试验场北侧,40,挂牌出让,,296,,2018,2018年1月,2018年1月30日,6419,0.002.50,0,2.5,,武汉恩卡普汽车检测技术有限公司,,,,,,,,,,,,,,2018年8月1日,2020年8月1日
2515,其他商服用地,盐城市,大丰市,盐城市大丰远坤科技有限公司,康平路西侧、南环路南,40,挂牌出让,,615,,2018,2018年1月,2018年1月30日,7295,1.002.00,1,2,,盐城市大丰远坤科技有限公司,,,,,,,,,,,,,,2018年8月1日,2020年8月1日
2516,工业用地,盐城市,大丰市,江苏国艺实业有限公司,港区疏港路南侧,50,挂牌出让,,629.43,,2018,2018年1月,2018年1月30日,43710,0.700.00,0.7,0.7,,江苏国艺实业有限公司,,,,,,,,,,,,,,2018年8月1日,2020年8月1日
2517,工业用地,盐城市,建湖县,江苏禹辉转印材料有限公司年产1500万平方米转印膜项目,钟庄街道建新村郑墩组,50,挂牌出让,,216.588,,2018,2018年1月,2018年1月30日,18049,1.000.00,1,1,,江苏禹辉转印材料有限公司,,,,,,,,,,,,,,2018年8月13日,2020年8月12日
2518,工业用地,盐城市,阜宁县,硕集社区阜益路东地块（二）,硕集社区东崔村四组,50,挂牌出让,,213,,2018,2018年1月,2018年1月30日,12705.21,1.002.00,1,2,,江苏康彩塑料新材料科技有限公司,,,,,,,,,,,,,,2018年3月16日,2020年3月16日
2519,工业用地,盐城市,阜宁县,安顺化工地块,澳洋开业园东沙港村,50,挂牌出让,,150,,2018,2018年1月,2018年1月30日,8691.04,0.602.00,0.6,2,,江苏安顺新材料科技有限公司,,,,,,,,,,,,,,2018年3月16日,2020年3月16日
2520,工业用地,盐城市,阜宁县,硕集社区阜益路东地块（一）,硕集社区东崔村四组,50,挂牌出让,,122,,2018,2018年1月,2018年1月30日,7268.61,1.002.00,1,2,,江苏康彩塑料新材料科技有限公司,,,,,,,,,,,,,,2018年3月16日,2020年3月16日
2521,工业用地,盐城市,阜宁县,威业食化项目,澳洋工业园东沙港村,50,挂牌出让,,441,,2018,2018年1月,2018年1月30日,25471.7,1.002.00,1,2,,江苏联威生化实业有限公司,,,,,,,,,,,,,,2018年3月16日,2020年3月16日
2522,经济适用住房用地,盐城市,建湖县,建湖县庆丰镇人民政府实施唐庄康居示范村一期、二期、三期工程项目,庆丰镇唐庄居委会一组,,划拨,,0,,2018,2018年1月,2018年1月30日,13368,1.001.50,1,1.5,,建湖县庆丰镇人民政府,,,,,,,,,,,,,,2018年8月27日,2020年8月26日
