编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
5261,中低价位、中小套型普通商品住房用地,徐州市,丰县,泰子宇轩（杨口地块）,西环路东、白衣河以北,其他商服用地40年，中低价位、中小套型普通商品住房用地70年,挂牌,,5258,,2015,2015年3月,2015年3月17日,56988.4,2,113976.8,徐州泰子宇轩置业有限公司,,,,,,,,,,,,,,2015年9月17日,2018年9月16日
5262,其他商服用地,徐州市,邳州市,向阳商贸城徐州云鼎置业有限公司,邳州市花园路东侧、青年东路南侧,40,挂牌,,2784,,2015,2015年3月,2015年3月12日,5802.4,4,23209.6,徐州云鼎置业有限公司,,,,,,,,,,,,,,2015年4月1日,2017年4月1日
5263,其他商服用地,徐州市,邳州市,向阳广场徐州云鼎置业有限公司,邳州市花园路西侧、青年东路南侧,40,挂牌,,558,,2015,2015年3月,2015年3月12日,1201.8,4,4807.2,徐州云鼎置业有限公司,,,,,,,,,,,,,,2015年4月1日,2017年4月1日
5264,其他商服用地,徐州市,邳州市,张楼文化超市邳州云鼎置业有限公司,邳州市南京南路东侧,40,挂牌,,280,,2015,2015年3月,2015年3月12日,1869.2,4,7476.8,徐州云鼎置业有限公司,,,,,,,,,,,,,,2015年4月1日,2017年4月1日
5265,其他商服用地,徐州市,贾汪区,徐州泉林工程管理有限公司,贾汪区前委路南侧、将军大道东侧,40,挂牌,,170,,2015,2015年3月,2015年3月12日,754,3.5,2639,徐州泉林工程管理有限公司,,,,,,,,,,,,,,2015年3月12日,2015年3月12日
5266,其他商服用地,徐州市,邳州市,明珠市场徐州云鼎置业有限公司,邳州市嵩山路东侧、淮河路北侧、华山路西侧,40,挂牌,,7152,,2015,2015年3月,2015年3月12日,23842.4,4,95369.6,徐州云鼎置业有限公司,,,,,,,,,,,,,,2015年4月1日,2017年4月1日
5267,其他商服用地,徐州市,邳州市,张楼原种农贸市场徐州云鼎置业有限公司,邳州市张楼街道南侧,40,挂牌,,1014,,2015,2015年3月,2015年3月12日,6762.2,4,27048.8,徐州云鼎置业有限公司,,,,,,,,,,,,,,2015年4月1日,2017年4月1日
5268,其他商服用地,徐州市,邳州市,天山路农贸市场徐州云鼎置业有限公司,邳州市天山路东侧、铁路北侧,40,挂牌,,2580.6,,2015,2015年3月,2015年3月12日,7821,4,31284,徐州云鼎置业有限公司,,,,,,,,,,,,,,2015年4月1日,2017年4月1日
5269,其他商服用地,徐州市,邳州市,张楼商贸城徐州云鼎置业有限公司,邳州市张楼街道北侧,40,挂牌,,140,,2015,2015年3月,2015年3月12日,931.5,4,3726,徐州云鼎置业有限公司,,,,,,,,,,,,,,2015年4月1日,2017年4月1日
5270,仓储用地,徐州市,睢宁县,睢宁县官山镇官山粮管所建粮库项目,沛县经济开发区汉兴路东侧、曹参路南侧,,划拨,,0,,2015,2015年3月,2015年3月6日,33398.44,0.31,10353.5164,睢宁县官山镇官山粮管所,,,,,,,,,,,,,,2015年5月6日,2016年6月6日
5271,工业用地,徐州市,邳州市,多层胶合板生产线徐州江恒木业有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,200.53,,2015,2015年3月,2015年3月6日,12151.64,1,12151.64,徐州江恒木业有限公司,,,,,,,,,,,,,,2015年3月31日,2016年3月31日
5272,工业用地,徐州市,邳州市,饲料生产徐州春成饲料有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,313.5,,2015,2015年3月,2015年3月6日,20903.07,1,20903.07,徐州春成饲料有限公司,,,,,,,,,,,,,,2015年3月30日,2016年3月30日
5273,工业用地,徐州市,邳州市,肉免加工厂（邳州市东方养殖有限公司）,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,139.4,,2015,2015年3月,2015年3月6日,9292.9,1,9292.9,邳州市东方养殖有限公司,,,,,,,,,,,,,,2015年4月30日,2016年4月29日
5274,中低价位、中小套型普通商品住房用地,徐州市,邳州市,九龙湾二期（江苏嘉泽置业有限公司),邳州市铁富镇邮电路西侧,70,挂牌,,1038.95,,2015,2015年3月,2015年3月6日,12593.35,2.5,31483.375,江苏嘉泽置业有限公司,,,,,,,,,,,,,,2015年10月1日,2018年10月1日
5275,机关团体用地,徐州市,泉山区,徐州市广弘交通建设发展有限公司泉山区王陵路68号_9,泉山区王陵路68号,40,协议,,1200.5,,2015,2015年3月,2015年3月5日,2956,1,2956,徐州市广弘交通建设发展有限公司,,,,,,,,,,,,,,2015年3月5日,2015年3月5日
5276,机关团体用地,徐州市,鼓楼区,徐州市广弘交通建设发展有限公司鼓楼区华祖庙176号_8,华祖庙176号,40,协议,,1075,,2015,2015年3月,2015年3月5日,13838.3,1,13838.3,徐州市广弘交通建设发展有限公司,,,,,,,,,,,,,,2015年3月5日,2015年3月5日
5277,商务金融用地,徐州市,泉山区,徐州市广弘交通建设发展有限公司泉山区金泰小区一期20#_7,金泰小区一期20#,40,协议,,1082,,2015,2015年3月,2015年3月5日,5055,1,5055,徐州广弘交通建设发展有限公司,,,,,,,,,,,,,,2015年3月5日,2015年3月5日
5278,商务金融用地,徐州市,泉山区,徐州市广弘交通建设发展有限公司泉山区淮海西路329号_5,淮海西路329号,40,协议,,316,,2015,2015年3月,2015年3月5日,1482,1,1482,徐州市广弘交通建设发展有限公司,,,,,,,,,,,,,,2015年3月5日,2015年3月5日
5279,商务金融用地,徐州市,鼓楼区,徐州市广弘交通建设发展有限公司中山北路142#_6,中山北路142#,40,协议,,412.5,,2015,2015年3月,2015年3月5日,762.7,1,762.7,徐州市广弘交通建设发展有限公司,,,,,,,,,,,,,,2015年3月5日,2015年3月5日
5280,公共设施用地,徐州市,泉山区,徐州市广弘交通建设发展有限公司泉山区淮西客运站_4,淮西客运站,50,协议,,120,,2015,2015年3月,2015年3月5日,4422.5,1,4422.5,徐州市广弘交通建设发展有限公司,,,,,,,,,,,,,,2015年3月5日,2015年3月5日
5281,公共设施用地,徐州市,泉山区,徐州市广弘交通建设发展有限公司泉山区淮西客运站_1,淮西客运站,40,协议,,332.5,,2015,2015年3月,2015年3月5日,12127,1,12127,徐州市广弘交通建设发展有限公司,,,,,,,,,,,,,,2015年3月5日,2015年3月5日
5282,中低价位、中小套型普通商品住房用地,徐州市,邳州市,银杏小区（邳州南和置业有限公司）,邳州市南京路西侧、银杏大道北侧,70,挂牌,,2408.4,,2015,2015年3月,2015年3月5日,13377.77,2,26755.54,邳州南和置业有限公司,,,,,,,,,,,,,,2015年9月30日,2018年9月30日
5283,其他商服用地,徐州市,邳州市,炮车街道办事处四王村级服务中心邳州市高新技术产业园经发建设有限公司,炮车大道西侧、长安路南侧,40,挂牌,,876.7,,2015,2015年3月,2015年3月5日,5313.75,6.5,34539.375,邳州市高新技术产业园经发建设有限公司,,,,,,,,,,,,,,2015年3月31日,2016年3月31日
5284,公共设施用地,徐州市,泉山区,徐州市广弘交通建设发展有限公司泉山区淮西客运站_3,淮西客运站,50,协议,,86.5,,2015,2015年3月,2015年3月5日,3195,1,3195,徐州市广弘交通建设发展有限公司,,,,,,,,,,,,,,2015年3月5日,2015年3月5日
5285,公共设施用地,徐州市,泉山区,徐州市广弘交通建设发展有限公司泉山区淮西客运站_2,泉山区淮西客运站,50,协议,,453.5,,2015,2015年3月,2015年3月5日,16556,1,16556,徐州市广弘交通建设发展有限公司,,,,,,,,,,,,,,2015年3月5日,2015年3月5日
5286,其他商服用地,徐州市,邳州市,炮车街道办事处服务中心邳州市高新技术产业园经发建设有限公司,炮车大道东侧、长安路北侧,40,挂牌,,1565.3,,2015,2015年3月,2015年3月4日,9489.12,6.5,61679.28,邳州市高新技术产业园经发建设有限公司,,,,,,,,,,,,,,2015年3月31日,2016年3月31日
5287,其他商服用地,徐州市,邳州市,四王村级服务中心（邳州市高新技术产业园经发建设有限公司）,邳州市炮车镇四王村农贸市场西侧,40,挂牌,,343.2,,2015,2015年3月,2015年3月4日,3810.56,6.5,24768.64,邳州市高新技术产业园经发建设有限公司,,,,,,,,,,,,,,2015年3月31日,2016年3月31日
5288,工业用地,徐州市,铜山区,徐州正德置业集团有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,协议,,226.149,,2015,2015年3月,2015年3月3日,35632.93,0.7,24943.051,徐州正德置业集团有限公司,,,,,,,,,,,,,,2015年6月3日,2015年6月3日
5289,中低价位、中小套型普通商品住房用地,徐州市,邳州市,尚景嘉园（邳州经济开发区经发建设有限公司）,红旗路西侧、红泇路南侧,70,挂牌,,5410.25,,2015,2015年3月,2015年3月3日,42432.73,1.6,67892.368,邳州经济开发区经发建设有限公司,,,,,,,,,,,,,,2015年3月18日,2018年3月17日
5290,医卫慈善用地,徐州市,邳州市,医疗卫生用地,奚仲路北侧,50,挂牌,,350,,2015,2015年2月,2015年2月28日,6668.96,1.8,12004.128,邳州红人医院,,,,,,,,,,,,,,2015年3月12日,2016年3月12日
5291,工业用地,徐州市,鼓楼区,徐州协鑫光电科技有限公司徐州经济技术开发区杨山路北侧工业项目,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,3697,,2015,2015年2月,2015年2月28日,96236.3,1,96236.3,徐州协鑫光电科技有限公司,,,,,,,,,,,,,,2016年2月28日,2017年2月28日
5292,其他普通商品住房用地,徐州市,鼓楼区,徐州经济技术开发区国有资产经营有限责任公司徐州经济技术开发区京杭运河以南B地块城镇住宅项目,京杭运河以南、规划路以北,70,挂牌,,40590,,2015,2015年2月,2015年2月27日,180431.4,2.5,451078.5,徐州经济技术开发区国有资产经营有限责任公司,,,,,,,,,,,,,,2016年2月27日,2017年2月27日
5293,商务金融用地,徐州市,鼓楼区,徐州经济技术开发区国有资产经营有限责任公司徐州经济技术开发区总部经济园B线南侧地块1商业项目,总部经济园B线南侧、E线西侧,40,挂牌,,17042,,2015,2015年2月,2015年2月27日,42050,3.5,147175,徐州经济技术开发区国有资产经营有限责任公司,,,,,,,,,,,,,,2016年2月27日,2017年2月27日
5294,商务金融用地,徐州市,鼓楼区,徐州经济技术开发区国有资产经营有限责任公司徐州经济技术开发区总部经济园E线西侧地块商服项目,总部经济园E线西侧,40,挂牌,,31296,,2015,2015年2月,2015年2月27日,77220,3.5,270270,徐州经济技术开发区国有资产经营有限责任公司,,,,,,,,,,,,,,2016年2月27日,2017年2月27日
5295,商务金融用地,徐州市,鼓楼区,徐州经济技术开发区国有资产经营有限责任公司徐州经济技术开发区总部经济园B线南侧地块2商业项目,总部经济园B线南侧、E线东侧,40,挂牌,,18308,,2015,2015年2月,2015年2月27日,45175,3.5,158112.5,徐州经济技术开发区国有资产经营有限责任公司,,,,,,,,,,,,,,2016年2月27日,2017年2月27日
5296,商务金融用地,徐州市,鼓楼区,徐州经济技术开发区国有资产经营有限责任公司徐州经济技术开发区总部经济园E线东侧地块商服项目,总部经济园E线东侧、F线西侧,40,挂牌,,24668,,2015,2015年2月,2015年2月27日,60868,3.5,213038,徐州经济技术开发区国有资产经营有限责任公司,,,,,,,,,,,,,,2016年2月27日,2017年2月27日
5297,其他普通商品住房用地,徐州市,鼓楼区,徐州经济技术开发区国有资产经营有限责任公司徐州经济技术开发区京杭运河以南C地块城镇住宅项目,京杭运河以南、规划路以北,70,挂牌,,41820,,2015,2015年2月,2015年2月27日,185877.5,2.5,464693.75,徐州经济技术开发区国有资产经营有限责任公司,,,,,,,,,,,,,,2016年2月27日,2017年2月27日
5298,科教用地,徐州市,邳州市,锦江路实验幼儿园(徐州馨美教育发展有限公司),邳州市锦江路南侧、运西派出所东侧,50,挂牌,,337.2,,2015,2015年2月,2015年2月26日,7494.6,1.5,11241.9,徐州馨美教育发展有限公司,,,,,,,,,,,,,,2015年2月26日,2016年2月26日
5299,科教用地,徐州市,鼓楼区,中国矿业大学徐海学院鼓楼区汉城东路北侧新校园,鼓楼区汉城东路北侧（原徐州一中九里校区）,,划拨,,0,,2015,2015年2月,2015年2月25日,202772.6,1,202772.6,中国矿业大学徐海学院,,,,,,,,,,,,,,2015年8月25日,2017年2月25日
5300,其他商服用地,徐州市,邳州市,邳州市公共交通维修保养厂（邳州市宏通路桥工程建设有限公司）,邳州市青年东路南侧、南京路西,40,挂牌,,8913.6,,2015,2015年2月,2015年2月25日,37137.23,4,148548.92,邳州市宏通路桥工程建设有限公司,,,,,,,,,,,,,,2015年3月31日,2016年3月31日
5301,其他商服用地,徐州市,新沂市,东方震旦新沂市置业有限公司,新沂市新安街道205国道南、郯新路西侧。,其他普通商品住房用地70年，其他商服用地40年,挂牌,,3150,,2015,2015年2月,2015年2月18日,30001,2.5,75002.5,东方震旦新沂市置业有限公司,,,,,,,,,,,,,,2015年8月18日,2017年8月18日
5302,公共设施用地,徐州市,新沂市,新建220千伏九墩输变电工程,新沂市双塘镇九墩村（323省道北侧）,,划拨,,0,,2015,2015年2月,2015年2月16日,12655.8,0.8,10124.64,江苏省电力公司新沂市供电公司,,,,,,,,,,,,,,2015年8月25日,2016年8月25日
5303,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,铁富镇连前村,,划拨,,0,,2015,2015年2月,2015年2月13日,121,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5304,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,铁富镇大墩村,,划拨,,0,,2015,2015年2月,2015年2月13日,91,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5305,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,铁富镇四合村,,划拨,,0,,2015,2015年2月,2015年2月13日,95,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5306,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,邹庄镇秦滩村,,划拨,,0,,2015,2015年2月,2015年2月13日,136,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5307,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,铁富镇胡滩村,,划拨,,0,,2015,2015年2月,2015年2月13日,139,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5308,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,铁富镇于家村,,划拨,,0,,2015,2015年2月,2015年2月13日,95,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5309,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,邹庄镇邹埠村,,划拨,,0,,2015,2015年2月,2015年2月13日,61,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5310,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,邹庄镇古宅村,,划拨,,0,,2015,2015年2月,2015年2月13日,49,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5311,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,邹庄镇邹庄村,,划拨,,0,,2015,2015年2月,2015年2月13日,60,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5312,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,邹庄镇汉庄村,,划拨,,0,,2015,2015年2月,2015年2月13日,51,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5313,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,铁富镇艾山西村,,划拨,,0,,2015,2015年2月,2015年2月12日,165,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5314,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,戴圩镇安贤村,,划拨,,0,,2015,2015年2月,2015年2月12日,117,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5315,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,铁富镇姚庄村,,划拨,,0,,2015,2015年2月,2015年2月12日,58,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
5316,公共设施用地,徐州市,邳州市,移动基站中国移动通信集团江苏有限公司徐州分公司,炮车镇宋圩村,,划拨,,0,,2015,2015年2月,2015年2月12日,59,,0,中国移动通信集团江苏有限公司徐州分公司,,,,,,,,,,,,,,2015年2月28日,2016年2月28日
