编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
2749,公路用地,徐州市,鼓楼区,道路,经济开发区大庙镇大湖村,,划拨,,,,2018,2018年1月,2018年1月1日,18190,,0,徐州高铁投资有限公司,,,,,,,,,,,,,,2019年11月1日,2020年11月1日
2750,公路用地,徐州市,鼓楼区,道路,徐州经济技术开发区大庙镇上山村,,划拨,,,,2018,2018年1月,2018年1月1日,5169,,0,徐州经济技术开发区国有资产有限公司,,,,,,,,,,,,,,2019年11月1日,2020年11月1日
2751,公路用地,徐州市,鼓楼区,道路,经济开发区大庙镇东贺村、上山村,,划拨,,0,,2018,2018年1月,2018年1月1日,27294,,0,徐州经济技术开发区国有资产有限公司,,,,,,,,,,,,,,2019年10月23日,2020年10月23日
2752,公园与绿地,徐州市,鼓楼区,公园绿地,徐州经济技术开发区大庙镇上山村、佟村、大湖村,,划拨,,,,2018,2018年1月,2018年1月1日,20114,,0,徐州经济技术开发区国有资产有限公司,,,,,,,,,,,,,,2019年11月1日,2020年11月1日
2753,公路用地,徐州市,鼓楼区,道路,经济开发区大庙镇东贺村,,划拨,,0,,2018,2018年1月,2018年1月1日,27150,,0,徐州经济技术开发区国有资产有限公司,,,,,,,,,,,,,,2019年10月24日,2020年10月29日
2754,公路用地,徐州市,鼓楼区,道路,徐州经济技术开发区大庙镇上山村,,划拨,,,,2018,2018年1月,2018年1月1日,54913,,0,徐州经济技术开发区国有资产有限公司,,,,,,,,,,,,,,2019年11月1日,2020年11月1日
2755,管道运输用地,徐州市,云龙区,京沪铁路,徐州经济开发区、云龙区,,划拨,,,,2018,2018年1月,2018年1月1日,58009,,0,徐州高铁投资有限公司,,,,,,,,,,,,,,2019年11月1日,2020年11月1日
2756,公路用地,徐州市,鼓楼区,道路,经济开发区大庙镇大湖村,,划拨,,,,2018,2018年1月,2018年1月1日,20549.29,,0,徐州经济技术开发区国有资产有限公司,,,,,,,,,,,,,,2019年11月1日,2020年11月1日
2757,公园与绿地,徐州市,鼓楼区,公园绿地,徐州经济技术开发区大庙镇上山村、佟村、大湖村,,划拨,,,,2018,2018年1月,2018年1月1日,4737,,0,徐州经济技术开发区国有资产有限公司,,,,,,,,,,,,,,2019年11月1日,2020年11月1日
2758,公路用地,徐州市,鼓楼区,道路,云龙区翠屏山街道乔家湖村,,划拨,,,,2018,2018年1月,2018年1月1日,38594,,0,徐州经济技术开发区国有资产有限公司,,,,,,,,,,,,,,2019年11月1日,2020年11月1日
2759,公园与绿地,徐州市,鼓楼区,公园绿地,徐州经济技术开发区大庙镇上山村,,划拨,,,,2018,2018年1月,2018年1月1日,1851,,0,徐州经济技术开发区国有资产有限公司,,,,,,,,,,,,,,2019年11月1日,2020年11月1日
2760,公园与绿地,徐州市,鼓楼区,公园绿地,徐州经济技术开发区大庙镇上山村、佟村、大湖村,,划拨,,,,2018,2018年1月,2018年1月1日,12717,,0,徐州经济技术开发区国有资产有限公司,,,,,,,,,,,,,,2019年11月1日,2020年11月1日
2761,公路用地,徐州市,鼓楼区,道路,云龙区翠屏山街道乔家湖村,,划拨,,,,2018,2018年1月,2018年1月1日,10058,,0,徐州经济技术开发区国有资产有限公司,,,,,,,,,,,,,,2019年11月1日,2020年11月1日
2762,水工建筑用地,徐州市,云龙区,徐州市废黄河治理工程＿新城区、云龙,新城区、云龙区,,划拨,,,,2018,2018年1月,2018年1月1日,522022,,0,徐州市水利局,,,,,,,,,,,,,,2019年1月1日,2021年1月1日
2763,铁路用地,徐州市,泉山区,郑徐客运专线泉山11230101252,泉山区,,划拨,,,,2018,2018年1月,2018年1月1日,265270,,0,郑西铁路客运专线有限责任公司,,,,,,,,,,,,,,2020年1月1日,2021年1月1日
2764,街巷用地,徐州市,云龙区,和平路东延_云龙区段,云龙区翠屏山街道长山村、乔家湖村,,划拨,,,,2018,2018年1月,2018年1月1日,149403.71,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2765,街巷用地,徐州市,云龙区,高炮团南地块道路,云龙区翠屏山街道办事处乔家湖村,,划拨,,,,2018,2018年1月,2018年1月1日,50281,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2766,公园与绿地,徐州市,泉山区,茶棚东棚户区改造绿化带,泉山区金山街道办事处茶棚居委会、金山居委会,,划拨,,,,2018,2018年1月,2018年1月1日,27802,,0,徐州市园林局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2767,街巷用地,徐州市,泉山区,雨润道路,泉山区火花街道办事处史庄村,,划拨,,,,2018,2018年1月,2018年1月1日,35494,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2768,街巷用地,徐州市,泉山区,综合物流园道路,泉山区庞庄街道刘马路村,,划拨,,,,2018,2018年1月,2018年1月1日,30785,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2769,公园与绿地,徐州市,泉山区,屯里南绿化带,泉山区金山街道屯里居委会,,划拨,,,,2018,2018年1月,2018年1月1日,18794,,0,徐州市园林局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2770,街巷用地,徐州市,云龙区,安置区配套道路,云龙区,,划拨,,,,2018,2018年1月,2018年1月1日,29319.21,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2771,街巷用地,徐州市,云龙区,张屯二期配套道路,云龙区,,划拨,,,,2018,2018年1月,2018年1月1日,18892,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2772,街巷用地,徐州市,鼓楼区,殷庄社区周边道路,鼓楼区,,划拨,,,,2018,2018年1月,2018年1月1日,25872.1,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2773,公园与绿地,徐州市,鼓楼区,三环路沿线绿化带,鼓楼区,,划拨,,,,2018,2018年1月,2018年1月1日,62619,,0,徐州市园林局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2774,公路用地,徐州市,鼓楼区,石屯连接线,鼓楼区,,划拨,,,,2018,2018年1月,2018年1月1日,18770,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2775,街巷用地,徐州市,鼓楼区,沈孟路一期道路,鼓楼区,,划拨,,,,2018,2018年1月,2018年1月1日,15719,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2776,街巷用地,徐州市,鼓楼区,三环西路定销房配套道路,鼓楼区,,划拨,,,,2018,2018年1月,2018年1月1日,15043,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2777,街巷用地,徐州市,鼓楼区,丁万河配套道路,鼓楼区,,划拨,,,,2018,2018年1月,2018年1月1日,30380,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2778,街巷用地,徐州市,鼓楼区,沙虎山配套道路,鼓楼区,,划拨,,,,2018,2018年1月,2018年1月1日,17715,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2779,街巷用地,徐州市,鼓楼区,白云东路,鼓楼区,,划拨,,,,2018,2018年1月,2018年1月1日,19370,,0,徐州市交通局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2780,公园与绿地,徐州市,鼓楼区,米山配套绿化带,鼓楼区,,划拨,,,,2018,2018年1月,2018年1月1日,31739,,0,徐州市园林局,,,,,,,,,,,,,,2019年6月30日,2021年6月30日
2781,水工建筑用地,徐州市,贾汪区,南水北调东线一期,徐州经济开发区大庙街道夏庄村,,划拨,,0,,2018,2018年1月,2018年1月1日,270800,,0,水务局,,,,,,,,,,,,,,2019年11月1日,2020年11月1日
2782,商务金融用地,徐州市,云龙区,徐州市世邮物流发展有限公司云龙区郭庄路南陇海铁路北商务金融用地项目,云龙区郭庄路南陇海铁路北,40,挂牌,,25680,,2017,2017年12,2017年12月29日,101904,2,203808,徐州世邮物流发展有限公司,,,,,,,,,,,,,,2018年12月29日,2020年12月29日
2783,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,睢宁华信置业有限公司建住宅用地,永安路北、睢河路西,70,挂牌,,14350,,2017,2017年12,2017年12月29日,45376.52,2.1,95290.692,睢宁华信置业有限公司,,,,,,,,,,,,,,2018年6月29日,2021年6月29日
2784,中低价位、中小套型普通商品住房用地,徐州市,邳州市,商住楼邳州市恒润城市投资有限公司,奚仲路北侧、天山路西侧,70,挂牌,,13271.9,,2017,2017年12,2017年12月29日,52048,2,104096,邳州市恒润城市投资有限公司,,,,,,,,,,,,,,2018年12月20日,2021年12月19日
2785,中低价位、中小套型普通商品住房用地,徐州市,邳州市,儒林苑邳州市润田建设有限公司,珠江路南、天山路西,70,挂牌,,9701.9,,2017,2017年12,2017年12月29日,38044,2,76088,邳州市润田建设有限公司,,,,,,,,,,,,,,2018年9月30日,2021年9月29日
2786,机关团体用地,徐州市,铜山区,铜山廉政教育中心项目,铜山区铜山街道办事处、华山路北,,划拨,,0,,2017,2017年12,2017年12月29日,11296,1,11296,中国共产党徐州市铜山区纪律检查委员会,,,,,,,,,,,,,,2018年12月28日,2020年12月28日
2787,中低价位、中小套型普通商品住房用地,徐州市,邳州市,铂翠嘉园徐州博创建设发展集团有限公司,辽河西路南侧,70,挂牌,,24000,,2017,2017年12,2017年12月29日,66665.8,3.5,233330.3,徐州博创建设发展集团有限公司,,,,,,,,,,,,,,2018年8月30日,2021年8月29日
2788,中低价位、中小套型普通商品住房用地,徐州市,邳州市,铂翠铭城徐州博创建设发展集团有限公司,辽河西路南侧,70,挂牌,,23884.8,,2017,2017年12,2017年12月29日,66343.5,3.5,232202.25,徐州博创建设发展集团有限公司,,,,,,,,,,,,,,2018年8月30日,2021年8月29日
2789,其他商服用地,徐州市,睢宁县,江苏润企万国实业有限公司建商服用地,环宇大道北、中山路西,40,挂牌,,2600,,2017,2017年12,2017年12月27日,24117.71,3,72353.13,江苏润企万国实业有限公司,,,,,,,,,,,,,,2018年9月27日,2020年12月27日
2790,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,江苏润企万国实业有限公司建商住用地,纬三路北、中山路西,70,挂牌,,6270,,2017,2017年12,2017年12月27日,46154.74,1.2,55385.688,江苏润企万国实业有限公司,,,,,,,,,,,,,,2018年9月27日,2020年12月27日
2791,中低价位、中小套型普通商品住房用地,徐州市,丰县,夏洪河、孙瑞玲,丰县民富园17幢西套,70,协议,,2.5333,,2017,2017年12,2017年12月25日,53.15,1,53.15,夏洪河、孙瑞玲,,,,,,,,,,,,,,2017年12月26日,2017年12月27日
2792,公共设施用地,徐州市,沛县,沛县廉政教育中心,张良路南侧、东环路西侧,,划拨,,0,,2017,2017年12,2017年12月25日,26879,1.5,40318.5,中国共产党沛县纪律检查委员会,,,,,,,,,,,,,,2018年6月25日,2020年6月25日
2793,经济适用住房用地,徐州市,丰县,丰县经济开发区投资发展有限责任公司（农民安居11期西北部2017-21-HB）,东环路西，南环路北侧,,划拨,,0,,2017,2017年12,2017年12月25日,25010.94,1,25010.94,丰县经济开发区投资发展有限责任公司,,,,,,,,,,,,,,2018年6月25日,2020年6月24日
2794,工业用地,徐州市,鼓楼区,徐州徐工矿山机械有限公司和平路东延南侧工业项目,沛县经济开发区汉兴路东侧、曹参路南侧,40,挂牌,,1173,,2017,2017年12,2017年12月25日,69800.3,1,69800.3,徐州徐工矿山机械有限公司,,,,,,,,,,,,,,2018年6月25日,2019年12月25日
2795,科教用地,徐州市,丰县,江苏省丰县实验初级中学,丰县托起辉煌南、东城路32号,,划拨,,0,,2017,2017年12,2017年12月22日,36883.8,0.3,11065.14,江苏省丰县实验初级中学,,,,,,,,,,,,,,2018年4月22日,2020年1月22日
2796,经济适用住房用地,徐州市,丰县,闫庄安置点一区建设项目（丰县经济开发区投资发展有限责任公司2017-12-HB）,振丰路西侧，丰沛河北路北侧,,划拨,,0,,2017,2017年12,2017年12月22日,27144.8,1,27144.8,丰县经济开发区投资发展有限责任公司,,,,,,,,,,,,,,2018年6月22日,2019年6月21日
2797,经济适用住房用地,徐州市,丰县,闫庄安置点二区建设项目（丰县经济开发区投资发展有限责任公司2017-13-HB）,振丰路西侧，丰沛河北路北侧。,,划拨,,0,,2017,2017年12,2017年12月22日,26370,1,26370,丰县经济开发区投资发展有限责任公司,,,,,,,,,,,,,,2018年6月22日,2019年6月21日
2798,经济适用住房用地,徐州市,丰县,丁兰集安置点建设项目（丰县经济开发区投资发展有限责任公司2017-14-HB）,纬三路南侧、丰沛铁路北侧,,划拨,,0,,2017,2017年12,2017年12月22日,5782.82,1,5782.82,丰县经济开发区投资发展有限责任公司,,,,,,,,,,,,,,2018年6月22日,2019年6月21日
2799,经济适用住房用地,徐州市,丰县,王大庄安置点建设项目（丰县经济开发区投资发展有限责任公司2017-15-HB）,凤翔路南侧、车站北路东侧,,划拨,,0,,2017,2017年12,2017年12月22日,19930.4,1,19930.4,丰县经济开发区投资发展有限责任公司,,,,,,,,,,,,,,2018年3月22日,2019年3月21日
2800,公共设施用地,徐州市,丰县,丰县经济开发区投资发展有限责任公司（张五楼垃圾中转站2017-17-HB）,丰沛运河南，沙支河东侧,,划拨,,0,,2017,2017年12,2017年12月22日,2737.4,,0,丰县经济开发区投资发展有限责任公司,,,,,,,,,,,,,,2018年3月22日,2019年3月21日
2801,公共设施用地,徐州市,丰县,丰县经济开发区投资发展有限责任公司（东城路垃圾中转站2017-19-HB）,解放大道北，东城路西侧,,划拨,,0,,2017,2017年12,2017年12月22日,824.4,,0,丰县经济开发区投资发展有限责任公司,,,,,,,,,,,,,,2018年3月22日,2019年3月21日
2802,公共设施用地,徐州市,丰县,徐州丰晟新能源有限公司10MW光伏发电项目,王沟镇两合集村，白衣河西侧,,划拨,,0,,2017,2017年12,2017年12月22日,422.7,,0,徐州丰晟新能源有限公司,,,,,,,,,,,,,,2018年3月22日,2019年3月21日
2803,中低价位、中小套型普通商品住房用地,徐州市,丰县,丰县碧桂园房地产开发有限公司,东城路东，南苑路南,中低价位、中小套型普通商品住房用地70年，其他商服用地40年,挂牌,,11570,,2017,2017年12,2017年12月22日,61599.8,2.2,135519.56,丰县碧桂园房地产开发有限公司,,,,,,,,,,,,,,2018年6月22日,2021年6月21日
2804,公共设施用地,徐州市,丰县,丰县经济开发区投资发展有限责任公司（渠桥垃圾中转站2017-16-HB）,解放大道南，永安路东侧,,划拨,,0,,2017,2017年12,2017年12月22日,490,,0,丰县经济开发区投资发展有限责任公司,,,,,,,,,,,,,,2018年3月22日,2019年3月21日
2805,公共设施用地,徐州市,丰县,丰县经济开发区投资发展有限责任公司（新城区垃圾中转站2017-18-HB）,建康路北，康桥路东侧,,划拨,,0,,2017,2017年12,2017年12月22日,670,,0,丰县经济开发区投资发展有限责任公司,,,,,,,,,,,,,,2018年3月22日,2019年3月21日
2806,中低价位、中小套型普通商品住房用地,徐州市,鼓楼区,陈汉翠鼓楼区沈场小区1-2-302、601、602,鼓楼区沈场小区1-2-303、2-601、2-602,70,协议,,12.53,,2017,2017年12,2017年12月20日,53.6,3,160.8,陈汉翠,,,,,,,,,,,,,,2017年12月20日,2017年12月20日
2807,中低价位、中小套型普通商品住房用地,徐州市,鼓楼区,余飞鼓楼区沈场小区2-501,鼓楼区沈场小区2-501,70,协议,,4.1,,2017,2017年12,2017年12月20日,17.5,3,52.5,余飞,,,,,,,,,,,,,,2017年12月20日,2017年12月20日
2808,中低价位、中小套型普通商品住房用地,徐州市,沛县,徐州大地房地产开发有限公司建汉润府,东环路东侧、新沛路北侧,70,挂牌,,7844,,2017,2017年12,2017年12月20日,69721,1.5,104581.5,徐州大地房地产开发有限公司,,,,,,,,,,,,,,2018年12月20日,2021年12月20日
2809,批发零售用地,徐州市,沛县,徐州汉之源实业发展有限公司建领创国际广场项目,沛县经济开发区南环路南侧、汉风路东侧,批发零售用地36年，中低价位、中小套型普通商品住房用地66年,挂牌,,561,,2017,2017年12,2017年12月20日,7778,2,15556,徐州汉之源实业发展有限公司,,,,,,,,,,,,,,2018年6月20日,2021年6月20日
2810,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月20日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2811,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月20日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2812,商务金融用地,徐州市,睢宁县,江苏睢宁农村商业银行股份有限公司建商务金融用地,李集镇府前路南、武昌路西,40,挂牌,,238,,2017,2017年12,2017年12月20日,2637.58,1.6,4220.128,江苏睢宁农村商业银行股份有限公司,,,,,,,,,,,,,,2018年6月20日,2019年6月20日
2813,经济适用住房用地,徐州市,铜山区,驿城村经济适用房,新区街道办事处驿城村,,划拨,,0,,2017,2017年12,2017年12月20日,7091,2.5,17727.5,铜山区经济适用房管理中心,,,,,,,,,,,,,,2018年12月20日,2020年12月20日
2814,公路用地,徐州市,铜山区,江苏省连徐高速徐州段服务区,新区街道办事处驿城村,,划拨,,0,,2017,2017年12,2017年12月20日,76087,1,76087,江苏连徐高速有限公司,,,,,,,,,,,,,,2018年12月20日,2020年12月20日
2815,经济适用住房用地,徐州市,铜山区,驿城村经济适用房,新区街道办事处驿城村,,划拨,,0,,2017,2017年12,2017年12月20日,44125,2.5,110312.5,铜山区经济适用房管理中心,,,,,,,,,,,,,,2018年12月20日,2020年12月20日
2816,经济适用住房用地,徐州市,铜山区,原铜山陶瓷厂职工宿舍危房改造项目,徐州市高新区三堡办事处辖区内，振兴路东,,划拨,,0,,2017,2017年12,2017年12月20日,20127.51,3.02,60785.0802,徐州市铜山区住房和城乡建设局(徐州市铜山区破产企业职工危房改造办公室),,,,,,,,,,,,,,2018年12月20日,2020年12月20日
2817,经济适用住房用地,徐州市,铜山区,原铜山陶瓷厂职工宿舍危房改造项目,徐州市高新区三堡办事处辖区内，振兴路东,,划拨,,0,,2017,2017年12,2017年12月20日,20788.53,1.7,35340.501,徐州市铜山区住房和城乡建设局(徐州市铜山区破产企业职工危房改造办公室),,,,,,,,,,,,,,2018年12月20日,2020年12月20日
2818,工业用地,徐州市,沛县,徐州恒辉编织机械有限公司扩建项目,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,967,,2017,2017年12,2017年12月19日,46259,1,46259,徐州恒辉编织机械有限公司,,,,,,,,,,,,,,2018年2月19日,2019年2月19日
2819,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月19日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2820,中低价位、中小套型普通商品住房用地,徐州市,睢宁县,江苏双溪实业有限公司建住宅用地,双沟镇252省道以东、官路农民集中居住区以北,70,挂牌,,340,,2017,2017年12,2017年12月19日,6741.29,1.5,10111.935,江苏双溪实业有限公司,,,,,,,,,,,,,,2018年1月19日,2018年6月19日
2821,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月19日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2822,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月19日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2823,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月19日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2824,医卫慈善用地,徐州市,铜山区,房村卫生服务中心,房村镇鹿台村,,划拨,,0,,2017,2017年12,2017年12月19日,10000,1,10000,徐州市铜山区民政局,,,,,,,,,,,,,,2019年12月19日,2020年12月19日
2825,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月19日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2826,其他商服用地,徐州市,睢宁县,江苏艾特莱实业有限公司建商住用地,双沟镇官路村、252省道东,70,挂牌,,5755,,2017,2017年12,2017年12月19日,76733.1,1.6,122772.96,江苏爱特莱实业有限公司,,,,,,,,,,,,,,2018年1月19日,2018年10月19日
2827,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月19日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2828,机关团体用地,徐州市,铜山区,龙亭村村委会,新区街道办事处龙亭社区,,划拨,,0,,2017,2017年12,2017年12月19日,1361,1,1361,铜山区人民政府,,,,,,,,,,,,,,2018年12月19日,2020年12月19日
2829,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月19日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月12日,2020年4月12日
2830,科教用地,徐州市,铜山区,徐村村幼儿园,新区街道办事处徐村村,,划拨,,0,,2017,2017年12,2017年12月19日,8754,1,8754,铜山区教育局,,,,,,,,,,,,,,2018年12月19日,2020年12月19日
2831,工业用地,徐州市,睢宁县,徐州空港飞机工程有限公司建工业用地,沛县经济开发区汉兴路东侧、曹参路南侧,30,挂牌,,2422,,2017,2017年12,2017年12月19日,81383.29,2,162766.58,徐州空港飞机工程有限公司,,,,,,,,,,,,,,2018年4月19日,2020年4月19日
2832,公共设施用地,徐州市,睢宁县,国网江苏省电力有限公司睢宁县供电分公司建公共设施用地,双沟镇双塔路西、规划纬一路北,50,挂牌,,157,,2017,2017年12,2017年12月19日,3479.43,1.2,4175.316,国网江苏省电力有限公司睢宁县供电分公司,,,,,,,,,,,,,,2018年1月19日,2018年6月19日
2833,机关团体用地,徐州市,铜山区,徐州市铜山区新区街道办事处（新庄社区服务中心）,新庄街道办事处新庄村,,划拨,,0,,2017,2017年12,2017年12月19日,1691,1,1691,中共徐州市铜山区组织部,,,,,,,,,,,,,,2018年12月19日,2020年12月19日
2834,机关团体用地,徐州市,铜山区,徐州市铜山区人民法院审判法庭,新区街道办事处驿城村,,划拨,,0,,2017,2017年12,2017年12月19日,8182,1,8182,徐州市铜山区人民法院,,,,,,,,,,,,,,2018年12月19日,2020年12月19日
2835,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月18日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2836,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月18日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2837,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月18日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2838,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月18日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2839,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月18日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2840,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月18日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2841,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月18日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2842,公共设施用地,徐州市,邳州市,公共设施邳州市四户镇人民政府,四户镇四户村,,划拨,,0,,2017,2017年12,2017年12月15日,5036,,0,邳州市四户镇人民政府,,,,,,,,,,,,,,2018年6月6日,2020年6月6日
2843,公路用地,徐州市,邳州市,省道323连接线道路工程,炮车镇,,划拨,,0,,2017,2017年12,2017年12月15日,27641,,0,邳州市交通运输局,,,,,,,,,,,,,,2018年6月20日,2020年6月20日
2844,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月15日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2845,科教用地,徐州市,铜山区,麦楼村小学校,新区街道办事处麦楼社区,,划拨,,0,,2017,2017年12,2017年12月15日,37626,1,37626,铜山区教育局,,,,,,,,,,,,,,2018年12月15日,2020年12月15日
2846,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月15日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2847,科教用地,徐州市,铜山区,新区滕寨村幼儿园,新区街道办事处滕寨村,,划拨,,0,,2017,2017年12,2017年12月15日,17985,1,17985,铜山区教育局,,,,,,,,,,,,,,2018年12月15日,2020年12月15日
2848,工业用地,徐州市,邳州市,风电场邳州市深能风力发电有限公司,沛县经济开发区汉兴路东侧、曹参路南侧,50,挂牌,,6,,2017,2017年12,2017年12月15日,400,0.1,40,邳州市深能风力发电有限公司,,,,,,,,,,,,,,2018年4月16日,2020年4月16日
2849,科教用地,徐州市,铜山区,铜山镇体育中学,铜山镇樵村村,,划拨,,0,,2017,2017年12,2017年12月15日,198216,1,198216,铜山区教育局,,,,,,,,,,,,,,2018年12月15日,2020年12月15日
2850,科教用地,徐州市,铜山区,铜山镇小学中心校幼儿园,铜山镇樵村村,,划拨,,0,,2017,2017年12,2017年12月15日,17040,1,17040,铜山区教育局,,,,,,,,,,,,,,2018年12月15日,2020年12月15日
2851,科教用地,徐州市,铜山区,铜山镇小学中心校,铜山镇樵村村,,划拨,,0,,2017,2017年12,2017年12月15日,67623,1,67623,铜山区教育局,,,,,,,,,,,,,,2018年12月15日,2020年12月15日
