编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
491,工业用地,徐州市,沛县,徐州国晟光伏电力有限公司建设农光互补光伏电站项目,朱寨镇沛丰路北侧、黄井村西侧,50,挂牌,,18,,,,2019年12月20日,0.047,0.701.20,,徐州国晟光伏电力有限公司?,,,,,,,,,,,,,,2020年6月20日,2022年6月19日
492,工业用地,徐州市,沛县,沛县国源光伏电力有限公司建设农光互补光伏电站项目,沛县安国镇丁庄村,50,挂牌,,41,,,,2019年12月20日,0.1257,0.701.20,,沛县国源光伏电力有限公司?,,,,,,,,,,,,,,2020年6月20日,2022年6月19日
493,工业用地,徐州市,沛县,沛县新农农村建设有限公司建设再生新能源项目,沛县经济开发区二号路北侧、万锦纺织东侧,50,挂牌,,729,,,,2019年12月20日,2.3054,0.701.80,,沛县新农农村建设有限公司?,,,,,,,,,,,,,,2020年6月20日,2022年6月19日
494,城镇住宅用地,徐州市,新沂市,新沂市沭东新城投资开发有限公司（邻里中心项目）,新沂市锡沂高新区北京东路南侧、琼江路东侧,40年，70年,挂牌,,10404,,,,2019年12月20日,5.3353,1.502.50,,新沂市沭东新城投资开发有限公司?,,,,,,,,,,,,,,2020年7月20日,2022年7月20日
495,工业用地,徐州市,沛县,徐州奇琦生物科技有限公司建设畜禽养殖粪便处理项目,栖山镇胡楼村北侧、安邦食品有限公司南侧,50,挂牌,,320,,,,2019年12月20日,1.3157,0.701.20,,徐州奇琦生物科技有限公司?,,,,,,,,,,,,,,2020年6月20日,2022年6月19日
496,工业用地,徐州市,新沂市,新沂市沭东新城投资开发有限公司（锡沂高新区膜材料产业园一期项目）,新沂市锡沂高新区北京东路南侧、漓江路东侧,50,挂牌,,1397,,,,2019年12月20日,9.6999,1.000.00,,新沂市沭东新城投资开发有限公司?,,,,,,,,,,,,,,2020年7月25日,2021年7月25日
497,工业用地,徐州市,新沂市,新沂市沭东新城投资开发有限公司（万福阳智能数控高端装备产业园项目）,新沂市锡沂高新区北京东路南侧、漓江路西侧,50,挂牌,,1324,,,,2019年12月20日,9.1935,1.000.00,,新沂市沭东新城投资开发有限公司?,,,,,,,,,,,,,,2020年7月20日,2021年7月20日
498,工业用地,徐州市,沛县,沛县龙城之润建设有限公司建设天丝项目,沛县经济开发区沛公路南侧、汉润路西侧,50,挂牌,,2953,,,,2019年12月20日,15.1442,0.701.80,,沛县龙城之润建设有限公司?,,,,,,,,,,,,,,2020年6月20日,2022年6月19日
499,工业用地,徐州市,新沂市,江苏华美特金属科技有限公司（华美特金属彩涂、彩印、A2防火芯材、A2防火金属复合板生产制造项目）,新沂市锡沂高新区北京东路北侧、漓江路西侧,50,挂牌,,289,,,,2019年12月20日,2.0013,1.000.00,,江苏华美特金属科技有限公司?,,,,,,,,,,,,,,2020年7月20日,2021年7月20日
500,工业用地,徐州市,沛县,江苏沛泽机械科技有限公司建设年产1.2万吨高端智能阀门项目,沛县丰沛公路南侧、腾阳混凝土有限公司西侧,50,挂牌,,413,,,,2019年12月20日,1.474,0.701.20,,江苏沛泽机械科技有限公司?,,,,,,,,,,,,,,2020年6月20日,2022年6月19日
501,工业用地,徐州市,沛县,徐州晟拓精密装备制造有限公司新建年产3万吨精密机器零部件生产线,昭阳大道南侧、夏盛纺织厂西侧,50,挂牌,,683,,,,2019年12月20日,3.6513,0.801.20,,徐州晟拓精密装备制造有限公司?,,,,,,,,,,,,,,2020年6月23日,2021年6月22日
502,城镇住宅用地,徐州市,新沂市,江苏和兴嘉城置业有限公司（潮仁汇）,新沂市五华西路南、上海路西,70年，40年,挂牌,,11200,,,,2019年12月20日,2.666,1.502.20,,江苏和兴嘉城置业有限公司?,,,,,,,,,,,,,,2020年7月20日,2022年7月20日
503,工业用地,徐州市,邳州市,高分子复合材料生产标准化厂房邳州市循环经济产业园经发建设有限公司,炮车大道东侧、春兴路北侧,50,挂牌,,3626,,,,2019年12月20日,12.0869,1.001.80,,邳州市循环经济产业园开发建设有限公司?,,,,,,,,,,,,,,2020年4月10日,2023年4月9日
504,工业用地,徐州市,邳州市,金锐迪标准厂房邳州市循环经济产业园经发建设有限公司,春兴路南侧、建秋路西侧、宜宾路北侧,50,挂牌,,5678.6,,,,2019年12月20日,18.928611,1.001.80,,邳州市循环经济产业园开发建设有限公司?,,,,,,,,,,,,,,2020年4月10日,2022年4月10日
505,工业用地,徐州市,邳州市,不锈钢紧固件制造项目江苏博凡科精密五金科技有限公司,碾庄镇开放路北、创伟路东,50,挂牌,,867.54,,,,2019年12月20日,3.044316,1.000.00,,江苏博凡科精密五金科技有限公司?,,,,,,,,,,,,,,2020年4月10日,2021年4月10日
506,城镇住宅用地,徐州市,铜山县,徐州市铜山区城市建设投资有限责任公司商住项目用地,汉王镇汉王村,40年，70年,挂牌,,45070,,,,2019年12月20日,15.0203,1.031.17,,徐州市铜山区城市建设投资有限责任公司?,,,,,,,,,,,,,,2020年6月19日,2023年6月19日
507,仓储用地,徐州市,铜山县,徐州经济技术开发区徐庄镇徐州翠鲜缘农业技术有限公司仓储项目,徐庄镇,40,挂牌,,1390,,,,2019年12月20日,6.726119,1.000.00,,徐州翠鲜缘农业技术有限公司?,,,,,,,,,,,,,,2020年12月20日,2022年6月20日
508,交通服务场站用地,徐州市,云龙区,徐州市交通运输局徐州市高架快速路养护管理中心项目,迎宾大道西、中石化华升加油站西北、潘塘供电所东南,,划拨,,,,,,2019年12月19日,0.652468,1.5,,徐州市交通运输局,,,,,,,,,,,,,,2020年6月19日,2021年12月19日
509,零售商业用地,徐州市,云龙区,徐州市新盛投资控股集团有限公司和平路南云东二道街西侧零售商业项目,和平路南、云东二道街西侧,40,挂牌,,45600,,,,2019年12月19日,6.03024,0.600.80,,徐州市新盛投资控股集团有限公司?,,,,,,,,,,,,,,2020年12月19日,2022年12月19日
510,零售商业用地,徐州市,云龙区,徐州市新盛投资控股集团有限公司和平路南云东二道街东侧B地块,和平路南、云东二道街东侧,40,挂牌,,14400,,,,2019年12月19日,1.4332,0.801.30,,徐州市新盛投资控股集团有限公司?,,,,,,,,,,,,,,2020年12月19日,2022年12月19日
511,零售商业用地,徐州市,睢宁县,睢宁县梁振加油站建零售商业用地,南环路路南、特勤消防站西,40,挂牌,,910,,,,2019年12月19日,0.421655,0.000.70,,睢宁县梁振加油站?,,,,,,,,,,,,,,2020年9月19日,2022年9月19日
512,其他商服用地,徐州市,邳州市,铂翠商城徐州博创建设发展集团有限公司,辽河西路北侧、鲁汶路西侧,40,挂牌,,34063.2,,,,2019年12月19日,9.462,1.003.50,,徐州博创建设发展集团有限公司?,,,,,,,,,,,,,,2020年5月10日,2023年5月9日
513,城镇住宅用地,徐州市,邳州市,铂翠尚城徐州博创建设发展集团有限公司,辽河西路北侧、华山北路东侧,70,挂牌,,18748.8,,,,2019年12月19日,5.9522,1.003.50,,徐州博创建设发展集团有限公司?,,,,,,,,,,,,,,2020年5月10日,2023年5月9日
514,城镇住宅用地,徐州市,邳州市,铂翠景城徐州博创建设发展集团有限公司,辽河西路南侧,70,挂牌,,9149.8,,,,2019年12月19日,2.772579,1.003.50,,徐州博创建设发展集团有限公司?,,,,,,,,,,,,,,2020年5月10日,2023年5月9日
515,城镇住宅用地,徐州市,邳州市,铂翠轩徐州博创建设发展集团有限公司,红泇路北侧、王场村,70,挂牌,,6092.8,,,,2019年12月19日,5.0775,1.003.50,,徐州博创建设发展集团有限公司?,,,,,,,,,,,,,,2020年5月10日,2023年5月9日
516,工业用地,徐州市,邳州市,高延性冷轧钢材加工秦河新材股份有限公司,碾庄镇创伟路东、开元路南,50,挂牌,,1375.41,,,,2019年12月18日,4.826216,1.000.00,,秦河新材股份有限公司?,,,,,,,,,,,,,,2020年3月10日,2021年3月10日
517,工业用地,徐州市,邳州市,五金机械标准化工业厂房建设项目邳州市振远建设有限公司,碾庄镇创优路东、东鹏五金南,50,挂牌,,1484.09,,,,2019年12月18日,5.20742,1.000.00,,邳州市振远建设有限公司?,,,,,,,,,,,,,,2020年4月10日,2021年4月10日
518,工业用地,徐州市,邳州市,工程机械结构件生产项目徐州鑫宇源工程机械科技有限公司,碾庄镇五金机械产业园，碾王路东,50,挂牌,,520.79,,,,2019年12月18日,1.827278,1.000.00,,徐州鑫宇源工程机械科技有限公司?,,,,,,,,,,,,,,2020年4月10日,2021年4月10日
519,城镇住宅用地,徐州市,邳州市,运河鑫源邳州恒发置业有限公司,珠江西路南,70,挂牌,,1065.9,,,,2019年12月18日,0.37424,1.002.00,,邳州恒发置业有限公司?,,,,,,,,,,,,,,2020年4月10日,2023年4月9日
520,城镇住宅用地,徐州市,邳州市,铂翠家园邳州经济开发区经发建设有限公司,成都路东侧、青岛路南侧,70,挂牌,,12147.2,,,,2019年12月18日,3.11497,1.002.20,,邳州经济开发区经发建设有限公司?,,,,,,,,,,,,,,2020年5月1日,2023年4月30日
521,城镇住宅用地,徐州市,邳州市,铂翠府邳州经济开发区经发建设有限公司,岠山路东侧、青岛路北侧、郑州路西侧、银杏大道南侧,70,挂牌,,19370,,,,2019年12月18日,4.96662,1.002.20,,邳州经济开发区经发建设有限公司?,,,,,,,,,,,,,,2020年5月1日,2023年4月30日
522,工业用地,徐州市,邳州市,健身器材生产线技改项目江苏益康健身器材有限公司,铁富艾山大道北、中兴路西侧,50,挂牌,,818.71,,,,2019年12月17日,2.87244,1.000.00,,江苏益康健身器材有限公司?,,,,,,,,,,,,,,2020年3月20日,2021年3月19日
523,城镇住宅用地,徐州市,邳州市,祥龙公馆徐州祥龙置业有限公司,碾庄环镇南路南、251省道东,70,挂牌,,1204.5,,,,2019年12月17日,1.606121,1.201.80,,徐州祥龙置业有限公司?,,,,,,,,,,,,,,2020年3月10日,2023年3月9日
524,公用设施用地,徐州市,沛县,国网江苏省电力有限公司沛县供电分公司建设歌风110千伏变电站,沛县经济开发区樊哙路南侧,,划拨,,0,,,,2019年12月17日,0.3738,0.001.00,,国网江苏省电力有限公司沛县供电分公司,,,,,,,,,,,,,,2020年6月17日,2022年6月16日
525,公用设施用地,徐州市,沛县,国网江苏省电力有限公司沛县供电分公司建设徐州汉台220千伏变电站,沛县张寨镇王集村南侧、魏栖路南侧,,划拨,,0,,,,2019年12月17日,1.0296,0.001.00,,国网江苏省电力有限公司沛县供电分公司,,,,,,,,,,,,,,2020年6月17日,2022年6月16日
526,教育用地,徐州市,沛县,沛县敬安镇中心小学建设敬安镇中心小学建新民路幼儿园,敬安镇新民路南侧、富民路东侧,,划拨,,0,,,,2019年12月17日,0.7,0.001.00,,沛县敬安镇中心小学,,,,,,,,,,,,,,2020年6月17日,2022年6月16日
527,城镇住宅用地,徐州市,铜山县,徐州市铜山区城市建设投资有限责任公司商住项目,汉王镇汉王村,40年，70年,挂牌,,76170,,,,2019年12月17日,25.3896,1.101.20,,徐州市铜山区城市建设投资有限责任公司?,,,,,,,,,,,,,,2020年6月17日,2023年6月16日
528,教育用地,徐州市,沛县,沛县教育局新建新建沛县龙城小学,沛县红光路东侧、张良路北侧,,划拨,,958.2929,,,,2019年12月17日,4.0004,0.001.00,,沛县教育局,,,,,,,,,,,,,,2020年6月17日,2022年6月16日
529,公用设施用地,徐州市,新沂市,徐州南陈110千伏输变电站工程,新沂市新安街道王陈村,,划拨,,0,,,,2019年12月16日,0.3634,0.001.00,,国网江苏省电力有限公司徐州供电分公司,,,,,,,,,,,,,,2020年5月5日,2021年5月5日
530,仓储用地,徐州市,睢宁县,徐州旭旺超市有限公司建仓储用地,2012-37号宗地南侧、2015-52号宗地西,43,挂牌,,512,,,,2019年12月16日,1.693524,1.001.20,,徐州旭旺超市有限公司?,,,,,,,,,,,,,,2020年1月16日,2022年1月16日
531,城镇住宅用地,徐州市,睢宁县,江苏瀚基房地产开发有限公司建居住用地,李集镇复兴北路东侧、纬五路南侧,69,挂牌,,1105,,,,2019年12月16日,1.175181,1.502.00,,江苏瀚基房地产开发有限公司?,,,,,,,,,,,,,,2020年9月16日,2023年9月16日
