行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间
池州市本级,池州市9、10、11路公交首末站,东至路,0.4804,公共设施用地,划拨,,公共设施管理业,,池州市城市建设重点工程管理办公室,,2015年12月21日,1900年1月1日,1900年1月1日
池州市本级,百牙东路两侧绿道,百牙东路,1.1929,街巷用地,划拨,,其他服务业,0,池州市市政基础设施重点工程建设指挥部,0.000.00,2015年12月21日,2016年3月1日,2016年9月30日
池州市本级,平天湖防洪工程（二期）,天堂湖新区,4.3618,水工建筑用地,划拨,,其他服务业,0,池州市天堂湖建设发展有限公司,0.000.00,2015年12月21日,2016年8月28日,2017年8月27日
池州市本级,城四路,石台路,0.9798,街巷用地,划拨,,公共设施管理业,,池州市城市建设重点工程管理办公室,,2015年12月21日,1900年1月1日,1900年1月1日
池州市本级,农业有害生物预警与控制区域站,昭明大道,0.7125,科教用地,划拨,,农、林、牧、渔服务业,,池州市贵池区农业技术推广中心,0.8,2015年12月21日,1900年1月1日,1900年1月1日
东至县,昭潭农贸市场地块四,昭潭镇昭潭村中街组,0.021084,中低价位、中小套型普通商品住房用地,挂牌出让,70,零售业,10.2,王芬芳 章红霞 陈的毛 刘日生4户,2.632.63,2015年12月18日,1900年1月1日,1900年1月1日
东至县,官港中学运动场,官港镇官港村,0.251,科教用地,划拨,,教育业,0,东至县官港中学,1.001.00,2015年12月18日,2017年6月18日,2018年6月18日
青阳县,泫氏铸造工业用地项目,丁桥镇洛家谭村,0.5956,工业用地,挂牌出让,50,金属制品业,76,安徽泫氏铸造有限责任公司,1.000.00,2015年12月18日,2016年6月18日,2017年6月17日
东至县,葛公镇中心学校运动场,葛公镇集镇,0.42,科教用地,划拨,,教育业,0,东至县葛公镇中心学校,1.000.00,2015年12月18日,2017年6月18日,2018年6月18日
东至县,昭潭中学综合体育场,昭潭镇昭潭村,2.2678,科教用地,划拨,,教育业,0,安徽省东至县昭潭中学,1.000.00,2015年12月18日,2017年6月18日,2018年6月18日
东至县,胜利镇胜利大道等六地块交通运输,胜利镇城北村、方村村,1.6748,公路用地,划拨,,道路运输业,0,胜利镇人民政府,1.000.00,2015年12月18日,2017年6月18日,2018年6月18日
青阳县,丁桥镇S103北侧地块项目,丁桥镇洛家谭村,1.5187,工业用地,挂牌出让,50,金属制品业,192,安徽泫氏铸造有限责任公司,1.000.00,2015年12月18日,2016年6月18日,2017年6月17日
青阳县,中瑞能源仓储项目,木镇镇长胜村,0.8438,仓储用地,挂牌出让,50,仓储业,105,青阳县中瑞能源贸易有限公司,1.000.00,2015年12月18日,2016年6月18日,2017年6月17日
东至县,昭潭农贸市场地块一,昭潭镇昭潭村中街组,0.075683,中低价位、中小套型普通商品住房用地,挂牌出让,70,零售业,36.3,李向阳 张俊仁 江移男、张嘯林 刘水光 李国华、汪勤兵 徐来保 谢永忠9户,2.562.56,2015年12月18日,,
东至县,昭潭农贸市场地块二,昭潭镇昭潭村中街组,0.011246,中低价位、中小套型普通商品住房用地,挂牌出让,70,零售业,5.6,黄文剑  黄玉葵  黄廷召3户,3.003.00,2015年12月18日,,
东至县,昭潭农贸市场地块三,昭潭镇昭潭村中街组,0.05858,中低价位、中小套型普通商品住房用地,挂牌出让,70,零售业,28.3,朱长清 江飞男 姜中华 周兴权 余冬显 徐得保 陈跃进7户,2.472.47,2015年12月18日,,
贵池区,棠溪镇百安村叶村组地块四,棠溪镇百安村叶村组地块四,2.2315,工业用地,挂牌出让,50,制造业,341,安徽中一钙业有限公司,1.000.00,2015年12月15日,2016年12月31日,2018年12月31日
青阳县,双虹服饰项目,杜村乡镇华村西一组,0.3013,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,37,青阳县双虹服饰有限公司,1.000.00,2015年12月15日,2016年6月9日,2017年6月8日
贵池区,棠溪镇百安村叶村组地块一,棠溪镇百安村叶村组地块一,1.1288,工业用地,挂牌出让,50,制造业,175,安徽中一钙业有限公司,1.000.00,2015年12月15日,2016年12月31日,2018年12月31日
青阳县,安徽航新机械制造项目,木镇永胜工业园区（丰瑞金属东侧）,0.0522,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,7,安徽航新机械制造有限公司,1.000.00,2015年12月15日,2016年6月9日,2017年6月8日
贵池区,棠溪镇百安村叶村组地块三,棠溪镇百安村叶村组地块三,0.3735,工业用地,挂牌出让,50,制造业,60,安徽中一钙业有限公司,1.000.00,2015年12月15日,2016年12月31日,2018年12月31日
贵池区,梅街镇梅街村原“小三线”贵池钢厂B地块,梅街镇梅街村原“小三线”贵池钢厂B地块,1.90664,工业用地,挂牌出让,50,制造业,295,池州市金隆钙业有限公司,1.000.00,2015年12月15日,2016年12月31日,2018年12月31日
贵池区,殷汇镇殷汇村高速连接线西侧A地块,殷汇镇殷汇村高速连接线西侧A地块,1.80548,工业用地,挂牌出让,50,制造业,295,池州市云海植物蛋白有限公司,1.000.00,2015年12月15日,2016年12月31日,2018年12月31日
贵池区,涓桥镇紫岩村原杨浦水泥厂地块,涓桥镇紫岩村原杨浦水泥厂地块,6.05319,工业用地,挂牌出让,50,制造业,930,池州市黎虎超微矿粉制造有限责任公司,1.000.00,2015年12月15日,2016年12月31日,2018年12月31日
贵池区,梅街镇梅街村原“小三线”贵池钢厂A地块,梅街镇梅街村原“小三线”贵池钢厂A地块,0.59644,工业用地,挂牌出让,50,制造业,92,池州市金隆钙业有限公司,1.000.00,2015年12月15日,2016年12月31日,2018年12月31日
贵池区,棠溪镇百安村叶村组地块二,棠溪镇百安村叶村组地块二,0.2979,工业用地,挂牌出让,50,制造业,45,安徽中一钙业有限公司,1.000.00,2015年12月15日,2016年12月31日,2018年12月31日
青阳县,青阳县城市建设投资发展项目,蓉城镇新中村丁江组,4.5113,其他商服用地,挂牌出让,40,房地产业,8600,青阳县城市建设投资发展有限责任公司,0.002.00,2015年12月15日,2016年12月9日,2017年12月8日
青阳县,城投商服项目,蓉城镇新中村丁江组,2.0142,其他商服用地,挂牌出让,40,房地产业,3840,青阳县城市建设投资发展有限责任公司,0.002.00,2015年12月15日,2016年12月9日,2017年12月8日
青阳县,兴祥机械项目,杜村乡镇华村西一组,0.241,工业用地,挂牌出让,50,通用设备制造业,30,青阳县兴祥机械厂,1.000.00,2015年12月15日,2016年6月9日,2017年6月8日
青阳县,青阳县城市建设投资发展项目,蓉城镇新中村窝里江,2.8635,其他商服用地,挂牌出让,40,房地产业,5420,青阳县城市建设投资发展有限责任公司,0.002.00,2015年12月15日,2016年12月9日,2017年12月8日
青阳县,城投商服项目,蓉城镇新中村陇上组,1.9883,其他商服用地,挂牌出让,40,房地产业,3760,青阳县城市建设投资发展有限责任公司,0.002.00,2015年12月15日,2016年12月9日,2017年12月8日
青阳县,城投商服项目,蓉城镇新中村窝里江,2.9318,其他商服用地,挂牌出让,40,房地产业,5545,青阳县城市建设投资发展有限责任公司,0.002.00,2015年12月15日,2016年12月9日,2017年12月8日
青阳县,益民竹木制品项目,杜村乡镇华村西一组,0.3372,工业用地,挂牌出让,50,木材加工及木、竹、藤、棕、草制品业,41,青阳县益民竹木制品有限公司,1.000.00,2015年12月15日,2016年6月9日,2017年6月8日
青阳县,城投商服项目,蓉城镇新中村陇上组,2.75,其他商服用地,挂牌出让,40,房地产业,5240,青阳县城市建设投资发展有限责任公司,0.002.00,2015年12月15日,2016年12月9日,2017年12月8日
池州市本级,金安园区99号地块,池州开发区金安园区,4.5027,工业用地,挂牌出让,50,软件业,670,安徽安芯电子科技有限公司,1.200.00,2015年12月14日,2016年10月1日,2017年12月31日
贵池区,棠溪镇双合村下梓组地块一,棠溪镇双合村下梓组地块一,2.4376,工业用地,挂牌出让,50,制造业,373,池州市银旺钙业有限公司,1.000.00,2015年12月10日,2016年12月31日,2018年12月31日
贵池区,棠溪镇双合村下梓组地块二,棠溪镇双合村下梓组地块二,0.2288,仓储用地,挂牌出让,50,制造业,35,池州市银旺钙业有限公司,1.000.00,2015年12月10日,2016年12月31日,2018年12月31日
东至县,原将军庙粮站地块,胜利镇方村村,0.20284,仓储用地,挂牌出让,50,农副食品加工业,45,安徽盛龙农业有限公司,1.001.50,2015年12月9日,1900年1月1日,1900年1月1日
东至县,昭潭镇原河东小学地块,昭潭镇思源河村,0.253549,工业用地,挂牌出让,50,木材加工及木、竹、藤、棕、草制品业,28.5,刘志强,1.001.50,2015年12月8日,1900年1月1日,1900年1月1日
青阳县,青阳县农民集中安置房光明新村三期项目A地块,蓉城镇莲花路与碧桃路交叉口北侧地块,1.5168,经济适用住房用地,划拨,,房地产业,0,青阳县经济发展投资有限责任公司,1.002.00,2015年12月7日,2016年3月8日,2017年3月7日
青阳县,青阳县文化中心项目,蓉城镇光明大道北侧、望华路东侧地块,3.2234,文体娱乐用地,划拨,,文化艺术业,0,青阳县住房和城乡建设委员会,0.000.50,2015年12月7日,2016年6月8日,2017年6月7日
青阳县,青阳县农民集中安置房光明新村三期项目C地块,蓉城镇莲花路与天柱路交叉口东南侧地块,2.6853,经济适用住房用地,划拨,,房地产业,0,青阳县经济发展投资有限责任公司,1.002.00,2015年12月7日,2016年3月8日,2017年3月7日
东至县,官港镇官港村1号地块,官港镇官港村,0.1385,公共设施用地,挂牌出让,50,其它,21.8,国网安徽东至县供电有限责任公司,0.001.20,2015年12月4日,2016年12月3日,2017年12月3日
东至县,香苑路等路网,香隅化工园区,1.9553,公路用地,划拨,,商务服务业,0,安徽东至经济开发区投资发展有限公司,1.001.00,2015年12月4日,2016年11月16日,2017年11月16日
东至县,胜利镇升金湖大道1号地块,胜利镇升金湖大道,0.0064,经济适用住房用地,划拨,,社会保障业,,郑伯根,1,2015年12月3日,1900年1月1日,1900年1月1日
石台县,仁里镇杨潭公共设施用地项目,仁里镇同心村,0.581558,公共设施用地,挂牌出让,50,电力、燃气及水的生产和供应业,141,石台华润燃气有限公司,0.001.00,2015年11月30日,2017年2月3日,2018年8月3日
池州市本级,乌十二路以东、济池路以南地块,贵池区秋江街道梅里社区,0.0525,公共设施用地,挂牌出让,50,燃气生产和供应业,20,池州港华燃气有限公司,0.000.00,2015年11月30日,2016年3月1日,2016年8月31日
池州市本级,十里岗高中压调压站地块,昭明大道,0.2022,公共设施用地,挂牌出让,50,燃气生产和供应业,65,池州港华燃气有限公司,0.000.30,2015年11月30日,2016年3月1日,2016年8月31日
贵池区,前江工业园A08部分地块,前江工业园A08部分地块,1.0949,工业用地,拍卖出让,50,制造业,173,池州铜化润丰材料科技有限公司,1.000.00,2015年11月30日,2016年12月31日,2018年12月31日
贵池区,前江工业园318国道北侧、海螺粉磨站码头南侧地块,前江工业园318国道北侧、海螺粉磨站码头南侧地块,4.081,工业用地,拍卖出让,50,水泥及石膏制品制造,640,安徽池州海螺水泥股份有限公司,1.000.00,2015年11月30日,2016年12月31日,2018年12月31日
东至县,香江大道等地块路网,香隅化工园区,1.249,公路用地,划拨,,道路运输业,0,东至经济开发区管委会,1.001.00,2015年11月25日,2016年11月16日,2017年11月16日
池州市本级,沿江路与东湖路交叉口东南角地块,东湖路,6.7413,其他普通商品住房用地,挂牌出让,70,其他服务业,34100,池州城市经营投资有限公司,1.002.20,2015年11月24日,2017年3月1日,2019年9月30日
池州市本级,升金湖路以西、祥云大道以南B地块,六首路,3.6621,其他普通商品住房用地,挂牌出让,70,其他服务业,18500,池州城市经营投资有限公司,1.002.50,2015年11月24日,2017年4月1日,2019年3月31日
池州市本级,升金湖路以西、祥云大道以南C地块,升金湖路,3.1079,其他商服用地,挂牌出让,40,其他服务业,11000,池州城市经营投资有限公司,2.803.00,2015年11月24日,2017年3月1日,2019年2月28日
池州市本级,升金湖路以西、薜家墩路以A地块,祥云大道,1.9429,其他商服用地,挂牌出让,40,其他服务业,6800,池州市清溪城镇化投资发展有限公司,3.003.50,2015年11月24日,2017年1月20日,2018年1月19日
池州市本级,升金湖路以西、薜家墩路以南B地块,升金湖路,3.4746,其他商服用地,挂牌出让,40,其他服务业,12200,池州市清溪城镇化投资发展有限公司,2.803.00,2015年11月24日,1900年1月1日,1900年1月1日
石台县,马村片区原供电局职工宿舍楼宗地处置项目,仁里镇马村社区,0.132007,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,327,池州石城置业有限公司,1.002.50,2015年11月23日,2016年2月24日,2019年2月24日
石台县,石台县中医院整体搬迁项目,石台县城东社区,1.2268,医卫慈善用地,划拨,,卫生,0,石台县中医院,0.900.00,2015年11月23日,2016年11月23日,2018年11月23日
东至县,东村村査溪地质灾害搬迁安置点,尧渡镇东村村,1.3333,经济适用住房用地,划拨,,社会保障业,0,尧渡镇东村村民委员会,1.400.00,2015年11月20日,2016年11月9日,2017年11月9日
池州市本级,主城区备用水源工程,平天湖环湖路,0.12,公共设施用地,划拨,,水的生产和供应业,0,池州市水业投资有限公司,0.000.00,2015年11月20日,2015年12月31日,2016年5月31日
贵池区,贵池前江工业园区金融商务综合区配套路网工程,前江工业园区,12.2801,公路用地,划拨,,公共设施管理业,0,池州市贵池区建业投资有限公司,0.000.00,2015年11月20日,2016年11月30日,2018年11月30日
池州市本级,站前区16路公交站始末站,站前区青莲路,0.2496,街巷用地,划拨,,其他服务业,,池州市天堂湖建设发展有限公司,,2015年11月20日,1900年1月1日,1900年1月1日
池州市本级,站前区会展中心道路,长江南路会展中心,0.8035,街巷用地,划拨,,其他服务业,,池州市天堂湖建设发展有限公司,,2015年11月20日,1900年1月1日,1900年1月1日
贵池区,墩上自来水厂扩建改造工程项目,贵池区墩上街道办事处河口村,0.4333,公共设施用地,划拨,,国家机构,0,池州市贵池区人民政府墩上街道办事处,0.000.00,2015年11月18日,2016年10月31日,2018年10月31日
东至县,原泉塘粮站,洋湖镇泉塘村,0.104245,仓储用地,拍卖出让,50,农副食品加工业,12.42,汤杰,1.001.50,2015年11月16日,1900年1月1日,1900年1月1日
青阳县,新河镇渔民上岸安居工程安置点项目,新河镇常洲村,0.3053,经济适用住房用地,划拨,,房地产业,0,新河镇常洲村村民委员会,1.000.00,2015年11月15日,2015年11月30日,2016年11月29日
东至县,福利中心,县城城南新区,0.335026,医卫慈善用地,划拨,,社会福利业,40.2,东至县民政局,1,2015年11月13日,1900年1月1日,1900年1月1日
东至县,老年公寓,县城城南新区,0.225911,医卫慈善用地,划拨,,社会福利业,27.1,东至县民政局,1,2015年11月13日,1900年1月1日,1900年1月1日
东至县,张溪政务新区6号,张溪镇政务新区,0.131841,公共租赁住房用地,划拨,,社会保障业,13.79,张溪镇人民政府,1.83,2015年11月13日,1900年1月1日,1900年1月1日
东至县,特殊教育学校新建项目,县城南新区,0.889878,科教用地,划拨,,教育业,106.78,东至县教育投资有限公司,1,2015年11月12日,1900年1月1日,1900年1月1日
贵池区,住宅用地,迎宾大道北侧A地块,6.3498,其他普通商品住房用地,拍卖出让,70,房地产业,10609,池州市贵池兴业投资开发有限责任公司,1.001.60,2015年11月12日,2019年11月1日,2021年11月1日
贵池区,住宅用地,池州市教育园区地块二,4.5277,其他普通商品住房用地,拍卖出让,70,房地产业,6275,池州金桥投资集团有限公司,1.001.40,2015年11月12日,2019年11月1日,2021年11月1日
东至县,香荷大道,香隅化工园区,7.7569,公路用地,划拨,,道路运输业,0,东至经济开发区管委会,1.001.00,2015年11月11日,2016年10月13日,2017年10月13日
东至县,滨江大道,香隅化工园,2.3344,公路用地,划拨,,道路运输业,0,东至经济开发区管委会,1.001.00,2015年11月11日,2016年10月13日,2017年10月13日
池州市本级,江南产业集中区B23地块,贵池区梅龙街道,6.5342,其他商服用地,挂牌出让,40,其他服务业,12800,安徽省江南产业集中区建设投资发展（集团）有限公司,0.002.50,2015年11月10日,2016年11月9日,2018年11月30日
池州市本级,江南产业集中区B24地块,贵池区梅龙街道,6.5463,其他商服用地,挂牌出让,40,其他服务业,12800,安徽省江南产业集中区建设投资发展（集团）有限公司,0.002.50,2015年11月10日,2016年11月18日,2018年12月31日
池州市本级,江南产业集中区B22地块,贵池区梅龙街道,6.6546,其他商服用地,挂牌出让,40,其他服务业,13000,安徽省江南产业集中区建设投资发展（集团）有限公司,0.002.50,2015年11月10日,2016年11月9日,2018年12月31日
池州市本级,江南产业集中区B21地块,贵池区梅龙街道,6.4903,其他商服用地,挂牌出让,40,其他服务业,12700,安徽省江南产业集中区建设投资发展（集团）有限公司,0.002.50,2015年11月10日,2016年11月9日,2018年11月8日
东至县,原洪方粮站,葛公镇洪方村,0.345277,仓储用地,拍卖出让,50,农副食品加工业,42.54,姚勇,1.001.50,2015年11月10日,1900年1月1日,1900年1月1日
东至县,原利安粮站,木塔乡荣兴村,0.518253,仓储用地,拍卖出让,50,木材加工及木、竹、藤、棕、草制品业,59.04,王八斤,1.000.00,2015年11月10日,1900年1月1日,1900年1月1日
池州市本级,站前区永明路以南、管委会东侧地块,站前区永明路,8.8746,其他商服用地,挂牌出让,40,其他服务业,32000,池州城市经营投资有限公司,1.2,2015年11月9日,1900年1月1日,1900年1月1日
池州市本级,空港物流园三地块,九华山机场南侧,9.3479,其他商服用地,挂牌出让,40,其他服务业,19000,池州城市经营投资有限公司,2,2015年11月9日,2016年12月1日,2019年6月30日
池州市本级,空港物流园二地块,九华山机场南侧,13.1745,其他商服用地,挂牌出让,40,其他服务业,24000,池州城市经营投资有限公司,0.001.50,2015年11月9日,2016年11月1日,2019年10月31日
池州市本级,空港物流园一地块,九华山机场南侧,11.3118,其他商服用地,挂牌出让,40,其他服务业,21000,池州城市经营投资有限公司,1,2015年11月9日,2016年11月1日,2018年10月31日
东至县,工业起步区等道路,大渡口镇,5.2031,公路用地,划拨,,商务服务业,,池州大渡口经济技术开发区投资建设有限公司,1.001.00,2015年11月5日,1900年1月1日,1900年1月1日
石台县,小河镇敬老一院整体搬迁工程项目,小河镇樟村村,0.597811,医卫慈善用地,划拨,,卫生,0,小河镇人民政府,2.980.00,2015年11月4日,2016年5月31日,2017年5月31日
石台县,小河镇九步村村民活动中心及广场建设项目,小河镇九步村,0.185745,文体娱乐用地,划拨,,文化艺术业,0,小河镇人民政府,1.930.00,2015年11月4日,2016年5月31日,2017年5月31日
贵池区,杏花村文化旅游区北入口停车场项目,杏花村文化旅游区内,0.52323,公共设施用地,划拨,,公共设施管理业,0,池州杏花园文化旅游发展有限公司,0.000.00,2015年11月3日,2016年10月1日,2018年10月1日
贵池区,贵池区里山街道解放中心幼儿园建设工程,里山街道办事处解放社区,0.2694,科教用地,划拨,,教育业,0,池州市贵池区里山中心小学,0.500.00,2015年11月3日,2016年10月1日,2018年10月1日
青阳县,创新科技项目,蓉城镇光明村伯益上东城北侧,2.4335,其他商服用地,挂牌出让,40,房地产业,5310,青阳县经济开发区创新科技服务有限公司,0.002.00,2015年11月3日,2016年6月3日,2017年6月2日
青阳县,益高标准化厂房项目,县开发区青山路与杨田路交叉口南侧,0.4065,工业用地,挂牌出让,50,专用设备制造业,59,青阳县益高项目管理有限公司,1.000.00,2015年11月3日,2016年6月3日,2017年6月2日
青阳县,胜霞标准化厂房项目,县开发区青山路与杨田路交叉口南侧,0.344,工业用地,挂牌出让,50,金属制品业,50,青阳县胜霞项目管理有限公司,1.000.00,2015年11月3日,2016年6月3日,2017年6月2日
青阳县,创新科技项目,蓉城镇光明村伯益上东城北侧,3.9069,其他商服用地,挂牌出让,40,房地产业,8160,青阳县经济开发区创新科技服务有限公司,0.002.00,2015年11月3日,2016年6月3日,2017年6月2日
青阳县,创新科技项目,青阳县汽车站西北侧,5.7882,其他商服用地,挂牌出让,40,房地产业,13385,青阳县经济开发区创新科技服务有限公司,0.002.00,2015年11月3日,2016年6月3日,2018年6月2日
东至县,2014年第7批次村庄建设用地,张溪镇湖光村,0.0134,经济适用住房用地,划拨,,社会保障业,0,张溪镇湖光村民委员会,1.400.00,2015年11月2日,2016年4月20日,2017年4月20日
东至县,2014年第7批次村庄建设用地,张溪镇里湖村,0.032,经济适用住房用地,划拨,,社会保障业,0,张溪镇里湖村民委员会,1.400.00,2015年11月2日,2016年4月20日,2017年4月20日
东至县,2014年第7批次村庄建设用地,张溪镇东湖村,0.079,经济适用住房用地,划拨,,社会保障业,0,张溪镇东湖村民委员会,1.400.00,2015年11月2日,2016年4月20日,2017年4月20日
东至县,2014年第7批次村庄建设用地,张溪镇六联村,0.012,经济适用住房用地,划拨,,社会保障业,0,张溪镇六联村民委员会,1.400.00,2015年11月2日,2016年4月20日,2017年4月20日
贵池区,住宅用地,贵池工业园区GX-06-11地块,3.8277,其他普通商品住房用地,拍卖出让,70,房地产业,7290,池州市贵池兴业投资开发有限公司,1.001.80,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,住宅用地,贵池工业园区GX-06-08地块,6.52001,其他普通商品住房用地,拍卖出让,70,房地产业,12460,池州市贵池兴业投资开发有限公司,1.001.80,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,住宅用地,贵池工业园区GX-04-12地块,1.04753,其他普通商品住房用地,拍卖出让,70,房地产业,1722,池州市贵池兴业投资开发有限公司,1.001.50,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,商服用地,前江工业园区D14部分地块,5.78238,其他商服用地,拍卖出让,40,商务服务业,5996,池州市贵池区建业投资有限公司,0.001.80,2015年11月2日,2016年11月1日,2018年11月1日
贵池区,商服用地,杏花村文化旅游区福康路西侧、白浦圩东侧地块二,2.3367,其他商服用地,拍卖出让,40,商务服务业,2712,安徽杏花村集团有限公司,0.002.00,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,商服用地,前江工业园区D07部分地块,4.58646,其他商服用地,拍卖出让,40,商务服务业,4685,池州市贵池区建业投资有限公司,0.001.80,2015年11月2日,2016年11月1日,2018年11月1日
贵池区,商服用地,杏花村文化旅游区福康路西侧、白浦圩东侧地块四,2.7027,其他商服用地,拍卖出让,40,商务服务业,3116,安徽杏花村集团有限公司,0.002.00,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,住宅用地,贵池工业园区GX-04-11地块,0.82277,其他普通商品住房用地,拍卖出让,70,房地产业,1557,池州市贵池兴业投资开发有限公司,1.001.80,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,商服用地,前江工业园区D13部分地块,2.3892,其他商服用地,拍卖出让,40,商务服务业,2421,池州市贵池区建业投资有限公司,0.001.80,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,商服用地,杏花村文化旅游区福康路西侧、白浦圩东侧地块五,2.322,其他商服用地,拍卖出让,40,商务服务业,2698,安徽杏花村集团有限公司,0.002.00,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,住宅用地,贵池工业园区GX-05-29地块,5.16004,其他普通商品住房用地,拍卖出让,70,房地产业,8418,池州市贵池兴业投资开发有限责任公司,1.001.50,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,住宅用地,贵池工业园区GX-03-05地块,5.59618,其他普通商品住房用地,拍卖出让,70,房地产业,7149,池州市贵池兴业投资开发有限责任公司,1.001.50,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,商服用地,前江工业园区D12部分地块,5.1067,其他商服用地,拍卖出让,40,商务服务业,5282,池州市贵池区建业投资有限公司,0.001.80,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,商服用地,杏花村文化旅游区福康路西侧、白浦圩东侧地块三,3.9312,其他商服用地,拍卖出让,40,商务服务业,4605,安徽杏花村集团有限公司,0.002.00,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,商服用地,杏花村文化旅游区福康路西侧、白浦圩东侧地块一,1.2815,其他商服用地,拍卖出让,40,商务服务业,1490,安徽杏花村集团有限公司,0.002.00,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,商服用地,贵池工业园区GX-05-01地块,1.13831,其他商服用地,拍卖出让,40,商务服务业,2141,池州市贵池兴业投资开发有限公司,0.001.50,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,商服用地,前江工业园区D15部分地块,4.85259,其他商服用地,拍卖出让,40,商务服务业,4930,池州市贵池区建业投资有限公司,0.001.80,2015年11月2日,2019年11月1日,2021年11月1日
贵池区,商服用地,前江工业园区D05、06部分地块,5.02088,其他商服用地,拍卖出让,40,商务服务业,5093,池州市贵池区建业投资有限公司,0.001.80,2015年11月2日,2019年11月1日,2021年11月1日
池州市本级,淝河路（乐山路-凤鸣大道）,贵池区梅龙街道,6.6001,街巷用地,划拨,,其他服务业,0,安徽省江南产业集中区建设投资发展（集团）有限公司,0.000.00,2015年10月27日,2016年5月1日,2017年4月30日
青阳县,硕力电气机械及器材制造项目,蓉城镇光明村地块,2.4621,工业用地,挂牌出让,50,仪器仪表及文化、办公用机械制造业,819,安徽硕力实业有限公司,1.000.00,2015年10月27日,2016年5月27日,2017年5月26日
东至县,2014年第7批次村庄建设用地,张溪镇塔石村,0.016,经济适用住房用地,划拨,,社会保障业,0,张溪镇塔石村民委员会,1.400.00,2015年10月26日,2016年4月20日,2017年4月20日
东至县,2014年第7批次村庄建设用地,张溪镇土桥村,0.032,经济适用住房用地,划拨,,社会保障业,0,张溪镇土桥村民委员会,1.400.00,2015年10月26日,2016年4月20日,2017年4月20日
池州市本级,池州市承接产业转移集中示范区兴德路1,贵池区秋江街道梅里社区,1.0135,街巷用地,划拨,,其他服务业,,安徽省池州市平天湖建设工程有限公司,,2015年10月26日,1900年1月1日,1900年1月1日
池州市本级,汉江路（乐山路-凤鸣大道）,贵池区梅龙街道,4.8052,街巷用地,划拨,,其他服务业,0,安徽省江南产业集中区建设投资发展（集团）有限公司,0.000.00,2015年10月26日,2016年4月20日,2017年4月19日
东至县,2014年第7批次村庄建设用地,张溪镇杨畈村,0.016,经济适用住房用地,划拨,,社会保障业,0,张溪镇杨畈村民委员会,1.400.00,2015年10月26日,2016年4月20日,2017年4月20日
池州市本级,迎宾大道（凤鸣大道-九子山路）,贵池区梅龙街道,13.2345,街巷用地,划拨,,其他服务业,0,安徽省江南产业集中区建设投资发展（集团）有限公司,0.000.00,2015年10月26日,2016年6月1日,2017年5月31日
东至县,2014年第7批次村庄建设用地,张溪镇历山村,0.032,经济适用住房用地,划拨,,社会保障业,0,张溪镇历山村民委员会,1.400.00,2015年10月26日,2016年4月20日,2017年4月20日
池州市本级,池州市承接产业转移集中示范区通达路1,贵池区秋江街道梅里社区,1.2976,街巷用地,划拨,,其他服务业,,安徽省池州市平天湖建设工程有限公司,,2015年10月26日,1900年1月1日,1900年1月1日
东至县,2014年第7批次村庄建设用地,张溪镇葛仙铺村,0.0431,经济适用住房用地,划拨,,社会保障业,0,张溪镇葛仙铺村民委员会,1.400.00,2015年10月26日,2016年4月20日,2017年4月20日
东至县,葛公镇仙寓山旅游公路,葛公镇仙寓山村,0.7,公路用地,划拨,,道路运输业,0,葛公镇人民政府,0.001.00,2015年10月26日,2016年8月31日,2017年8月31日
池州市本级,清溪家园综合楼,池州开发区流坡社区,0.2746,经济适用住房用地,划拨,,其他服务业,0,安徽省池州市平天湖建设工程有限公司,1.001.10,2015年10月26日,2016年7月1日,2017年6月30日
东至县,2014年第7批次村庄建设用地,张溪镇蒲塘村,0.0445,经济适用住房用地,划拨,,社会保障业,0,张溪镇蒲塘村民委员会,1.400.00,2015年10月26日,2016年4月20日,2017年4月20日
东至县,2014年第7批次村庄建设用地,张溪镇联盟村,0.04,经济适用住房用地,划拨,,社会保障业,0,张溪镇联盟村民委员会,1.400.00,2015年10月26日,2016年4月20日,2017年4月20日
池州市本级,滨江大道（电厂-九华河大桥西头）,贵池区梅龙街道,24.9022,街巷用地,划拨,,其他服务业,0,安徽省江南产业集中区建设投资发展（集团）有限公司,0.000.00,2015年10月26日,2016年4月20日,2017年4月19日
