行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,,,,
慈溪市,慈观海卫II201820#,观海卫镇洞桥村,3.2603,工业用地,拍卖出让,50,其它,2241.5,浙江夏立电器有限公司,1.002.50,2018年12月7日,2019年12月7日,2022年12月7日,,,,
慈溪市,观海卫镇翁家浦河道（规划一路－规划四路）水利工程,观海卫镇新泽、施叶、福山、方家村,2.976,水库水面,划拨,,社会福利业,324.9425,慈溪市观海卫镇人民政府,,2018年12月7日,2019年12月7日,2022年12月7日,,,,
鄞州区,下应地段天工路东侧商服A地块道路留地,湾底村,0.1555,公园与绿地,划拨,,居民服务业,37.8643,宁波市鄞州下应东南片区拆迁置业有限公司,,2018年12月7日,2020年6月5日,2022年6月4日,,,,
余姚市,子陵路北侧、月华露南侧地块周边绿化用地,凤山街道剑江村,0.0695,公园与绿地,划拨,,公共设施管理业,6.255,余姚市经济开发区建设投资发展有限公司,,2018年12月7日,2019年12月12日,2021年12月14日,,,,
慈溪市,观海卫新城市民公园工程,观海卫镇施叶、新泽、福山、方家村,11.1684,公园与绿地,划拨,,社会福利业,3015.4119,慈溪市观海卫镇人民政府,,2018年12月7日,2019年12月7日,2022年12月7日,,,,
鄞州区,宁波麦迪生实业有限公司带征地,宁波市鄞州区钟公庙街道毛家漕村,0.04,街巷用地,划拨,,中国共产党机关,,宁波市鄞州区人民政府钟公庙街道办事处,,2018年12月6日,2019年4月6日,2019年10月6日,,,,
鄞州区,宁波合羽国际贸易有限公司带征地,宁波市鄞州区钟公庙街道,0.0558,街巷用地,划拨,,中国共产党机关,,宁波市鄞州区人民政府钟公庙街道办事处,,2018年12月6日,2019年4月6日,2019年8月6日,,,,
慈溪市,慈周巷II201608#地块,周巷镇潭南村,0.136,工业用地,拍卖出让,50,其它,88.2,慈溪市春顺电器有限公司,1.002.50,2018年12月6日,2019年12月6日,2022年12月6日,,,,
象山县,临港装备工业园大中庄DG-04-27地块,象山县临港装备工业园大中庄,6.3455,工业用地,拍卖出让,50,通用设备制造业,2475,灵峰矿山机械（象山）有限公司,1.002.00,2018年12月6日,2019年12月5日,2021年12月5日,,,,
宁海县,宁海湾区块滨湖西路西、经五路东人行道地块,宁海湾区块,0.031,街巷用地,划拨,,道路运输业,2.79,宁海经济开发区科技园区管理中心,,2018年12月6日,2019年12月6日,2021年12月6日,,,,
宁海县,宁东18-T-10地块,宁东新城,1.0851,街巷用地,划拨,,道路运输业,97.659,宁海宁东新城开发投资有限公司,,2018年12月6日,2019年12月6日,2021年12月6日,,,,
宁海县,宁东18-T-4地块,宁东新城,0.727,街巷用地,划拨,,道路运输业,91.23,宁海宁东新城开发投资有限公司,,2018年12月6日,2019年12月6日,2021年12月6日,,,,
慈溪市,横河镇大山村综合性文化服务中心,横河镇大山村,0.7366,文体娱乐用地,划拨,,社会福利业,150.3204,慈溪市横河镇大山股份经济合作社,1.001.80,2018年12月6日,2019年12月6日,2022年12月6日,,,,
象山县,象山经济开发区城东工业园B-2-11-1地块,象山经济开发区城东工业园玉盘路与闻涛路交叉口西南角,4.7083,工业用地,拍卖出让,50,其它,2157,宁波华翔表面处理技术有限公司,0.902.00,2018年12月6日,2019年12月5日,2021年12月5日,,,,
宁海县,梅桥区块三省中路开闭站项目,梅桥区块,0.0256,公共设施用地,划拨,,公共设施管理业,4.288,宁海经济开发区科技园区管理中心,,2018年12月6日,2019年12月6日,2021年12月6日,,,,
宁海县,宁东18-T-5地块,宁东新城,1.3007,街巷用地,划拨,,道路运输业,175.718,宁海宁东新城开发投资有限公司,,2018年12月6日,2019年12月6日,2021年12月6日,,,,
余姚市,阳明街道方业路南侧、宁波品志电器有限公司西侧地块三,阳明街道方桥村,0.3333,工业用地,挂牌出让,50,塑料制品业,255,余姚市炳如塑料厂,1.402.00,2018年12月5日,2020年1月16日,2021年1月16日,,,,
江北区,姚江新区启动段滨江景观工程,江北区洪塘街道前后潘、洋市村、孙家村,17.2177,公园与绿地,划拨,,公共设施管理业,,宁波两江投资有限公司,,2018年12月5日,2019年12月4日,2021年12月4日,,,,
奉化市,溪口镇任宋农住小区建设工程（II标段）,溪口镇任宋村，东临宁波市人民警察学校，西、北为规划道路，南侧为中兴东路,0.0917,经济适用住房用地,划拨,,房地产业,0,宁波市奉化区溪口城市建设投资有限公司,1.002.10,2018年12月5日,2020年1月5日,2023年1月5日,,,,
鄞州区,宁波华茵通讯科技有限公司带征地,宁波市鄞州区潘火街道,0.1099,公园与绿地,划拨,,中国共产党机关,,宁波市鄞州区人民政府潘火街道办事处,,2018年12月5日,2019年4月5日,2019年8月5日,,,,
余姚市,余姚市河姆渡镇车厩大桥北接线东侧、古乍线南侧地块一,河姆渡镇江中村,3.5797,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,7124,宁波万基房地产开发有限公司,1.001.80,2018年12月5日,2020年6月12日,2022年12月12日,,,,
慈溪市,附海镇三塘横江南路（西段）工程,桥头镇毛三斢村,0.5264,街巷用地,划拨,,社会福利业,155.3009,慈溪市附海镇人民政府,,2018年12月5日,2019年12月5日,2022年12月5日,,,,
慈溪市,慈桥头Ⅱ201708#,桥头镇小桥头村,0.178,工业用地,协议出让,34,塑料制品业,98.256,慈溪市斯佳电机有限公司,1.002.50,2018年12月5日,2019年12月5日,2022年12月5日,,,,
余姚市,城东路西侧安山路北侧地块周边绿化用地,凤山街道双河村,0.1896,公园与绿地,划拨,,环境管理业,17.064,余姚市经济开发区建设投资发展有限公司,,2018年12月5日,2019年12月12日,2021年12月12日,,,,
慈溪市,宁波战胜110千伏输变电工程,宁波杭州湾新区,0.4499,公共设施用地,划拨,,公共设施管理业,,国网浙江省电力有限公司宁波供电公司,,2018年12月5日,2019年7月5日,2021年7月5日,,,,
余姚市,朗霞街道创业北路北侧地块,朗霞街道朗霞村,0.7983,工业用地,挂牌出让,50,皮革、毛皮、羽毛（绒）及其制造业,515,余姚市平叶裘皮有限公司,1.301.50,2018年12月5日,2020年1月16日,2022年1月16日,,,,
余姚市,名邦工业园山路道路间隔地块,凤山街道双河村,0.03,公园与绿地,划拨,,环境管理业,2.7,余姚市经济开发区建设投资有限公司,,2018年12月5日,2019年12月12日,2021年12月12日,,,,
慈溪市,横河镇大山村地质灾害点村民搬迁安置A区,横河镇大山、梅园村、匡堰镇乾炳村,6.997,经济适用住房用地,划拨,,社会保障业,1704.3346,慈溪市横河建设投资有限公司,1.001.20,2018年12月5日,2019年12月5日,2022年12月5日,,,,
奉化市,奉化经济开发区滨海新区工业27号地块,奉化经济开发区滨海新区工业区内,30.4708,工业用地,挂牌出让,50,通用设备制造业,13891,宁波奉化万洋众创城开发有限公司,1.503.00,2018年12月5日,2020年1月22日,2022年1月22日,,,,
余姚市,余姚市河姆渡镇车厩大桥北接线东侧、古乍线南侧地块二,河姆渡镇江中村,4.2521,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,8465,宁波万基房地产开发有限公司,1.001.80,2018年12月5日,2020年6月12日,2022年12月12日,,,,
余姚市,兰江街道余梁线北侧、村道东侧地块,兰江街道筀竹村,0.3694,工业用地,挂牌出让,50,金属制品业,261,宁波爱特工具有限公司,1.201.50,2018年12月5日,2020年1月16日,2021年1月16日,,,,
慈溪市,宁波杭州湾新区富北路（滨海大道-七塘公路）工程,宁波杭州湾新区,5.2225,公路用地,划拨,,城市公共交通业,,宁波杭州湾新区南洋小城开发有限公司,,2018年12月5日,2019年7月5日,2021年7月5日,,,,
象山县,石浦镇原凤栖路13号商住楼地块,象山县石浦镇凤栖路南侧,0.1505,中低价位、中小套型普通商品住房用地,拍卖出让,70,房地产业,450,象山县坚容置业有限公司,1.001.50,2018年12月5日,2019年12月4日,2022年12月4日,,,,
余姚市,马漕头路（丰立路-丰悦路）道路新建工程,阳明街道丰乐村、马渚镇马漕头村,2.362,街巷用地,划拨,,城市公共交通业,847.4312,余姚市城西工业开发建设有限公司,,2018年12月4日,2019年12月11日,2021年12月11日,,,,
余姚市,牟山镇滨江东路北段道路新建工程地块,牟山镇,0.5692,街巷用地,划拨,,城市公共交通业,220.235,余姚市牟山镇人民政府,,2018年12月4日,2019年12月11日,2021年12月11日,,,,
余姚市,丰乐路（徐家内江—马鞍山路）道路新建工程,阳明街道丰乐村,0.5329,街巷用地,划拨,,城市公共交通业,228.9291,余姚市城西开发建设有限公司,,2018年12月4日,2019年12月11日,2021年12月11日,,,,
慈溪市,慈观海卫Ⅱ201714#,观海卫镇东桥头村,0.0825,工业用地,协议出让,50,塑料制品业,53.8725,慈溪市赛思德环保科技有限公司,1.002.50,2018年12月4日,2019年12月18日,2022年12月18日,,,,
北仑区,人民路（泰山路-庐山路）拓宽工程,大碶,0.3587,街巷用地,划拨,,房屋和土木工程业,322.83,宁波市北仑区公共项目建设管理中心,,2018年12月4日,2019年6月4日,2020年12月4日,,,,
余姚市,庙根江（肖朗路-食禄桥江）新建工程,阳明街道丰乐村,1.4895,水工建筑用地,划拨,,水利管理业,642.5656,余姚市城西开发建设有限公司,,2018年12月4日,2019年12月11日,2021年12月11日,,,,
宁波市本级,恒威地块民办学校配套道路工程,宁波市中医院南侧，银润豪景北侧,0.6832,街巷用地,划拨,,房地产业,,宁波市海曙区城市开发投资有限公司,,2018年12月4日,2019年12月4日,2022年12月3日,,,,
余姚市,牟山镇振中路新建工程地块,牟山镇牟山村,0.5468,街巷用地,划拨,,城市公共交通业,233.3281,余姚市牟山镇人民政府,,2018年12月4日,2019年12月11日,2021年12月11日,,,,
余姚市,兰馨路西侧桥梁新建工程,兰江街道兰墅桥村,0.0397,街巷用地,划拨,,城市公共交通业,5.0618,余姚市城市建设投资发展有限公司,,2018年12月4日,2019年12月11日,2021年12月11日,,,,
宁波市本级,宁波市轨道交通4号线江东段,宁波市鄞州区原江东,1.1364,铁路用地,划拨,,铁路运输业,0,宁波市轨道交通集团有限公司,0.000.00,2018年12月4日,2020年2月3日,2023年2月3日,,,,
江北区,江北区湾头地区JB05-04-24地块,江北湾头区块,2.7373,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,107805.8232,宁波铂澜置业有限公司,1.002.40,2018年12月3日,2019年11月25日,2022年11月25日,,,,
北仑区,新碶原货运铁路东侧绿化,新碶,1.9676,公园与绿地,划拨,,房屋和土木工程业,1770.84,宁波滨港建设投资有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
余姚市,低塘街道镆剑山村地块十八（宁波旭日金属制品有限公司）地块,低塘街道镆剑山村,0.412,工业用地,协议出让,50,金属制品业,156.1681,宁波旭日金属制品有限公司,1.001.50,2018年12月3日,2019年12月10日,2021年12月10日,,,,
慈溪市,慈胜山Ⅱ201713#地块,胜山镇二灶村,1.5514,工业用地,协议出让,50,棉、化纤纺织及印染精加工,674.859,宁波大江化纤有限公司,1.002.50,2018年12月3日,2019年12月3日,2022年12月3日,,,,
北仑区,小港朱田村工业小区河流,小港,0.6452,水库水面,划拨,,房屋和土木工程业,580.68,宁波市北仑区河海水利建设投资有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
奉化市,江口街道方桥片城镇低效用地再开发三十五号地块,奉化区江口街道方桥工业园区方欣路,0.1323,工业用地,协议出让,50,专用设备制造业,60.858,宁波奉化国美四通电子器件厂,0.901.50,2018年12月3日,2020年1月3日,2022年1月3日,,,,
北仑区,春晓赛车场周边绿化,春晓,2.0023,公园与绿地,划拨,,房屋和土木工程业,1802.07,宁波滨海新城建设投资有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
北仑区,富春江路东、钱塘江路北地块周边绿化,大碶,2.4702,公园与绿地,划拨,,房屋和土木工程业,2223.18,宁波滨港建设投资有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
北仑区,九峰山区域新农村建设1#地块北侧地块,大碶,0.8933,公园与绿地,划拨,,房屋和土木工程业,,宁波滨港建设投资有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
北仑区,梅山核心商务区北侧绿化,春晓,1.0697,公园与绿地,划拨,,房屋和土木工程业,962.73,宁波梅山岛开发投资有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
余姚市,低塘街道历山村地块十（余姚市低塘镇天利日用塑料模具厂）低效用地项目,低塘街道历山村,0.1424,工业用地,协议出让,50,塑料制品业,53.9696,余姚市低塘镇天利日用塑料模具厂,1.001.50,2018年12月3日,2019年12月10日,2021年12月10日,,,,
北仑区,大碶街道6号地块（和鸽）公园与绿地,大碶,2.1022,公园与绿地,划拨,,房屋和土木工程业,1891.98,宁波滨港建设投资有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
北仑区,新碶大路村三产周边绿化,新碶,0.1515,公园与绿地,划拨,,房屋和土木工程业,136.35,宁波经济技术开发区市政建设有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
北仑区,小港滨江汽车城绿化,小港,3.8303,公园与绿地,划拨,,房屋和土木工程业,3447.27,宁波滨江新城开发投资有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
北仑区,霞浦陈华立交桥北侧公园与绿地,霞浦,1.0071,公园与绿地,划拨,,房屋和土木工程业,906.39,宁波滨港建设投资有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
余姚市,低塘街道汤家闸村（余姚市唯爱家用电器厂）地块二,低塘街道汤家闸村,0.1223,工业用地,协议出让,50,塑料制品业,52.7113,余姚市唯爱家用电器厂,1.001.50,2018年12月3日,2019年12月10日,2021年12月10日,,,,
北仑区,梅山街道梅东湿地,梅山,43.3545,公园与绿地,划拨,,房屋和土木工程业,39019.05,宁波梅山岛开发投资有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
北仑区,郭巨峙南地块公园与绿地,白峰,1.2667,公园与绿地,划拨,,房屋和土木工程业,1140.03,宁波滨港建设投资有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
北仑区,梅山美的配套道路,梅山,0.9843,街巷用地,划拨,,房屋和土木工程业,885.87,宁波梅山岛开发投资有限公司,,2018年12月3日,2019年12月13日,2020年12月14日,,,,
奉化市,岳林街道城镇低效用地再开发二十八号地块,岳林街道明化村，南、北均至厂房，东至空地，西至路,0.0683,工业用地,协议出让,50,其它,38.4529,宁波市奉化久辉电器配件厂,1.101.20,2018年12月3日,2020年1月3日,2022年1月3日,,,,
